ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
1606;Fabricage van lint;fabricage van lint;D;75452;;
1607;Fabricage van passementeriën;fabricage van passementeriën;A;21110;;
1608;Fabricage van passementeriën;fabricage van passementeriën;D;75452;;
1609;Appréleerderij, bleekerij, drukkerij, ververij, enz.;appréleerderij bleekerij drukkerij ververij enz;;;;
1610;Katoendrukkers;katoendrukkers;D;75690;;
1611;Zeilmakerij en trouwslagerij.;zeilmakerij en trouwslagerij;;;;
1612;Fabricage van touw;fabricage van touw;A;21110;;
1613;Fabricage van touw;fabricage van touw;C;75710;;
1614;Fabricage van touw;fabricage van touw;D;75710;;
1615;Zeilmakers;zeilmakers;A;79920;;
1616;Zeilmakers;zeilmakers;D;79920;;
1617;Totaal voor XIV;totaal voor xiv;A;;;
1618;Totaal voor XIV;totaal voor xiv;B;;;
1619;Totaal voor XIV;totaal voor xiv;C;;;
1620;Totaal voor XIV;totaal voor xiv;D;;;
1621;Totaal voor groep XIV;totaal voor groep xiv;;;;
1622;Verlichting, olie, vet, zeep, enz.;verlichting olie vet zeep enz;;;;
1623;Verlichting enz. ( incl. gemeentelijike gasfabrieken).;verlichting enz incl gemeentelijike gasfabrieken;;;;
1624;Fabricage van gas;fabricage van gas;A;21110;;
1625;Fabricage van gas;fabricage van gas;C;74925;;
1626;Fabricage van gas;fabricage van gas;D;74925;;
1627;Gasfitters;gasfitters;D;87120;;
1628;Olie, vernis, vet, zeep, enz.;olie vernis vet zeep enz;;;;
1629;Fabricage van loog;fabricage van loog;A;21110;;
1630;Fabricage van olie ( olieslager);fabricage van olie olieslager;A;21110;;
1631;Fabricage van olie ( olieslager);fabricage van olie olieslager;D;77920;;
1632;Fabricage van vernis;fabricage van vernis;A;21110;;
1633;Zeepzieders;zeepzieders;A;74220;;
1634;Zeepzieders;zeepzieders;C;74220;;
1635;Zeepzieders;zeepzieders;D;74220;;
1636;Totaal voor XV;totaal voor xv;A;;;
1637;Totaal voor XV;totaal voor xv;B;;;
1638;Totaal voor XV;totaal voor xv;C;;;
1639;Totaal voor XV;totaal voor xv;D;;;
1640;Totaal voor groep XV;totaal voor groep xv;;;;
1641;Voedings- en genotsmiddelen.;voedings en genotsmiddelen;;;;
1642;Grutterijen, meelmolens, enz.;grutterijen meelmolens enz;;;;
1643;Fabricage van meel;fabricage van meel;D;77120;;
1644;Grutters;grutters;D;41030;;
1645;Molenaars ( meel-, rijst-, enz.);molenaars meel rijst enz;A;77120;;
1646;Molenaars ( meel-, rijst-, enz.);molenaars meel rijst enz;D;77120;;
1647;Bakkerijen ( brood-, banket-, suiker-, enz.);bakkerijen brood banket suiker enz;;;;
1648;Brood- en beschuitbakkers;brood en beschuitbakkers;A;77610;;
1649;Brood- en beschuitbakkers;brood en beschuitbakkers;B;77610;;
1650;Brood- en beschuitbakkers;brood en beschuitbakkers;C;77610;;
1651;Brood- en beschuitbakkers;brood en beschuitbakkers;D;77610;;
1652;Confiseurs;confiseurs;A;77660;;
1653;Confiseurs;confiseurs;D;77660;;
1654;Fabricage van brood en beschuit;fabricage van brood en beschuit;D;77610;;
1655;Fabricage van suikerwerken;fabricage van suikerwerken;A;21110;;
1656;Koek- en banketbakkers;koek en banketbakkers;A;77630;;
1657;Koek- en banketbakkers;koek en banketbakkers;D;77630;;
1658;Koks en kookster;koks en kookster;A;53100;;
1659;Koks en kookster;koks en kookster;D;53100;;
1660;Cacao- en chocoladefabrieken;cacao en chocoladefabrieken;;;;
1661;Fabricage van chocolaad;fabricage van chocolaad;D;77760;;
1662;Verduurzaamde levensmiddelen;verduurzaamde levensmiddelen;;;;
1663;Fabricage van comestibles;fabricage van comestibles;A;21110;;
1664;Fabricage van comestibles;fabricage van comestibles;D;77990;;
1665;Vleeschbewerking;vleeschbewerking;;;;
1666;Paardenslachters;paardenslachters;A;77320;;
1667;Paardenslachters;paardenslachters;D;77320;;
1668;Poeliers;poeliers;A;41030;;
1669;Poeliers;poeliers;D;41030;;
1670;Spekslagers;spekslagers;A;77390;;
1671;Spekslagers;spekslagers;D;77390;;
1672;Vleeschhouwers;vleeschhouwers;A;77330;;
1673;Vleeschhouwers;vleeschhouwers;C;77330;;
1674;Vleeschhouwers;vleeschhouwers;D;77330;;
1675;Boter- en kaasbereiding;boter en kaasbereiding;;;;
1676;Fabricage van boter;fabricage van boter;D;77530;;
1677;Fabricage van boter en kaas;fabricage van boter en kaas;A;21110;;
1678;Fabricage van boter en kaas;fabricage van boter en kaas;B;21110;;
1679;Fabricage van boter en kaas;fabricage van boter en kaas;C;77510;;
1680;Fabricage van kunstboter;fabricage van kunstboter;C;77930;;
1681;Fabricage van hulpmiddelen voor zuivelbereiding;fabricage van hulpmiddelen voor zuivelbereiding;A;21110;;
1682;Vruchtensappen, mineraalwater, ijsbereiding.;vruchtensappen mineraalwater ijsbereiding;;;;
1683;Fabricage van minerale wateren;fabricage van minerale wateren;A;21110;;
1684;Fabricage van minerale wateren;fabricage van minerale wateren;C;77890;;
1685;Fabricage van minerale wateren;fabricage van minerale wateren;D;77890;;
1686;Fabricage van vruchtensappen;fabricage van vruchtensappen;A;21110;;
1687;Fabricage van vruchtensappen;fabricage van vruchtensappen;C;77880;;
1688;Fabricage van vruchtensappen;fabricage van vruchtensappen;D;77880;;
1689;Jenever- en likeurstokerijen;jenever en likeurstokerijen;;;;
1690;Fabricage van likeuren;fabricage van likeuren;A;21110;;
1691;Fabricage van likeuren;fabricage van likeuren;C;77890;;
1692;Fabricage van likeuren;fabricage van likeuren;D;77890;;
1693;Brouwerij, azijnmakerij, enz;brouwerij azijnmakerij enz;;;;
1694;Bierbottelaars;bierbottelaars;D;97152;;
1695;Bierbrouwers;bierbrouwers;A;77810;;
1696;Bierbrouwers;bierbrouwers;D;77810;;
1697;Fabricage van azijn;fabricage van azijn;A;21110;;
1698;Fabricage van azijn;fabricage van azijn;D;77870;;
1699;Tabakbewerking;tabakbewerking;;;;
1700;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;A;21110;;
1701;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;C;78100;;
1702;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;D;78100;;
1703;Tabakskervers;tabakskervers;A;78155;;
1704;Tabakskervers;tabakskervers;C;78155;;
1705;Tabakskervers;tabakskervers;D;78155;;
1706;Totaal voor XVI;totaal voor xvi;A;;;
1707;Totaal voor XVI;totaal voor xvi;B;;;
1708;Totaal voor XVI;totaal voor xvi;C;;;
1709;Totaal voor XVI;totaal voor xvi;D;;;
1710;Totaal voor groep XVI;totaal voor groep xvi;;;;
1711;Landbouwbedrijven;landbouwbedrijven;;;;
1712;Land- of akkerbouw;land of akkerbouw;;;;
1713;Landbouwers;landbouwers;A;61220;;
1714;Landbouwers;landbouwers;D;61220;;
1715;Planters in Indie;planters in indie;A;61270;;
1716;Veeteelt ( incl. alle dieren-, paardenfokkerij, vogelteelt, enz.);veeteelt incl alle dieren paardenfokkerij vogelteelt enz;;;;
1717;Veefokkers;veefokkers;A;62410;;
1718;Tuinbouw, warmoezerij, ooft- en bloemkweekerij, ( incl. bollencultuur).;tuinbouw warmoezerij ooft en bloemkweekerij incl bollencultuur;;;;
1719;Bloemisten;bloemisten;A;41030;;
1720;Bloemisten;bloemisten;D;41030;;
1721;Bloembollenkweekers;bloembollenkweekers;A;61270;;
1722;Bloembollenkweekers;bloembollenkweekers;D;61270;;
1723;Tuinlieden ( warmoeziers);tuinlieden warmoeziers;A;61270;;
1724;Tuinlieden ( warmoeziers);tuinlieden warmoeziers;C;61270;;
1725;Tuinlieden ( warmoeziers);tuinlieden warmoeziers;D;61270;;
1726;Houtteelt ( incl. boschbouw);houtteelt incl boschbouw;;;;
1727;Boomkweekers;boomkweekers;C;61230;;
1728;Boomkweekers;boomkweekers;D;61230;;
1729;Totaal voor XVII;totaal voor xvii;A;;;
1730;Totaal voor XVII;totaal voor xvii;B;;;
1731;Totaal voor XVII;totaal voor xvii;C;;;
1732;Totaal voor XVII;totaal voor xvii;D;;;
1733;Totaal voor groep XVII;totaal voor groep xvii;;;;
1734;Visscherij ( incl. vischkweekerij) en Jacht.;visscherij incl vischkweekerij en jacht;;;;
1735;Visscherij in binnenwateren.;visscherij in binnenwateren;;;;
1736;Visschers;visschers;A;64100;;
1737;Totaal voor XVIII;totaal voor xviii;A;;;
1738;Totaal voor XVIII;totaal voor xviii;B;;;
1739;Totaal voor XVIII;totaal voor xviii;C;;;
1740;Totaal voor XVIII;totaal voor xviii;D;;;
1741;Totaal voor groep XVIII;totaal voor groep xviii;;;;
1742;Warenhandel;warenhandel;;;;
1743;Handel in grondstoffen.;handel in grondstoffen;;41020;;
1744;Arbeiders;arbeiders;D;99900;32;
1745;Kooplieden;kooplieden;A;41025;;
1746;Winkeliers;winkeliers;A;41030;11;
1747;Winkeliers;winkeliers;B;41030;11;
1748;Winkelbedienden;winkelbedienden;C;45130;33;
1749;Handel in voorwerpen van kleeding;handel in voorwerpen van kleeding;;41025;;
1750;Depôthouders;depôthouders;B;45130;11;
1751;Kooplieden;kooplieden;A;41025;;
1752;Winkeliers;winkeliers;A;41030;11;
1753;Winkelbedienden;winkelbedienden;C;45130;33;
1754;Handel in voorwerpen van voeding en genot;handel in voorwerpen van voeding en genot;;41025;;
1755;Arbeiders;arbeiders;D;99900;32;
1756;Broodventers;broodventers;D;45220;;
1757;Depôthouders;depôthouders;B;45130;11;
1758;Kooplieden;kooplieden;A;41025;;
1759;Kooplieden;kooplieden;B;41025;;
1760;Winkeliers;winkeliers;A;41030;11;
1761;Winkelbedienden;winkelbedienden;C;45130;33;
1762;Handel in voorwerpen van woning;handel in voorwerpen van woning;;44130;;
1763;Kooplieden;kooplieden;A;41025;;
1764;Winkeliers;winkeliers;A;41030;11;
1765;Winkeliers;winkeliers;B;41030;11;
1766;Winkelbedienden;winkelbedienden;C;45130;33;
1767;Handel in boek- en kunstwerken ( incl. dagbladen.);handel in boek en kunstwerken incl dagbladen;;41030;;
1768;Courantenverhuurders;courantenverhuurders;A;41040;11;
1769;Uitgevers;uitgevers;A;21110;;
1770;Winkeliers;winkeliers;A;41030;11;
1771;Winkelbedienden;winkelbedienden;C;45130;33;
1772;Handel in luxe artikelen;handel in luxe artikelen;;41025;;
1773;Depôthouders;depôthouders;B;45130;11;
1774;Kooplieden;kooplieden;A;41025;;
1775;Winkeliers;winkeliers;A;41030;11;
1776;Winkelbedienden;winkelbedienden;C;45130;33;
1777;Handel in levend vee en gevogelte;handel in levend vee en gevogelte;;41025;;
1778;Kooplieden;kooplieden;A;41025;;
1779;Handel in andere waren;handel in andere waren;;41025;;
1780;Arbeiders;arbeiders;D;99900;32;
1781;Depôthouders;depôthouders;B;45130;11;
1782;Kooplieden;kooplieden;A;41025;;
1783;Kramers en rondventers;kramers en rondventers;A;45220;;
1784;Kramers en rondventers;kramers en rondventers;D;45220;;
1785;Magazijn- en pakhuisknechts;magazijn en pakhuisknechts;D;97145;33;
1786;Ondernemers van openbare verkoopingen;ondernemers van openbare verkoopingen;A;21240;11;
1787;Tagrijnen ( oudroestverkoopers);tagrijnen oudroestverkoopers;A;42220;;
1788;Uitdragers;uitdragers;A;41030;;
1789;Verhuurders van verschillende goederen;verhuurders van verschillende goederen;A;41040;11;
1790;Water- en vuurverkoopers;water en vuurverkoopers;A;45220;;
1791;Winkeliers;winkeliers;A;41030;11;
1792;Winkelbedienden;winkelbedienden;C;45130;33;
1793;Totaal voor XIX;totaal voor xix;A;;;
1794;Totaal voor XIX;totaal voor xix;B;;;
1795;Totaal voor XIX;totaal voor xix;C;;;
1796;Totaal voor XIX;totaal voor xix;D;;;
1797;Totaal voor groep XIX;totaal voor groep xix;;;;
1798;Verkeerswezen;verkeerswezen;;;;
1799;Spoor en tram;spoor en tram;;;;
1800;Arbeiders;arbeiders;C;99900;32;
1801;Arbeiders;arbeiders;D;99900;32;
1802;Beambten;beambten;C;30000;;
1803;Beambten;beambten;D;30000;;
1804;Directeuren  ;directeuren;B;21110;;
1805;Koetsiers;koetsiers;D;98620;;
1806;Andere vervoermiddelen te land;andere vervoermiddelen te land;;;;
1807;Huurkoetsiers;huurkoetsiers;A;98620;;
1808;Huurkoetsiers;huurkoetsiers;D;98620;;
1809;Voerlieden;voerlieden;A;98500;;
1810;Voerlieden;voerlieden;D;98500;;
1811;Zeevaart ;zeevaart;;;;
1812;Cargadoors;cargadoors;A;22290;;
1813;Directeuren van stoombootonderneming;directeuren van stoombootonderneming;B;21110;;
1814;Gezagvoerders;gezagvoerders;B;04217;;
1815;Machinisten ( stoomvaart);machinisten stoomvaart;C;98320;;
1816;Matrozen;matrozen;D;98135;;
1817;Officieren ( stoomvaartmaatschappij);officieren stoomvaartmaatschappij;C;58320;;
1818;Stokers;stokers;D;96930;;
1819;Stuurlieden;stuurlieden;C;04230;;
1820;Binnenscheepvaart;binnenscheepvaart;;;;
1821;Commissionnairs;commissionnairs;B;43230;;
1822;Gezagvoerders;gezagvoerders;B;04217;;
1823;Matrozen;matrozen;D;98135;;
1824;Schippers;schippers;A;04217;;
1825;Schippers;schippers;D;04217;;
1826;Schuitenjagers;schuitenjagers;D;98690;;
1827;Stuurlieden;stuurlieden;C;04230;;
1828;Posterij, telegraphie en telephonie;posterij telegraphie en telephonie;;;;
1829;Brievenbestellers;brievenbestellers;D;37030;;
1830;Postambtenaren en beambten;postambtenaren en beambten;B;37000;;
1831;Postambtenaren en beambten;postambtenaren en beambten;C;37000;;
1832;Postambtenaren en beambten;postambtenaren en beambten;D;37000;;
1833;Telegraphieambtenaren en beambten;telegraphieambtenaren en beambten;B;38040;;
1834;Telegraphieambtenaren en beambten;telegraphieambtenaren en beambten;C;38040;;
1835;Telegraphieambtenaren en beambten;telegraphieambtenaren en beambten;D;38040;;
1836;Telegrambestellers;telegrambestellers;D;37090;;
1837;Telephoonbeambten;telephoonbeambten;D;38000;;
1838;Expeditie, vrachters, bestellers, sjouwerlieden, enz.;expeditie vrachters bestellers sjouwerlieden enz;;37040;;
1839;Bestelhuishouders en dienstverrichting.;bestelhuishouders en dienstverrichting;A;21970;11;
1840;Bestelhuishouders en dienstverrichting.;bestelhuishouders en dienstverrichting;C;21970;11;
1841;Bestelhuishouders en dienstverrichting.;bestelhuishouders en dienstverrichting;D;21970;11;
1842;Expediteurs;expediteurs;A;39120;;
1843;Expediteurs;expediteurs;D;39120;;
1844;Kruiers;kruiers;D;97190;;
1845;Loopknechts en pakkendragers;loopknechts en pakkendragers;D;37040;33;
1846;Sjouwerlieden;sjouwerlieden;D;97125;;
1847;Logement- en koffiehuishouderij, tapperij, enz;logement en koffiehuishouderij tapperij enz;;;;
1848;Bierhuishouders;bierhuishouders;A;51050;11;
1849;Bierhuishouders;bierhuishouders;B;51050;11;
1850;Buffetchefs en juffrouwen;buffetchefs en juffrouwen;C;53250;31;
1851;Commensalenhouders;commensalenhouders;A;51090;11;
1852;Hôtel- en logementhouders;hôtel en logementhouders;A;51020;11;
1853;Hôtel- en logementhouders;hôtel en logementhouders;B;51020;11;
1854;Koffiehuishouders;koffiehuishouders;A;51050;11;
1855;Koffiehuishouders;koffiehuishouders;B;51050;11;
1856;Kellners en kellnerinnen;kellners en kellnerinnen;D;53210;;
1857;Restaurateurs;restaurateurs;A;16160;;
1858;Tappers ( incl. herbergiers);tappers incl herbergiers;A;51050;;
1859;Andere bedrijven;andere bedrijven;;;;
1860;Boden (geen beambten in openbare dienst);boden geen beambten in openbare dienst;D;37040;;
1861;Hofmeesters op schepen;hofmeesters op schepen;C;22450;21;
1862;Porders;porders;A;59990;;
1863;Totaal voor XX;totaal voor xx;A;;;
1864;Totaal voor XX;totaal voor xx;B;;;
1865;Totaal voor XX;totaal voor xx;C;;;
1866;Totaal voor XX;totaal voor xx;D;;;
1867;Totaal voor groep XX;totaal voor groep xx;;;;
1868;Crediet- en Bankwezen.;crediet en bankwezen;;;;
1869;Agenten van bankinstellingen;agenten van bankinstellingen;C;44000;;
1870;Beleenbankhouders en personeel aan banken van leening ( ook gemeentelijke);beleenbankhouders en personeel aan banken van leening ook gemeentelijke;C;33140;;
1871;Beleenbankhouders en personeel aan banken van leening ( ook gemeentelijke);beleenbankhouders en personeel aan banken van leening ook gemeentelijke;D;33140;;
1872;Directeuren van bank- en credietvereenigingen;directeuren van bank en credietvereenigingen;B;21110;;
1873;Kassiers;kassiers;B;33135;;
1874;Totaal voor XXI;totaal voor xxi;A;;;
1875;Totaal voor XXI;totaal voor xxi;B;;;
1876;Totaal voor XXI;totaal voor xxi;C;;;
1877;Totaal voor XXI;totaal voor xxi;D;;;
1878;Totaal voor groep XXI;totaal voor groep xxi;;;;
1879;Verzekeringswezen;verzekeringswezen;;;;
1880;Andere verzekeringen;andere verzekeringen;;;;
1881;Agenten    ;agenten;B;44120;;
1882;Assuradeurs;assuradeurs;A;44120;;
1883;Commissionnairs;commissionnairs;B;43230;;
1884;Makelaars;makelaars;B;44100;;
1885;Totaal voor XXII;totaal voor xxii;A;;;
1886;Totaal voor XXII;totaal voor xxii;B;;;
1887;Totaal voor XXII;totaal voor xxii;C;;;
1888;Totaal voor XXII;totaal voor xxii;D;;;
1889;Totaal voor groep XXII;totaal voor groep xxii;;;;
1890;Tusschenhandel ( Commissiehandel, kassierderij, makelaardij enz.);tusschenhandel commissiehandel kassierderij makelaardij enz;;;;
1891;Grondstoffen;grondstoffen;;;;
1892;Commissionnairs;commissionnairs;B;43230;;
1893;Voorwerpen van kleeding;voorwerpen van kleeding;;;;
1894;Agenten;agenten;B;43200;;
1895;Commissionnairs;commissionnairs;B;43230;;
1896;Makerlaars;makerlaars;B;44100;;
1897;Voorwerpen van voeding en genot;voorwerpen van voeding en genot;;;;
1898;Agenten;agenten;B;43200;;
1899;Commissionnairs;commissionnairs;B;43230;;
1900;Makerlaars;makerlaars;B;44100;;
1901;Boek- en kunstwerken ( incl. dagbladen);boek en kunstwerken incl dagbladen;;;;
1902;Commissionnairs;commissionnairs;B;43230;;
1903;Andere waren;andere waren;;;;
1904;Agenten;agenten;B;43200;;
1905;Commissionnairs in effecten;commissionnairs in effecten;B;43230;;
1906;Commissionnairs;commissionnairs;B;43230;;
1907;Debiteurs Staatsloterij;debiteurs staatsloterij;A;41030;;
1908;Makelaars;makelaars;B;44100;;
1909;Totaal voor XXIII;totaal voor xxiii;A;;;
1910;Totaal voor XXIII;totaal voor xxiii;B;;;
1911;Totaal voor XXIII;totaal voor xxiii;C;;;
1912;Totaal voor XXIII;totaal voor xxiii;D;;;
1913;Totaal voor groep XXIII;totaal voor groep xxiii;;;;
1914;Hulpbedrijven van den handel;hulpbedrijven van den handel;;;;
1915;Voorwerpen van kleeding;voorwerpen van kleeding;;;;
1916;Reizigers;reizigers;C;43220;;
1917;Voorwerpen van voeding en genot;voorwerpen van voeding en genot;;;;
1918;Reizigers;reizigers;C;43220;;
1919;Boek- en kunstwerken (incl. dagbladen);boek en kunstwerken incl dagbladen;;;;
1920;Colporteurs;colporteurs;C;45220;;
1921;Reizigers;reizigers;C;43220;;
1922;Voorwerpen van luxe;voorwerpen van luxe;;;;
1923;Reizigers;reizigers;C;43220;;
1924;Andere;andere;;;;
1925;Directeuren van verhuurkantoren;directeuren van verhuurkantoren;B;21110;;
1926;Reizigers;reizigers;C;43220;;
1927;Totaal voor XXIV;totaal voor xxiv;A;;;
1928;Totaal voor XXIV;totaal voor xxiv;B;;;
1929;Totaal voor XXIV;totaal voor xxiv;C;;;
1930;Totaal voor XXIV;totaal voor xxiv;D;;;
1931;Totaal voor groep XXIV;totaal voor groep xxiv;;;;
1932;Vrije beroepen;vrije beroepen;;19990;;
1933;a. Geneeskundigen;a geneeskundigen;;06105;;
1934;b. Vroedvrouwen;b vroedvrouwen;;07310;;
1935;c. Bakers;c bakers;;07410;;
1936;d. Veeartsen;d veeartsen;;06510;;
1937;e. Advokaten en procureurs;e advokaten en procureurs;;12110;;
1938;f. Ingenieurs en architecten;f ingenieurs en architecten;;02000;;
1939;g. Kunstenaars en letterkundigen;g kunstenaars en letterkundigen;;16000;;
1940;h. Administrateurs en rentmeesters enz.;h administrateurs en rentmeesters enz;;21940;;
1941;i. Boekhouders, schrijvers, copiísten;i boekhouders schrijvers copiísten;;33110;;
1942;k. Kunstenmakers, goochelaars, straatmuzikanten;k kunstenmakers goochelaars straatmuzikanten;;17990;;
1943;m. Andere beroepen tot wetenschap en kunst behoorende;m andere beroepen tot wetenschap en kunst behoorende;;19990;;
1944;n. Andere beroepen tot publieke vermakelijkheden behoorende;n andere beroepen tot publieke vermakelijkheden behoorende;;17000;;
1945;o. Andere beroepen niet onder een der vorige te rangschikken;o andere beroepen niet onder een der vorige te rangschikken;;-1;;
1946;Totaal voor groep XXV;totaal voor groep xxv;;;;
1947;Onderwijs (excl. Openbaar onderwijs);onderwijs excl openbaar onderwijs;;;;
1948;Bewaarschoolhouderessen;bewaarschoolhouderessen;;13490;11;
1949;Dansonderwijzers;dansonderwijzers;;17220;;
1950;Gouveneurs en gouvenantes;gouveneurs en gouvenantes;;13960;;
1951;Huisonderwijzers;huisonderwijzers;;13990;;
1952;Kweekelingen (bijzondere bewaarschool);kweekelingen bijzondere bewaarschool;;13320;23;
1953;Kweekelingen (lager onderwijs);kweekelingen lager onderwijs;;13320;23;
1954;Leraren (bijzondere scholen);leraren bijzondere scholen;;13200;;
1955;Leeraren (privaat);leeraren privaat;;13960;;
1956;Muziekonderwijzers;muziekonderwijzers;;13250;;
1957;Onderwijzers (bijzonder scholen);onderwijzers bijzonder scholen;;13320;;
1958;Totaal voor groep XXVI;totaal voor groep xxvi;;;;
1959;Verpleging of verzorging van armen, zieken, gebrekkigen, invaliden, krankzinnigen (incl. Rijksinrichtingen);verpleging of verzorging van armen zieken gebrekkigen invaliden krankzinnigen incl rijksinrichtingen;;07110;;
1960;Beambten in gestichten tot verpleging;beambten in gestichten tot verpleging;;30000;;
1961;Directeuren gestichten of inrichtingen tot verpleging of verzorging;directeuren gestichten of inrichtingen tot verpleging of verzorging;;21110;;
1962;Huismeester in gestichten tot verpleging of verzorging;huismeester in gestichten tot verpleging of verzorging;;55120;;
1963;Weesvaders en weesmoeders;weesvaders en weesmoeders;;22460;;
1964;Ziekenoppassers (in gestichten);ziekenoppassers in gestichten;;07110;;
1965;Ziekenoppassers (buiten);ziekenoppassers buiten;;07110;;
1966;Totaal voor groep XXVII;totaal voor groep xxvii;;;;
1967;Huiselijke diensten (huis- en stalbedienden);huiselijke diensten huis en stalbedienden;;54020;;
1968;Dienstboden;dienstboden;;54020;;
1969;Huisbewaarders;huisbewaarders;;55120;;
1970;Huishoudsters;huishoudsters;;22430;;
1971;Koetsiers (heerendienst);koetsiers heerendienst;;98620;;
1972;Oppassers (niet in gestichten tot verpleging of verzorging);oppassers niet in gestichten tot verpleging of verzorging;;07110;;
1973;Portiers (niet in openbare dienst);portiers niet in openbare dienst;;59990;;
1974;Schoonmaaksters;schoonmaaksters;;55220;;
1975;Stalknechts;stalknechts;;62400;33;
1976;Totaal voor groep XXVIII;totaal voor groep xxviii;;;;
1977;Losse werklieden en andere niet in een bepaald groep arbeidenden;losse werklieden en andere niet in een bepaald groep arbeidenden;;99920;;
1978;Arbeiders zonder bepaald beroep (losse);arbeiders zonder bepaald beroep losse;;99920;32;
1979;Totaal voor groep XXIX;totaal voor groep xxix;;;;
1980;In dienst van den Staat (excl. Posterij, telegraphie, telephonie, landsdrukkerij,en ander nijverheidsbedrijf);in dienst van den staat excl posterij telegraphie telephonie landsdrukkerij en ander nijverheidsbedrijf;;31000;;
1981;c. Rechts- en politie wezen (incl. notariaat);c rechts en politie wezen incl notariaat;;;;
1982;d. Onderwijs (onderwijzend personeel, toezicht);d onderwijs onderwijzend personeel toezicht;;13000;;
1983;e. Sanitaire politie, toezicht op fabrieksarbeid stoomwezen;e sanitaire politie toezicht op fabrieksarbeid stoomwezen;;31090;;
1984;f. Krijgswezen (incl. genees- en veeartsenijkundige dienst excl. Werkplaatsen van leger of marine.);f krijgswezen incl genees en veeartsenijkundige dienst excl werkplaatsen van leger of marine;;;;
1985;g. Financiewezen (rekenkamer, belastingen, kadaster, muntwezen,enz.);g financiewezen rekenkamer belastingen kadaster muntwezen enz;;;;
1986;h. Waterstaat;h waterstaat;;;;
1987;k. Koloniale ambtenaren (met verlof in nederland);k koloniale ambtenaren met verlof in nederland;;30000;;
1988;l. Andere ambten of bedieningen;l andere ambten of bedieningen;;14190;;
1989;Totaal voor groep XXX;totaal voor groep xxx;;;;
1990;In dienst van eene Provincie;in dienst van eene provincie;;31000;;
1991;a. Provinciale griffiën (incl. commissarissen des konings);a provinciale griffiën incl commissarissen des konings;;31090;;
1992;b. Waterstaat;b waterstaat;;;;
1993;c. Andere ambten of bedieningen;c andere ambten of bedieningen;;14190;;
1994;Totaal voor groep XXXI;totaal voor groep xxxi;;;;
1995;In dienst van eene gemeente (excl. Gasfabrieken, dienst der openbare werken en ander nijverheidsbedrijf;in dienst van eene gemeente excl gasfabrieken dienst der openbare werken en ander nijverheidsbedrijf;;31000;;
1996;a. Gemeente secretariën (incl. burgemeesters);a gemeente secretariën incl burgemeesters;;31000;;
1997;b. Politie en brandweer;b politie en brandweer;;58220;;
1998;c. Financiën en belastingen;c financiën en belastingen;;;;
1999;d. Onderwijs (onderwijzend personeel, toezicht);d onderwijs onderwijzend personeel toezicht;;13000;;
2000;e.  Andere ambten of bedieningen ;e andere ambten of bedieningen;;31000;;
2001;Totaal voor groep XXXII;totaal voor groep xxxii;;;;
2002;In dienst van een waterschap.;in dienst van een waterschap;;20110;;
2003;In dienst van een waterschap.;in dienst van een waterschap;;20110;;
2004;Totaal voor groep XXXIII;totaal voor groep xxxiii;;;;
2005;In dienst van een kerkgenootschap of kerkelijke gezindte;in dienst van een kerkgenootschap of kerkelijke gezindte;;14990;;
2006;Bedienaren van een godsdienst;bedienaren van een godsdienst;;14190;;
2007;Geestelijke protestant;geestelijke protestant;;14190;;
2008;Geestelijke katholiek;geestelijke katholiek;;14190;;
2009;Geestelijke andere gezindten;geestelijke andere gezindten;;14190;;
2010;Godsdienstonderwijzers en andere daarmede in rang gelijk te stellen betrekkingen.;godsdienstonderwijzers en andere daarmede in rang gelijk te stellen betrekkingen;;13290;;
2011;Godsdienstonderwijzers protestant;godsdienstonderwijzers protestant;;13290;;
2012;Godsdienstonderwijzers israëliet;godsdienstonderwijzers israëliet;;13290;;
2013;Andere ambten of bedieningen;andere ambten of bedieningen;;14190;;
2014;Andere ambten protestant;andere ambten protestant;;14190;;
2015;Andere ambten israëliet;andere ambten israëliet;;14190;;
2016;Andere ambten andere gezindten;andere ambten andere gezindten;;14190;;
2017;Totaal voor groep XXXIV;totaal voor groep xxxiv;;;;
2018;Gepensioneerden (uit openbare, kerkelijke of particuliere kassen);gepensioneerden uit openbare kerkelijke of particuliere kassen;;-1;;21
2019;Gepensioneerden (uit alle kassen);gepensioneerden uit alle kassen;;-1;;21
2020;Totaal voor groep XXXV;totaal voor groep xxxv;;;;
2021;RECAPITULATIE;recapitulatie;;;;
2022;I-XXIV;ixxiv;A;;;
2023;**;**;B;;;
2024;**;**;C;;;
2025;**;**;D;;;
2026;XXV-XXXV;xxvxxxv;;;;
2027;zonder beroep;zonder beroep;;-2;;
2028;Totaal;totaal;;;;
2029;**;**;;;;
2030;Aardewerk, diamant, glas, kalk, steenen enz.;aardewerk diamant glas kalk steenen enz;;;;
2031;Steenen, dakpannen, draineerbuizen enz.;steenen dakpannen draineerbuizen enz;;;;
2032;Steenhouwers;steenhouwers;A;71220;;
2033;Steenhouwers;steenhouwers;D;71220;;
2034;Totaal voor I ;totaal voor i;A;;;
2035;Totaal voor I ;totaal voor i;B;;;
