ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
7535;n. Andere beroepen tot de publieke vermakelijkheden behoorende;n andere beroepen tot de publieke vermakelijkheden behoorende;;17000;;
7536;o. Andere beroepen niet onder een der vorige te rangschikken;o andere beroepen niet onder een der vorige te rangschikken;;-1;;
7537;Totaal voor groep XXV;totaal voor groep xxv;;;;
7538;Onderwijs (excl. Openbaar onderwijs).;onderwijs excl openbaar onderwijs;;;;
7539;Bewaarschoolhouderessen (bijzondere);bewaarschoolhouderessen bijzondere;;13490;11;
7540;Kweekelingen (lager onderwijs);kweekelingen lager onderwijs;;13320;23;
7541;Muziekonderwijzers;muziekonderwijzers;;13250;;
7542;Onderwijzers (bijzondere scholen);onderwijzers bijzondere scholen;;13320;;
7543;Totaal voor groep XXVI;totaal voor groep xxvi;;;;
7544;Verpleging of verzorging van armen, ouden, zieken, gebrekkigen, invaliden, krankzinnigen (incl. Rijksinrichtingen).;verpleging of verzorging van armen ouden zieken gebrekkigen invaliden krankzinnigen incl rijksinrichtingen;;07110;;
7545;Verplegers en verpleegsters;verplegers en verpleegsters;;07110;;
7546;Weesvaders en weesmoeders;weesvaders en weesmoeders;;22460;;
7547;Totaal voor groep XXVII;totaal voor groep xxvii;;;;
7548;Huiselijke diensten ( huis- en stalbedienden e. d.);huiselijke diensten huis en stalbedienden e d;;54020;;
7549;Dienstboden;dienstboden;;54020;;
7550;Huisbewaarders;huisbewaarders;;55120;;
7551;Huishoudsters;huishoudsters;;22430;;
7552;Koetsiers ( heerendienst);koetsiers heerendienst;;98620;;
7553;Schoonmaaksters;schoonmaaksters;;55220;;
7554;Totaal voor groep XXVIII;totaal voor groep xxviii;;;;
7555;Losse werklieden en andere niet in een bepaald beroep arbeidenden;losse werklieden en andere niet in een bepaald beroep arbeidenden;;99920;;
7556;Arbeiders zonder bepaald beroep ( losse);arbeiders zonder bepaald beroep losse;;99920;32;
7557;Totaal voor groep XXIX;totaal voor groep xxix;;;;
7558;In dienst van den Staat ( excl. Posterij, telegraphie, telephonie, landsdrukkerij en ander nijverheidsbedrijf.);in dienst van den staat excl posterij telegraphie telephonie landsdrukkerij en ander nijverheidsbedrijf;;31000;;
7559; c. Rechts- en politiewezen ( incl. Notariaat);c rechts en politiewezen incl notariaat;;;;
7560; d. Onderwijs ( toezicht en onderwijzend personeel);d onderwijs toezicht en onderwijzend personeel;;13000;;
7561;f. Krijgswezen ( incl. Genees- en veeartsenijkundige dienst: excl. Werkplaatsen van leger of marine);f krijgswezen incl genees en veeartsenijkundige dienst excl werkplaatsen van leger of marine;;;;
7562; g. Financiewezen ( Rekenkamer. Belastingen, kadaster, muntwezen, enz.);g financiewezen rekenkamer belastingen kadaster muntwezen enz;;;;
7563;h. Waterstaat;h waterstaat;;;;
7564;i. Loods- haven en bakenwezen.;i loods haven en bakenwezen;;;;
7565;l. Andere ambten of bedieningen;l andere ambten of bedieningen;;14190;;
7566;Totaal voor groep XXX;totaal voor groep xxx;;;;
7567;In dienst van eene gemeente ( excl. Gasfabrieken, dienst der openbare werken en ander nijverheidsbedrijf.);in dienst van eene gemeente excl gasfabrieken dienst der openbare werken en ander nijverheidsbedrijf;;31000;;
7568;a. Gemeente-secretariën (incl. Burgemeesters.);a gemeentesecretariën incl burgemeesters;;31000;;
7569;b. Politie en brandweer;b politie en brandweer;;58220;;
7570;c. Financiën en belastingen;c financiën en belastingen;;;;
7571;d. Onderwijs ( toezicht, onderwijzend personeel);d onderwijs toezicht onderwijzend personeel;;13000;;
7572;e. Andere ambten of bedieningen.;e andere ambten of bedieningen;;14190;;
7573;Totaal voor groep XXXII;totaal voor groep xxxii;;;;
7574;In dienst van een waterschap;in dienst van een waterschap;;20110;;
7575;In dienst van een waterschap;in dienst van een waterschap;;20110;;
7576;Totaal voor groep XXXIII;totaal voor groep xxxiii;;;;
7577;In dienst van een kerkgenootschap of kerkelijke gezindte.;in dienst van een kerkgenootschap of kerkelijke gezindte;;14990;;
7578;Bedienaren van den godsdienst.;bedienaren van den godsdienst;;14190;;
7579;Geestelijke protestant;geestelijke protestant;;14190;;
7580;Geestelijke katholiek;geestelijke katholiek;;14190;;
7581;Godsdienstonderwijzers en andere daarmede in rang gelijk te stellen betrekkingen.;godsdienstonderwijzers en andere daarmede in rang gelijk te stellen betrekkingen;;13290;;
7582;Godsdienstonderwijzers protestant;godsdienstonderwijzers protestant;;13290;;
7583;Andere ambten of bedieningen;andere ambten of bedieningen;;14190;;
7584;Andere ambten protestant;andere ambten protestant;;14190;;
7585;Andere ambten katholiek;andere ambten katholiek;;14190;;
7586;Andere ambten andere gezindte;andere ambten andere gezindte;;14190;;
7587;Totaal voor groep XXXIV;totaal voor groep xxxiv;;;;
7588;Gepensionneerden ( uit openbare, kerkelijke of particulieren kassen).;gepensionneerden uit openbare kerkelijke of particulieren kassen;;-1;;21
7589;Gepensionneerden  ( uit alle kassen);gepensionneerden uit alle kassen;;-1;;21
7590;Totaal voor groep XXXV;totaal voor groep xxxv;;;;
7591;RECAPITULATIE.;recapitulatie;;;;
7592;I-XXIV;ixxiv;A;;;
7593;**;**;B;;;
7594;**;**;C;;;
7595;**;**;D;;;
7596;XXV-XXXV;xxvxxxv;;;;
7597;Zonder beroep;zonder beroep;;-2;;
7598;Totaal ;totaal;;;;
7599;Aardewerk, diamant, glas, kalk, steenen, enz.;aardewerk diamant glas kalk steenen enz;;;;
7600;Aardewerk en porcelein.;aardewerk en porcelein;;;;
7601;Fabricage van aardewerk ( incl. Porcelein, terracotta, kachelbakkes, pottenbakkers enz.);fabricage van aardewerk incl porcelein terracotta kachelbakkes pottenbakkers enz;D;89200;;
7602;Diamant, edelsteenen en fijne steensoorten.;diamant edelsteenen en fijne steensoorten;;;;
7603;Diamantslijper (incl. Verstellers);diamantslijper incl verstellers;D;88030;;
7604;Diamantsnijders;diamantsnijders;D;88030;;
7605;Steenen, dakpannen, draineerbuizen, enz.;steenen dakpannen draineerbuizen enz;;;;
7606;Steenhouwers;steenhouwers;D;71220;;
7607;Totaal voor I;totaal voor i;A;;;
7608;Totaal voor I;totaal voor i;B;;;
7609;Totaal voor I;totaal voor i;C;;;
7610;Totaal voor I;totaal voor i;D;;;
7611;Totaal voor groep I;totaal voor groep i;;;;
7612;Boek- en steendrukkerij, hout-, koper-, staalgravure, photographie, enz.;boek en steendrukkerij hout koper staalgravure photographie enz;;;;
7613;Boekdrukkerij, lettervervaardiging, enz. ( incl .Landsdrukkerij).;boekdrukkerij lettervervaardiging enz incl landsdrukkerij;;;;
7614;Boekbinders;boekbinders;D;92625;;
7615;Boekdrukkers;boekdrukkers;A;92110;;
7616;Boekdrukkers;boekdrukkers;D;92110;;
7617;Letterzetters;letterzetters;D;92120;;
7618;Totaal voor II;totaal voor ii;A;;;
7619;Totaal voor II;totaal voor ii;B;;;
7620;Totaal voor II;totaal voor ii;C;;;
7621;Totaal voor II;totaal voor ii;D;;;
7622;Totaal voor groep II;totaal voor groep ii;;;;
7623;"Bouwbedrijven, ( incl. Reiniging van gebouwen en aanleggen, onderhouden en reinigen van wegen en straten; ook gemeentelijke dienst.)";bouwbedrijven incl reiniging van gebouwen en aanleggen onderhouden en reinigen van wegen en straten ook gemeentelijke dienst;;;;
7624;Gas- en waterleiding.;gas en waterleiding;;;;
7625;Waterleidingexploitatie;waterleidingexploitatie;A;21110;;
7626;Waterleidingexploitatie;waterleidingexploitatie;D;21110;;
7627;Bouw van huizen, molens, enz.;bouw van huizen molens enz;;95000;;
7628;Architecten;architecten;A;02120;;
7629;Dekkers. ( lei-, pannen-, stroo-, en riet-);dekkers lei pannen stroo en riet;A;95300;;
7630;Dekkers. ( lei-, pannen-, stroo-, en riet-);dekkers lei pannen stroo en riet;D;95300;;
7631;Loodgieters;loodgieters;A;87105;;
7632;Loodgieters;loodgieters;D;87105;;
7633;Metselaars;metselaars;A;95120;;
7634;Metselaars;metselaars;D;95120;;
7635;Opperlieden;opperlieden;D;99910;;
7636;Pompmakers;pompmakers;A;84190;;
7637;Timmerlieden;timmerlieden;A;95410;;
7638;Timmerlieden;timmerlieden;B;95410;;
7639;Timmerlieden;timmerlieden;D;95410;;
7640;Afwerken van huizen, enz.;afwerken van huizen enz;;95000;;
7641;Behangers;behangers;A;95925;;
7642;Huisschilders;huisschilders;A;93120;;
7643;Huisschilders;huisschilders;D;93120;;
7644;Stukadoors;stukadoors;A;95510;;
7645;Stukadoors;stukadoors;D;95510;;
7646;Openbare werken.;openbare werken;;;;
7647;Aannemers;aannemers;A;21240;;
7648;Aardwerkers;aardwerkers;D;89200;32;
7649;Dijkwerkers;dijkwerkers;D;97415;32;
7650;Polderwerkers;polderwerkers;D;97415;32;
7651;Reiniging van bouwwerken, wegen en straten.;reiniging van bouwwerken wegen en straten;;;;
7652;Aschkarlieden;aschkarlieden;D;49030;;
7653;Baggerlieden;baggerlieden;D;97415;;
7654;Totaal voor III;totaal voor iii;A;;;
7655;Totaal voor III;totaal voor iii;B;;;
7656;Totaal voor III;totaal voor iii;C;;;
7657;Totaal voor III;totaal voor iii;D;;;
7658;Totaal voor groep III;totaal voor groep iii;;;;
7659;Chemische nijverheid, meststoffen, ontplofbare stoffen, verfstoffen, enz.;chemische nijverheid meststoffen ontplofbare stoffen verfstoffen enz;;;;
7660;Chemische nijverheid. (incl. apotheken);chemische nijverheid incl apotheken;;;;
7661;Apothekers;apothekers;A;06710;;
7662;Apothekers (bedienden);apothekers bedienden;C;06810;;
7663;Ontplofbare stoffen, lucifers enz.;ontplofbare stoffen lucifers enz;;;;
7664;Fabricage van buskruit;fabricage van buskruit;D;74990;;
7665;Verfstoffen, enz.;verfstoffen enz;;;;
7666;Fabricage van verfstoffen;fabricage van verfstoffen;A;21110;;
7667;Totaal voor IV;totaal voor iv;A;;;
7668;Totaal voor IV;totaal voor iv;B;;;
7669;Totaal voor IV;totaal voor iv;C;;;
7670;Totaal voor IV;totaal voor iv;D;;;
7671;Totaal voor groep IV;totaal voor groep iv;;;;
7672;Hout-. kurk-, stroobewerking, snij- en draaiwerk van verschillende stoffen, enz.;hout kurk stroobewerking snij en draaiwerk van verschillende stoffen enz;;;;
7673;Hout.;hout;;;;
7674;Doodkistenmakers;doodkistenmakers;D;81990;;
7675;Fabricage van meubels ( meubelmakers);fabricage van meubels meubelmakers;A;21110;;
7676;Fabricage van meubels ( meubelmakers);fabricage van meubels meubelmakers;D;81120;;
7677;Houtzagers;houtzagers;A;81225;;
7678;Houtzagers;houtzagers;D;81225;;
7679;Klompenmakers;klompenmakers;A;81990;;
7680;Kuipers;kuipers;A;81930;;
7681;Kuipers;kuipers;D;81930;;
7682;" Kurk-, stroo-, borstelwerk; vlechtwerk van verschillende stoffen";kurk stroo borstelwerk vlechtwerk van verschillende stoffen;;;;
7683;Bezem- en heiboendermakers;bezem en heiboendermakers;A;94240;;
7684;Bezem- en heiboendermakers;bezem en heiboendermakers;D;94240;;
7685;Fabricage van manden en mandenwerk;fabricage van manden en mandenwerk;A;21110;;
7686;Fabricage van manden en mandenwerk;fabricage van manden en mandenwerk;D;94220;;
7687;Fabricage van rieten matten ;fabricage van rieten matten;D;94290;;
7688;Totaal voor V;totaal voor v;A;;;
7689;Totaal voor V;totaal voor v;B;;;
7690;Totaal voor V;totaal voor v;C;;;
7691;Totaal voor V;totaal voor v;D;;;
7692;Totaal voor groep V;totaal voor groep v;;;;
7693;Kleeding en reiniging.;kleeding en reiniging;;;;
7694;Kleeding, bedden, haarwerk.;kleeding bedden haarwerk;;;;
7695;Kleermakers;kleermakers;A;79100;;
7696;Kleermakers;kleermakers;D;79100;;
7697;Modisten;modisten;A;79510;;
7698;Modisten;modisten;D;79510;;
7699;Naaisters;naaisters;A;79510;;
7700;Naaisters;naaisters;D;79510;;
7701;Reiniging, bleekerij, ververij.;reiniging bleekerij ververij;;;;
7702;Badhouders;badhouders;C;51090;11;
7703;Barbiers;barbiers;A;57030;;
7704;Bleekers;bleekers;A;56010;;
7705;Bleekers;bleekers;B;56010;;
7706;Bleekers;bleekers;D;56010;;
7707;Kappers;kappers;D;57025;;
7708;Mangellieden;mangellieden;A;56090;;
7709;Mutsenwasschers;mutsenwasschers;A;75635;;
7710;Waschlieden;waschlieden;A;56010;;
7711;Totaal voor VI;totaal voor vi;A;;;
7712;Totaal voor VI;totaal voor vi;B;;;
7713;Totaal voor VI;totaal voor vi;C;;;
7714;Totaal voor VI;totaal voor vi;D;;;
7715;Totaal voor groep VI;totaal voor groep vi;;;;
7716;Leder, wasdoek, caoutchouc, enz.;leder wasdoek caoutchouc enz;;;;
7717;Leder.;leder;;;;
7718;Fabricage van schoenen ( schoenmakers);fabricage van schoenen schoenmakers;A;21110;;
7719;Fabricage van schoenen ( schoenmakers);fabricage van schoenen schoenmakers;D;80200;;
7720;Zadelmakers;zadelmakers;A;80320;;
7721;Zadelmakers;zadelmakers;D;80320;;
7722;Totaal voor VIII;totaal voor viii;A;;;
7723;Totaal voor VIII;totaal voor viii;B;;;
7724;Totaal voor VIII;totaal voor viii;C;;;
7725;Totaal voor VIII;totaal voor viii;D;;;
7726;Totaal voor groep VIII;totaal voor groep viii;;;;
7727;Metalen ( Bewerking van);metalen bewerking van;;;;
7728;Edele metalen en munten.;edele metalen en munten;;;;
7729;Goudsmeden;goudsmeden;A;88050;;
7730;Niet-edel metalen ( behalve ijzer);nietedel metalen behalve ijzer;;;;
7731;Blikslagers;blikslagers;D;87340;;
7732;Fabricage van blik;fabricage van blik;A;21110;;
7733;Kopergieters en -smelters;kopergieters en smelters;D;72420;;
7734;Koperslagers;koperslagers;A;87330;;
7735;Koperslagers;koperslagers;D;87330;;
7736;Metaaldraaiers;metaaldraaiers;D;83320;;
7737;Ijzer en staal.;ijzer en staal;;;;
7738;Smeden en slotenmakers;smeden en slotenmakers;A;83110;;
7739;Smeden en slotenmakers;smeden en slotenmakers;D;83110;;
7740;Totaal voor X;totaal voor x;A;;;
7741;Totaal voor X;totaal voor x;B;;;
7742;Totaal voor X;totaal voor x;C;;;
7743;Totaal voor X;totaal voor x;D;;;
7744;Totaal voor groep X;totaal voor groep x;;;;
7745;Scheepsbouw, vervaardiging van rijtuigen, enz.;scheepsbouw vervaardiging van rijtuigen enz;;;;
7746;Scheepsbouw ( incl. marineinrichtingen.);scheepsbouw incl marineinrichtingen;;;;
7747;Scheepmakers;scheepmakers;A;95440;;
7748;Scheepmakers;scheepmakers;D;95440;;
7749;Rijtuigen, enz.;rijtuigen enz;;;;
7750;Fabricage van rijtuigen.;fabricage van rijtuigen;A;21110;;
7751;Fabricage van wagens ( wagenmakers);fabricage van wagens wagenmakers;D;81925;;
7752;Totaal voor XII;totaal voor xii;A;;;
7753;Totaal voor XII;totaal voor xii;B;;;
7754;Totaal voor XII;totaal voor xii;C;;;
7755;Totaal voor XII;totaal voor xii;D;;;
7756;Totaal voor groep XII;totaal voor groep xii;;;;
7757;Stoom - en andere werktuigen, toestellen, instrumenten, oorlogsmaterieel enz.;stoom en andere werktuigen toestellen instrumenten oorlogsmaterieel enz;;;;
7758;Stoom- en andere werktuigen, toestellen, enz.;stoom en andere werktuigen toestellen enz;;;;
7759;Fabricage van machines;fabricage van machines;D;84100;;
7760;Instrumenten.;instrumenten;;;;
7761;Horlogemakers;horlogemakers;A;84222;;
7762;Horlogemakers;horlogemakers;D;84222;;
7763;Totaal voor XIII;totaal voor xiii;A;;;
7764;Totaal voor XIII;totaal voor xiii;B;;;
7765;Totaal voor XIII;totaal voor xiii;C;;;
7766;Totaal voor XIII;totaal voor xiii;D;;;
7767;Totaal voor groep XIII;totaal voor groep xiii;;;;
7768;Textiele nijverheid.;textiele nijverheid;;;;
7769;Spinneriju van alle stoffen.;spinneriju van alle stoffen;;;;
7770;Fabricage van katoen.;fabricage van katoen;D;75100;;
7771;Weverij, breierij, enz.;weverij breierij enz;;;;
7772;Breisters;breisters;D;75500;;
7773;Fabricage van pakking;fabricage van pakking;D;94990;;
7774;Zakkenmakers;zakkenmakers;D;91075;;
7775;Zeilmakerij en touwslagerij;zeilmakerij en touwslagerij;;;;
7776;Fabricage van touw;fabricage van touw;A;21110;;
7777;Zeilmakers;zeilmakers;D;79920;;
7778;Totaal voor XIV;totaal voor xiv;A;;;
7779;Totaal voor XIV;totaal voor xiv;B;;;
7780;Totaal voor XIV;totaal voor xiv;C;;;
7781;Totaal voor XIV;totaal voor xiv;D;;;
7782;Totaal voor groep XIV;totaal voor groep xiv;;;;
7783;Verlichting, olie, vet, zeep, enz.;verlichting olie vet zeep enz;;;;
7784;Verlichting enz.( incl. Gemeentelijike gasfabrieken.);verlichting enz incl gemeentelijike gasfabrieken;;;;
7785;Fabricage van gas;fabricage van gas;A;21110;;
7786;Fabricage van gas;fabricage van gas;D;74925;;
7787;Gasfitters;gasfitters;D;87120;;
7788;Totaal voor XV;totaal voor xv;A;;;
7789;Totaal voor XV;totaal voor xv;B;;;
7790;Totaal voor XV;totaal voor xv;C;;;
7791;Totaal voor XV;totaal voor xv;D;;;
7792;Totaal voor groep XV;totaal voor groep xv;;;;
7793;Voedings- en genotmiddelen.;voedings en genotmiddelen;;;;
7794;Grutterijen, meelmolens, enz.;grutterijen meelmolens enz;;;;
7795;Molenaars ( meel-, rijst-,enz.;molenaars meel rijst enz;A;77120;;
7796;Molenaars ( meel-, rijst-,enz.;molenaars meel rijst enz;C;77120;;
7797;Molenaars ( meel-, rijst-,enz.;molenaars meel rijst enz;D;77120;;
7798;Bakkerijen ( brood-, banket-,suiker-, enz,);bakkerijen brood banket suiker enz;;;;
7799;Brood- en beschuitbakkers;brood en beschuitbakkers;A;77610;;
7800;Brood- en beschuitbakkers;brood en beschuitbakkers;B;77610;;
7801;Brood- en beschuitbakkers;brood en beschuitbakkers;D;77610;;
7802;Confiseurs;confiseurs;A;77660;;
7803;Confiseurs;confiseurs;D;77660;;
7804;Fabricage van brood en beschuit;fabricage van brood en beschuit;D;77610;;
7805;Koek- en banketbakkers;koek en banketbakkers;A;77630;;
7806;Koek- en banketbakkers;koek en banketbakkers;D;77630;;
7807;Cacao- en chocolade fabrieken;cacao en chocolade fabrieken;;;;
7808;Fabricage van cacao;fabricage van cacao;A;21110;;
7809;Fabricage van cacao;fabricage van cacao;C;77760;;
7810;Fabricage van cacao;fabricage van cacao;D;77760;;
7811;Vleeschbewerking.;vleeschbewerking;;;;
7812;Spekslagers;spekslagers;A;77390;;
7813;Vleeschhouwers;vleeschhouwers;A;77330;;
7814;Vleeschhouwers;vleeschhouwers;D;77330;;
7815;Boter- en kaasbereiding.;boter en kaasbereiding;;;;
7816;Fabricage van boter;fabricage van boter;A;21110;;
7817;Fabricage van boter;fabricage van boter;C;77530;;
7818;Fabricage van boter;fabricage van boter;D;77530;;
7819;Fabricage van boter en kaas;fabricage van boter en kaas;D;77510;;
7820;Jenever- en likeurstokerijen, enz.;jenever en likeurstokerijen enz;;;;
7821;Fabricage van gist;fabricage van gist;D;77840;;
7822;Brouwerij, azijnmakerij, enz.;brouwerij azijnmakerij enz;;;;
7823;Bierbrouwers;bierbrouwers;A;77810;;
7824;Bierbrouwers;bierbrouwers;D;77810;;
7825;Tabakbewerking;tabakbewerking;;;;
7826;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;A;21110;;
7827;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;D;78100;;
7828;Tabakskervers;tabakskervers;D;78155;;
7829;Totaal voor XVI;totaal voor xvi;A;;;
7830;Totaal voor XVI;totaal voor xvi;B;;;
7831;Totaal voor XVI;totaal voor xvi;C;;;
7832;Totaal voor XVI;totaal voor xvi;D;;;
7833;Totaal voor groep XVI;totaal voor groep xvi;;;;
7834;Landbouwbedrijven;landbouwbedrijven;;;;
7835;Land- of akkerbouw;land of akkerbouw;;;;
7836;Landbouwers;landbouwers;A;61220;;
7837;Landbouwers;landbouwers;D;61220;;
7838;Veeteelt ( incl. Alle dieren-, paardenfokkerij, vogelteelt. enz.);veeteelt incl alle dieren paardenfokkerij vogelteelt enz;;;;
7839;Veehouders ( melkboeren);veehouders melkboeren;A;61240;11;
7840;Veehouders ( melkboeren);veehouders melkboeren;D;61240;11;
7841;Tuinbouw, warmoezerij, ooft-en bloemkweekerij ( incl.bollencultuur.);tuinbouw warmoezerij ooften bloemkweekerij incl bollencultuur;;;;
7842;Bloemisten;bloemisten;A;41030;;
7843;Tuinlieden ( warmoeziers).;tuinlieden warmoeziers;A;61270;;
7844;Tuinlieden ( warmoeziers).;tuinlieden warmoeziers;B;61270;;
7845;Tuinlieden ( warmoeziers).;tuinlieden warmoeziers;C;61270;;
7846;Tuinlieden ( warmoeziers).;tuinlieden warmoeziers;D;61270;;
7847;Totaal voor XVII;totaal voor xvii;A;;;
7848;Totaal voor XVII;totaal voor xvii;B;;;
7849;Totaal voor XVII;totaal voor xvii;C;;;
7850;Totaal voor XVII;totaal voor xvii;D;;;
7851;Totaal voor groep XVII;totaal voor groep xvii;;;;
7852;Visscherij ( incl. Vischkweekerij) en jacht.;visscherij incl vischkweekerij en jacht;;;;
7853;Zeevisccherij;zeevisccherij;;;;
7854;Zeevisschers;zeevisschers;A;64120;;
7855;Zeevisschers;zeevisschers;D;64120;;
7856;Totaal voor XVIII;totaal voor xviii;A;;;
7857;Totaal voor XVIII;totaal voor xviii;B;;;
7858;Totaal voor XVIII;totaal voor xviii;C;;;
7859;Totaal voor XVIII;totaal voor xviii;D;;;
7860;Totaal voor groep XVIII;totaal voor groep xviii;;;;
7861;Warenhandel;warenhandel;;;;
7862;Handel in grondstoffen;handel in grondstoffen;;41020;;
7863;Arbeiders;arbeiders;D;99900;32;
7864;Kooplieden;kooplieden;A;41025;;
7865;Winkeliers;winkeliers;A;41030;11;
7866;Handel in voorwerpen van kleeding;handel in voorwerpen van kleeding;;41025;;
7867;Winkeliers;winkeliers;A;41030;11;
7868;Winkeliers;winkeliers;B;41030;11;
7869;Winkelbedienden;winkelbedienden;C;45130;33;
7870;Handel in voorwerpen van voeding en genot.;handel in voorwerpen van voeding en genot;;41025;;
7871;Arbeiders;arbeiders;C;99900;32;
7872;Arbeiders;arbeiders;D;99900;32;
7873;Broodventers;broodventers;D;45220;;
7874;Depôthouders;depôthouders;B;45130;11;
7875;Kooplieden;kooplieden;A;41025;;
7876;Winkeliers;winkeliers;A;41030;11;
7877;Winkeliers;winkeliers;B;41030;11;
7878;Winkelbedienden;winkelbedienden;C;45130;33;
7879;Handel in voorwerpen van woning.;handel in voorwerpen van woning;;44130;;
7880;Arbeiders;arbeiders;D;99900;32;
7881;Kooplieden;kooplieden;A;41025;;
7882;Winkeliers;winkeliers;A;41030;11;
7883;Handel in boek- en kunstwerken ( incl.dagbladen);handel in boek en kunstwerken incl dagbladen;;41030;;
7884;Winkelbedienden;winkelbedienden;C;45130;33;
7885;Handel in luxe artikelen;handel in luxe artikelen;;41025;;
7886;Kooplieden;kooplieden;A;41025;;
7887;Handel in levend vee en gevogelte;handel in levend vee en gevogelte;;41025;;
7888;Kooplieden;kooplieden;A;41025;;
7889;Handel in andere waren;handel in andere waren;;41025;;
7890;Kooplieden;kooplieden;A;41025;;
7891;Magazijn- en pakhuisknechts;magazijn en pakhuisknechts;D;97145;33;
7892;Water- en vuurverkoopers;water en vuurverkoopers;A;45220;;
7893;Winkeliers;winkeliers;A;41030;11;
7894;Totaal voor XIX;totaal voor xix;A;;;
7895;Totaal voor XIX;totaal voor xix;B;;;
7896;Totaal voor XIX;totaal voor xix;C;;;
7897;Totaal voor XIX;totaal voor xix;D;;;
7898;Totaal voor groep XIX;totaal voor groep xix;;;;
7899;Verkeerswezen;verkeerswezen;;;;
7900;Spoor en tram;spoor en tram;;;;
7901;Arbeiders;arbeiders;C;99900;32;
7902;Arbeiders;arbeiders;D;99900;32;
7903;Beambten;beambten;C;30000;;
7904;Beambten;beambten;D;30000;;
7905;Koetsiers;koetsiers;D;98620;;
7906;Andere vervoermiddelen te land.;andere vervoermiddelen te land;;;;
7907;Huurkoetsiers;huurkoetsiers;A;98620;;
7908;Huurkoetsiers;huurkoetsiers;D;98620;;
7909;Voerlieden;voerlieden;A;98500;;
7910;Zeevaart;zeevaart;;;;
7911;Commissarissen van stoombooten;commissarissen van stoombooten;B;31090;;
7912;Binnenscheepvaart.;binnenscheepvaart;;;;
7913;Brug- en sluiswachters;brug en sluiswachters;D;97355;;
7914;Schippers;schippers;A;04217;;
7915;Schippers;schippers;D;04217;;
7916;Schuitenjagers;schuitenjagers;D;98690;;
7917;Veerlieden;veerlieden;D;04220;;
7918;Posterij, telegraphie en telephonie.;posterij telegraphie en telephonie;;;;
7919;Brievenbestellers;brievenbestellers;D;37030;;
7920;Postambtenaren en beambten;postambtenaren en beambten;B;37000;;
7921;Postambtenaren en beambten;postambtenaren en beambten;C;37000;;
7922;Postambtenaren en beambten;postambtenaren en beambten;D;37000;;
7923;Telegraphieambtenaren en dienstverrichting;telegraphieambtenaren en dienstverrichting;C;38040;;
7924;Expeditie, vrachters, bestellers, sjouwerlieden, enz.;expeditie vrachters bestellers sjouwerlieden enz;;37040;;
7925;Bestelhuishouders en dienstverrichting;bestelhuishouders en dienstverrichting;D;21970;11;
7926;Loopknechts en pakkendragers;loopknechts en pakkendragers;D;37040;33;
7927;Sjouwerlieden;sjouwerlieden;D;97125;;
7928;Logement- en koffiehuishouderij, tapperij, enz.;logement en koffiehuishouderij tapperij enz;;;;
7929;Buffetchefs en juffrouwen;buffetchefs en juffrouwen;C;53250;31;
7930;Commensalenhouders;commensalenhouders;A;51090;11;
7931;Hôtel- en logementhouders;hôtel en logementhouders;A;51020;11;
7932;Koffiehuishouders;koffiehuishouders;A;51050;11;
7933;Kellners en kellnerinnen;kellners en kellnerinnen;D;53210;;
7934;Restaurateurs;restaurateurs;A;16160;;
7935;Tappers ( incl herbergiers);tappers incl herbergiers;A;51050;;
7936;Andere bedrijven;andere bedrijven;;;;
7937;Boden ( geen beambten in openbare dienst);boden geen beambten in openbare dienst;D;37040;;
7938;Totaal voor XX;totaal voor xx;A;;;
7939;Totaal voor XX;totaal voor xx;B;;;
7940;Totaal voor XX;totaal voor xx;C;;;
7941;Totaal voor XX;totaal voor xx;D;;;
7942;Totaal voor groep XX;totaal voor groep xx;;;;
7943;Crediet- en bankwezen.;crediet en bankwezen;;;;
7944;Bankiers;bankiers;A;21110;;
7945;Beleenbankhouders en personeel aan banken van leening ( ook gemeentelijke);beleenbankhouders en personeel aan banken van leening ook gemeentelijke;A;33140;;
7946;Totaal voor XXI;totaal voor xxi;A;;;
7947;Totaal voor XXI;totaal voor xxi;B;;;
7948;Totaal voor XXI;totaal voor xxi;C;;;
7949;Totaal voor XXI;totaal voor xxi;D;;;
7950;Totaal voor groep XXI;totaal voor groep xxi;;;;
7951;Verzekeringswezen.;verzekeringswezen;;;;
7952;Andere verzekeringen.;andere verzekeringen;;;;
7953;Makelaars;makelaars;B;44100;;
7954;Totaal voor XXII;totaal voor xxii;A;;;
7955;Totaal voor XXII;totaal voor xxii;B;;;
7956;Totaal voor XXII;totaal voor xxii;C;;;
7957;Totaal voor groep XXII;totaal voor groep xxii;;;;
7958;Tusschenhandel (Commissiehandel, kassierderij, makelaardij, enz.);tusschenhandel commissiehandel kassierderij makelaardij enz;;;;
7959;Andere waren.;andere waren;;;;
7960;Commissionnairs in effecten;commissionnairs in effecten;B;43230;;
7961;Totaal voor XXIII;totaal voor xxiii;A;;;
7962;Totaal voor XXIII;totaal voor xxiii;B;;;
7963;Totaal voor XXIII;totaal voor xxiii;C;;;
7964;Totaal voor groep XXIII;totaal voor groep xxiii;;;;
7965;Hulpbedrijven van den handel.;hulpbedrijven van den handel;;;;
7966;Voorwerpen van voeding en genot.;voorwerpen van voeding en genot;;;;
7967;Reizigers;reizigers;C;43220;;
