"sex","municipality","marital_status","occupation","position","population"
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-41025","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-41025","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-41030","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-98500","http://cedar.example.org/ns#job-D",16
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-98500","http://cedar.example.org/ns#job-B",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-99900","http://cedar.example.org/ns#job-D",16
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-61220","http://cedar.example.org/ns#job-D",2
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-79100","http://cedar.example.org/ns#job-D",11
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-79310","http://cedar.example.org/ns#job-D",1
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-41030","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-74990","http://cedar.example.org/ns#job-D",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-57030","http://cedar.example.org/ns#job-D",1
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-94220","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-41025","http://cedar.example.org/ns#job-A",3
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-41030","http://cedar.example.org/ns#job-A",2
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-94290","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-89120","http://cedar.example.org/ns#job-D",8
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-89300","http://cedar.example.org/ns#job-D",4
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-80200","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-V","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-78100","http://cedar.example.org/ns#job-D",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-99900","http://cedar.example.org/ns#job-D",2
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-98500","http://cedar.example.org/ns#job-D",3
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco--1","http://cedar.example.org/ns#job-A",6
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco--1","http://cedar.example.org/ns#job-D",6
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-83110","http://cedar.example.org/ns#job-D",6
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco--1","http://cedar.example.org/ns#job-A",3
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-83110","http://cedar.example.org/ns#job-A",3
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-Married","http://cedar.example.org/ns#hisco-95120","http://cedar.example.org/ns#job-A",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-81925","http://cedar.example.org/ns#job-D",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-80200","http://cedar.example.org/ns#job-C",1
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco--1","http://cedar.example.org/ns#job-D",18
"http://purl.org/linked-data/sdmx/2009/code#sex-M","http://cedar.example.org/ns#ac-10182","http://cedar.example.org/ns#marital-NotMarried","http://cedar.example.org/ns#hisco-80200","http://cedar.example.org/ns#job-D",18
