"sex","municipality","marital_status","occupation","position","population"
"sex-M","ac-10093","marital-Married","hisco-79100","job-D",1
"sex-M","ac-10093","marital-Married","hisco-79100","job-A",7
"sex-M","ac-10093","marital-Married","hisco-79310","job-A",1
"sex-M","ac-10093","marital-Married","hisco-93120","job-A",15
"sex-M","ac-10093","marital-Married","hisco-93120","job-D",31
"sex-M","ac-10093","marital-Married","hisco-21240","job-A",6
"sex-M","ac-10093","marital-NotMarried","hisco-55240","job-D",3
"sex-M","ac-10093","marital-Married","hisco--1","job-D",1
"sex-M","ac-10093","marital-Married","hisco-87330","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-81000","job-A",1
"sex-M","ac-10093","marital-Married","hisco-80200","job-D",5
"sex-M","ac-10093","marital-Married","hisco-80320","job-D",6
"sex-M","ac-10093","marital-Married","hisco-95910","job-A",2
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-D",35
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-88050","job-D",1
"sex-M","ac-10093","marital-Married","hisco-81990","job-A",3
"sex-M","ac-10093","marital-Married","hisco-81120","job-D",2
"sex-M","ac-10093","marital-Married","hisco-81120","job-D",16
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-D",17
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",8
"sex-M","ac-10093","marital-NotMarried","hisco-87330","job-D",8
"sex-M","ac-10093","marital-NotMarried","hisco-75000","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-95925","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",15
"sex-V","ac-10093","marital-NotMarried","hisco-56010","job-D",1
"sex-M","ac-10093","marital-Married","hisco-21240","job-A",1
"sex-M","ac-10093","marital-Married","hisco-93120","job-D",27
"sex-M","ac-10093","marital-NotMarried","hisco-81000","job-D",1
"sex-M","ac-10093","marital-Married","hisco-74470","job-D",2
"sex-M","ac-10093","marital-Married","hisco--1","job-A",1
"sex-M","ac-10093","marital-Married","hisco-88050","job-A",1
"sex-M","ac-10093","marital-Married","hisco-95120","job-D",1
"sex-M","ac-10093","marital-Married","hisco-79310","job-D",1
"sex-M","ac-10093","marital-Married","hisco-79100","job-A",9
"sex-V","ac-10093","marital-Married","hisco-79510","job-A",9
"sex-M","ac-10093","marital-Married","hisco--1","job-D",29
"sex-M","ac-10093","marital-Married","hisco-87330","job-D",29
"sex-M","ac-10093","marital-Married","hisco--1","job-D",5
"sex-M","ac-10093","marital-Married","hisco-80200","job-D",1
"sex-M","ac-10093","marital-Married","hisco-94290","job-A",1
"sex-M","ac-10093","marital-Married","hisco-94220","job-A",1
"sex-M","ac-10093","marital-Married","hisco-94220","job-B",1
"sex-M","ac-10093","marital-Married","hisco--1","job-D",3
"sex-M","ac-10093","marital-Married","hisco--1","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-D",12
"sex-M","ac-10093","marital-Married","hisco-81120","job-A",1
"sex-M","ac-10093","marital-Married","hisco-81990","job-A",1
"sex-M","ac-10093","marital-Married","hisco-81120","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-92625","job-D",9
"sex-M","ac-10093","marital-NotMarried","hisco-92625","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",1
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-A",3
"sex-M","ac-10093","marital-NotMarried","hisco-56010","job-D",6
"sex-M","ac-10093","marital-Married","hisco-80200","job-A",24
"sex-V","ac-10093","marital-Married","hisco-79510","job-A",1
"sex-V","ac-10093","marital-NotMarried","hisco-56010","job-D",3
"sex-V","ac-10093","marital-NotMarried","hisco-75635","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-A",1
"sex-M","ac-10093","marital-Married","hisco--1","job-D",2
"sex-M","ac-10093","marital-Married","hisco-87330","job-D",2
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-D",4
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-A",11
"sex-M","ac-10093","marital-NotMarried","hisco-55240","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco-99910","job-D",3
"sex-M","ac-10093","marital-Married","hisco-79100","job-D",4
"sex-M","ac-10093","marital-Married","hisco-79100","job-A",12
"sex-M","ac-10093","marital-Married","hisco-79930","job-A",1
"sex-M","ac-10093","marital-Married","hisco-81120","job-A",2
"sex-M","ac-10093","marital-Married","hisco-81000","job-D",1
"sex-M","ac-10093","marital-Married","hisco-81000","job-A",1
"sex-M","ac-10093","marital-Married","hisco-93120","job-A",5
"sex-M","ac-10093","marital-Married","hisco-93120","job-D",9
"sex-M","ac-10093","marital-Married","hisco-95910","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-56010","job-A",1
"sex-V","ac-10093","marital-NotMarried","hisco-79140","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-92625","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",18
"sex-M","ac-10093","marital-Married","hisco-94220","job-D",1
"sex-M","ac-10093","marital-Married","hisco--1","job-D",25
"sex-M","ac-10093","marital-NotMarried","hisco-79310","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-A",3
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",14
"sex-M","ac-10093","marital-Married","hisco-95410","job-D",3
"sex-M","ac-10093","marital-Married","hisco-95410","job-A",1
"sex-M","ac-10093","marital-Married","hisco-99910","job-D",1
"sex-V","ac-10093","marital-Married","hisco-79510","job-A",2
"sex-M","ac-10093","marital-Married","hisco-95120","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco-87330","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco-80320","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-A",6
"sex-M","ac-10093","marital-Married","hisco-80200","job-A",17
"sex-M","ac-10093","marital-Married","hisco-80200","job-A",9
"sex-M","ac-10093","marital-NotMarried","hisco-88050","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco-92625","job-D",5
"sex-M","ac-10093","marital-Married","hisco-21240","job-A",3
"sex-M","ac-10093","marital-Married","hisco-93120","job-A",9
"sex-M","ac-10093","marital-Married","hisco-93120","job-D",17
"sex-M","ac-10093","marital-Married","hisco-79100","job-D",18
"sex-V","ac-10093","marital-Married","hisco-79510","job-A",4
"sex-V","ac-10093","marital-Married","hisco-79510","job-D",1
"sex-M","ac-10093","marital-Married","hisco-74990","job-A",1
"sex-M","ac-10093","marital-Married","hisco-74230","job-D",2
"sex-M","ac-10093","marital-Married","hisco-74230","job-A",1
"sex-M","ac-10093","marital-Married","hisco-74990","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-94220","job-A",1
"sex-M","ac-10093","marital-Married","hisco--1","job-A",2
"sex-M","ac-10093","marital-Married","hisco--1","job-D",7
"sex-M","ac-10093","marital-Married","hisco-87330","job-D",7
"sex-M","ac-10093","marital-Married","hisco-75000","job-B",1
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-A",7
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-B",1
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco-87330","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco-71220","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-C",1
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-C",1
"sex-M","ac-10093","marital-NotMarried","hisco-95925","job-D",3
"sex-M","ac-10093","marital-Married","hisco-56010","job-D",3
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-A",1
"sex-M","ac-10093","marital-Married","hisco-95410","job-C",1
"sex-M","ac-10093","marital-Married","hisco-95410","job-B",1
"sex-M","ac-10093","marital-Married","hisco-95120","job-A",1
"sex-M","ac-10093","marital-Married","hisco-95120","job-D",6
"sex-M","ac-10093","marital-NotMarried","hisco-94990","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-A",1
"sex-M","ac-10093","marital-Married","hisco-92625","job-D",2
"sex-M","ac-10093","marital-Married","hisco-92625","job-A",2
"sex-V","ac-10093","marital-Married","hisco-79510","job-A",15
"sex-M","ac-10093","marital-Married","hisco-80200","job-A",2
"sex-M","ac-10093","marital-Married","hisco-75000","job-C",1
"sex-M","ac-10093","marital-Married","hisco-75000","job-D",1
"sex-M","ac-10093","marital-Married","hisco-97415","job-D",1
"sex-V","ac-10093","marital-Married","hisco-81120","job-A",1
"sex-M","ac-10093","marital-Married","hisco-80200","job-A",7
"sex-M","ac-10093","marital-Married","hisco-56010","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco-81990","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",5
"sex-M","ac-10093","marital-Married","hisco-81000","job-C",2
"sex-M","ac-10093","marital-Married","hisco-81000","job-D",3
"sex-M","ac-10093","marital-Married","hisco-94990","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-99910","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",14
"sex-M","ac-10093","marital-Married","hisco-74470","job-D",3
"sex-M","ac-10093","marital-Married","hisco-95120","job-D",19
"sex-M","ac-10093","marital-Married","hisco-95910","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-D",9
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-80320","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-56010","job-D",3
"sex-M","ac-10093","marital-Married","hisco-55240","job-A",1
"sex-M","ac-10093","marital-Married","hisco-95160","job-D",2
"sex-M","ac-10093","marital-Married","hisco-95120","job-B",1
"sex-M","ac-10093","marital-Married","hisco-74230","job-D",1
"sex-M","ac-10093","marital-Married","hisco-74230","job-C",1
"sex-M","ac-10093","marital-Married","hisco--1","job-A",3
"sex-V","ac-10093","marital-Married","hisco-79510","job-D",2
"sex-M","ac-10093","marital-Married","hisco-81120","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",6
"sex-M","ac-10093","marital-Married","hisco-79100","job-D",11
"sex-M","ac-10093","marital-Married","hisco-79100","job-A",13
"sex-V","ac-10093","marital-Married","hisco-51090","job-D",1
"sex-M","ac-10093","marital-Married","hisco-87330","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-D",9
"sex-M","ac-10093","marital-Married","hisco-81000","job-A",3
"sex-V","ac-10093","marital-NotMarried","hisco-56010","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-21240","job-A",1
"sex-V","ac-10093","marital-Married","hisco-56010","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-95925","job-D",6
"sex-V","ac-10093","marital-Married","hisco-94220","job-A",1
"sex-M","ac-10093","marital-Married","hisco-88050","job-D",1
"sex-M","ac-10093","marital-Married","hisco-71220","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",12
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-D",15
"sex-M","ac-10093","marital-NotMarried","hisco-74470","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-74990","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",6
"sex-M","ac-10093","marital-Married","hisco-92625","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",3
"sex-M","ac-10093","marital-Married","hisco-79390","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-94220","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-56010","job-D",2
"sex-M","ac-10093","marital-Married","hisco-93120","job-A",6
"sex-M","ac-10093","marital-Married","hisco-97415","job-D",2
"sex-M","ac-10093","marital-Married","hisco-95925","job-D",1
"sex-M","ac-10093","marital-Married","hisco-95925","job-A",2
"sex-M","ac-10093","marital-Married","hisco-95410","job-D",7
"sex-M","ac-10093","marital-Married","hisco-95410","job-A",5
"sex-M","ac-10093","marital-Married","hisco-82000","job-D",1
"sex-M","ac-10093","marital-Married","hisco-99910","job-D",2
"sex-M","ac-10093","marital-Married","hisco-56010","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-A",5
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco-94250","job-D",1
"sex-M","ac-10093","marital-Married","hisco-80320","job-A",2
"sex-M","ac-10093","marital-Married","hisco-95410","job-D",1
"sex-M","ac-10093","marital-Married","hisco--1","job-D",16
"sex-M","ac-10093","marital-Married","hisco-74470","job-A",2
"sex-M","ac-10093","marital-Married","hisco-75000","job-D",4
"sex-V","ac-10093","marital-Married","hisco-56090","job-A",5
"sex-M","ac-10093","marital-Married","hisco-75000","job-A",1
"sex-M","ac-10093","marital-Married","hisco-80320","job-D",1
"sex-M","ac-10093","marital-Married","hisco-92625","job-A",1
"sex-M","ac-10093","marital-Married","hisco-95160","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-74230","job-C",1
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-D",2
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-B",1
"sex-V","ac-10093","marital-NotMarried","hisco-75635","job-A",1
"sex-M","ac-10093","marital-Married","hisco-93120","job-A",3
"sex-M","ac-10093","marital-Married","hisco-93120","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",11
"sex-M","ac-10093","marital-Married","hisco-80200","job-A",28
"sex-M","ac-10093","marital-Married","hisco-56010","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-D",16
"sex-M","ac-10093","marital-NotMarried","hisco-81000","job-C",1
"sex-M","ac-10093","marital-NotMarried","hisco-94220","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-92625","job-D",3
"sex-M","ac-10093","marital-Married","hisco-73290","job-A",1
"sex-M","ac-10093","marital-Married","hisco-93120","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-A",5
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",61
"sex-M","ac-10093","marital-NotMarried","hisco-55240","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",10
"sex-M","ac-10093","marital-NotMarried","hisco-63110","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",9
"sex-M","ac-10093","marital-NotMarried","hisco-75000","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",2
"sex-M","ac-10093","marital-Married","hisco-79100","job-A",21
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",23
"sex-M","ac-10093","marital-Married","hisco-56010","job-A",3
"sex-M","ac-10093","marital-Married","hisco-95410","job-A",3
"sex-M","ac-10093","marital-Married","hisco-95410","job-D",9
"sex-V","ac-10093","marital-NotMarried","hisco-56010","job-D",2
"sex-M","ac-10093","marital-Married","hisco-95120","job-A",7
"sex-M","ac-10093","marital-Married","hisco-95120","job-D",41
"sex-V","ac-10093","marital-Married","hisco-93120","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco-95925","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",9
"sex-M","ac-10093","marital-Married","hisco-80200","job-A",6
"sex-M","ac-10093","marital-Married","hisco-74470","job-D",4
"sex-V","ac-10093","marital-Married","hisco-80200","job-A",1
"sex-M","ac-10093","marital-Married","hisco-81000","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-D",4
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-D",1
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-A",10
"sex-M","ac-10093","marital-Married","hisco-81120","job-A",3
"sex-M","ac-10093","marital-Married","hisco-81120","job-D",13
"sex-M","ac-10093","marital-NotMarried","hisco-87330","job-D",12
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",9
"sex-M","ac-10093","marital-Married","hisco-79390","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",8
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-71220","job-D",2
"sex-M","ac-10093","marital-Married","hisco-81000","job-C",1
"sex-M","ac-10093","marital-Married","hisco-81000","job-C",4
"sex-M","ac-10093","marital-Married","hisco-81000","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-74990","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-94250","job-D",2
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-A",24
"sex-V","ac-10093","marital-NotMarried","hisco-56010","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",15
"sex-M","ac-10093","marital-NotMarried","hisco-56010","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-80200","job-A",3
"sex-M","ac-10093","marital-NotMarried","hisco-95925","job-D",13
"sex-M","ac-10093","marital-Married","hisco-95410","job-A",10
"sex-M","ac-10093","marital-Married","hisco-99910","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco-94290","job-D",1
"sex-M","ac-10093","marital-Married","hisco-81120","job-A",6
"sex-M","ac-10093","marital-Married","hisco-95925","job-A",1
"sex-M","ac-10093","marital-Married","hisco-95410","job-D",23
"sex-M","ac-10093","marital-Married","hisco-95925","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-D",4
"sex-V","ac-10093","marital-Married","hisco-56010","job-A",3
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-C",3
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-A",6
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",15
"sex-V","ac-10093","marital-Married","hisco-94290","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-94290","job-D",2
"sex-V","ac-10093","marital-Married","hisco-95120","job-A",1
"sex-V","ac-10093","marital-NotMarried","hisco-56010","job-D",8
"sex-M","ac-10093","marital-Married","hisco-80320","job-D",2
"sex-M","ac-10093","marital-Married","hisco-80320","job-A",1
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-D",13
"sex-V","ac-10093","marital-NotMarried","hisco-79510","job-A",22
"sex-M","ac-10093","marital-Married","hisco-74470","job-D",1
"sex-M","ac-10093","marital-Married","hisco-95120","job-D",4
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-D",8
"sex-V","ac-10093","marital-Married","hisco-56010","job-A",4
"sex-V","ac-10093","marital-Married","hisco-75635","job-A",4
"sex-M","ac-10093","marital-Married","hisco-94220","job-A",2
"sex-M","ac-10093","marital-Married","hisco-94220","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",2
"sex-V","ac-10093","marital-Married","hisco--1","job-A",1
"sex-M","ac-10093","marital-Married","hisco-51090","job-C",2
"sex-M","ac-10093","marital-NotMarried","hisco-79390","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-A",2
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",8
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-95160","job-D",1
"sex-V","ac-10093","marital-Married","hisco-75635","job-A",1
"sex-V","ac-10093","marital-Married","hisco-56090","job-A",9
"sex-V","ac-10093","marital-Married","hisco-56010","job-A",8
"sex-M","ac-10093","marital-Married","hisco-93120","job-D",2
"sex-V","ac-10093","marital-NotMarried","hisco-79140","job-D",1
"sex-M","ac-10093","marital-Married","hisco-56010","job-C",1
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",29
"sex-M","ac-10093","marital-NotMarried","hisco-87330","job-D",29
"sex-V","ac-10093","marital-Married","hisco-56090","job-A",1
"sex-M","ac-10093","marital-Married","hisco-95410","job-A",23
"sex-M","ac-10093","marital-Married","hisco-80320","job-A",3
"sex-M","ac-10093","marital-Married","hisco-80200","job-D",3
"sex-M","ac-10093","marital-Married","hisco-71220","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",8
"sex-M","ac-10093","marital-Married","hisco-93120","job-D",1
"sex-M","ac-10093","marital-Married","hisco-56010","job-A",1
"sex-M","ac-10093","marital-Married","hisco-87330","job-A",1
"sex-M","ac-10093","marital-Married","hisco--1","job-D",24
"sex-M","ac-10093","marital-Married","hisco-87330","job-D",24
"sex-M","ac-10093","marital-Married","hisco-80320","job-D",7
"sex-M","ac-10093","marital-Married","hisco-99910","job-D",14
"sex-M","ac-10093","marital-Married","hisco-95925","job-A",6
"sex-M","ac-10093","marital-Married","hisco-95410","job-D",58
"sex-M","ac-10093","marital-Married","hisco-95925","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco-95910","job-D",1
"sex-M","ac-10093","marital-Married","hisco-94290","job-A",3
"sex-M","ac-10093","marital-Married","hisco-81000","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco-80320","job-D",2
"sex-M","ac-10093","marital-NotMarried","hisco-71220","job-D",6
"sex-M","ac-10093","marital-NotMarried","hisco-93120","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-C",2
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-D",1
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-D",6
"sex-M","ac-10093","marital-NotMarried","hisco--1","job-D",10
"sex-M","ac-10093","marital-NotMarried","hisco-79930","job-A",1
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-A",4
"sex-M","ac-10093","marital-NotMarried","hisco-79100","job-D",34
"sex-M","ac-10093","marital-Married","hisco-95925","job-D",6
"sex-M","ac-10093","marital-Married","hisco-95925","job-A",3
"sex-M","ac-10093","marital-Married","hisco-95410","job-D",46
"sex-M","ac-10093","marital-Married","hisco-95410","job-A",6
"sex-M","ac-10093","marital-Married","hisco-99910","job-D",5
"sex-V","ac-10093","marital-NotMarried","hisco-79140","job-D",5
"sex-M","ac-10093","marital-NotMarried","hisco-95925","job-B",1
"sex-M","ac-10093","marital-NotMarried","hisco-95925","job-D",7
"sex-M","ac-10093","marital-NotMarried","hisco-95410","job-A",4
"sex-M","ac-10093","marital-NotMarried","hisco-95120","job-D",3
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",21
"sex-M","ac-10093","marital-NotMarried","hisco-81120","job-D",2
"sex-M","ac-10093","marital-Married","hisco-71220","job-D",6
"sex-M","ac-10093","marital-Married","hisco-71220","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-95410","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-95120","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",60
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-B",10
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-64100","job-D",1
"sex-V","ac-10174","marital-Married","hisco-61220","job-A",13
"sex-M","ac-10174","marital-Married","hisco-95410","job-D",1
"sex-M","ac-10174","marital-Married","hisco-95410","job-D",2
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",135
"sex-V","ac-10174","marital-Married","hisco-41030","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco-83110","job-D",1
"sex-M","ac-10174","marital-Married","hisco-41030","job-A",2
"sex-M","ac-10174","marital-Married","hisco-41025","job-A",1
"sex-M","ac-10174","marital-Married","hisco-41030","job-A",4
"sex-V","ac-10174","marital-NotMarried","hisco-79510","job-D",1
"sex-V","ac-10174","marital-NotMarried","hisco-79510","job-A",4
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-B",1
"sex-M","ac-10174","marital-Married","hisco-61220","job-D",2
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",2
"sex-M","ac-10174","marital-Married","hisco-80200","job-A",7
"sex-V","ac-10174","marital-NotMarried","hisco-79510","job-A",3
"sex-V","ac-10174","marital-Married","hisco-61220","job-D",2
"sex-M","ac-10174","marital-Married","hisco-04217","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-B",10
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-A",15
"sex-M","ac-10174","marital-Married","hisco--1","job-A",2
"sex-M","ac-10174","marital-Married","hisco-83110","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",4
"sex-M","ac-10174","marital-Married","hisco-04217","job-D",3
"sex-M","ac-10174","marital-Married","hisco-98690","job-D",2
"sex-M","ac-10174","marital-Married","hisco-04217","job-A",10
"sex-M","ac-10174","marital-Married","hisco-95410","job-A",3
"sex-M","ac-10174","marital-Married","hisco-95120","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-95410","job-A",4
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",34
"sex-M","ac-10174","marital-Married","hisco-79100","job-A",3
"sex-V","ac-10174","marital-Married","hisco-61220","job-A",2
"sex-V","ac-10174","marital-Married","hisco-61220","job-D",4
"sex-M","ac-10174","marital-Married","hisco-95410","job-A",6
"sex-M","ac-10174","marital-NotMarried","hisco-62970","job-D",3
"sex-M","ac-10174","marital-Married","hisco-80200","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco-77530","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco-41025","job-A",1
"sex-V","ac-10174","marital-NotMarried","hisco-62410","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-41030","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco-62970","job-D",4
"sex-V","ac-10174","marital-NotMarried","hisco-61220","job-D",1
"sex-V","ac-10174","marital-Married","hisco-61220","job-D",1
"sex-V","ac-10174","marital-Married","hisco-79510","job-A",1
"sex-V","ac-10174","marital-Married","hisco-79510","job-A",3
"sex-M","ac-10174","marital-NotMarried","hisco-62970","job-D",1
"sex-V","ac-10174","marital-Married","hisco-61220","job-A",8
"sex-M","ac-10174","marital-NotMarried","hisco-62970","job-D",5
"sex-M","ac-10174","marital-Married","hisco-04217","job-A",1
"sex-M","ac-10174","marital-Married","hisco--1","job-A",1
"sex-M","ac-10174","marital-Married","hisco-83110","job-A",1
"sex-M","ac-10174","marital-Married","hisco-77510","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-80200","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-79100","job-D",1
"sex-M","ac-10174","marital-Married","hisco-99900","job-D",1
"sex-M","ac-10174","marital-Married","hisco-75000","job-A",1
"sex-M","ac-10174","marital-Married","hisco-41030","job-A",3
"sex-M","ac-10174","marital-NotMarried","hisco-93120","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-C",1
"sex-M","ac-10174","marital-NotMarried","hisco-95410","job-D",3
