"sex","municipality","marital_status","occupation","position","population"
"sex-M","ac-10253","marital-Married","hisco-73400","job-D",2
"sex-V","ac-10253","marital-Married","hisco-79510","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-73400","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-41025","job-A",3
"sex-M","ac-10253","marital-NotMarried","hisco-41030","job-A",4
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-C",2
"sex-M","ac-10253","marital-NotMarried","hisco-94100","job-D",1
"sex-M","ac-10253","marital-Married","hisco-78100","job-D",27
"sex-M","ac-10253","marital-Married","hisco-41030","job-A",3
"sex-V","ac-10253","marital-Married","hisco-56010","job-D",2
"sex-V","ac-10253","marital-Married","hisco-56010","job-A",7
"sex-V","ac-10253","marital-Married","hisco-56090","job-A",3
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-D",4
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",32
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-D",32
"sex-M","ac-10253","marital-Married","hisco-41030","job-A",12
"sex-M","ac-10253","marital-Married","hisco-41025","job-B",2
"sex-M","ac-10253","marital-NotMarried","hisco-51020","job-B",1
"sex-V","ac-10253","marital-NotMarried","hisco--1","job-D",2
"sex-V","ac-10253","marital-NotMarried","hisco-72000","job-D",2
"sex-V","ac-10253","marital-NotMarried","hisco-61220","job-D",2
"sex-M","ac-10253","marital-Married","hisco-41025","job-A",9
"sex-M","ac-10253","marital-NotMarried","hisco-95440","job-D",1
"sex-V","ac-10253","marital-Married","hisco-61220","job-A",19
"sex-M","ac-10253","marital-Married","hisco-75710","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-75000","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-94220","job-D",1
"sex-M","ac-10253","marital-Married","hisco--1","job-A",3
"sex-M","ac-10253","marital-NotMarried","hisco-41025","job-A",6
"sex-M","ac-10253","marital-Married","hisco-98500","job-A",4
"sex-M","ac-10253","marital-Married","hisco-94290","job-D",3
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-A",13
"sex-V","ac-10253","marital-Married","hisco-61220","job-A",14
"sex-M","ac-10253","marital-Married","hisco--1","job-A",5
"sex-V","ac-10253","marital-NotMarried","hisco-56010","job-A",1
"sex-M","ac-10253","marital-Married","hisco-72000","job-D",1
"sex-V","ac-10253","marital-Married","hisco-41030","job-A",8
"sex-M","ac-10253","marital-NotMarried","hisco-81925","job-A",1
"sex-M","ac-10253","marital-Married","hisco-64100","job-A",2
"sex-V","ac-10253","marital-Married","hisco-78100","job-D",3
"sex-M","ac-10253","marital-NotMarried","hisco-97145","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-80320","job-D",2
"sex-M","ac-10253","marital-Married","hisco-95120","job-A",5
"sex-M","ac-10253","marital-Married","hisco-75000","job-D",1
"sex-V","ac-10253","marital-Married","hisco-04217","job-A",1
"sex-M","ac-10253","marital-Married","hisco-81990","job-D",1
"sex-M","ac-10253","marital-Married","hisco-80200","job-D",2
"sex-M","ac-10253","marital-Married","hisco-80200","job-A",14
"sex-M","ac-10253","marital-Married","hisco-78100","job-D",48
"sex-M","ac-10253","marital-Married","hisco-78100","job-C",2
"sex-M","ac-10253","marital-Married","hisco-78100","job-A",5
"sex-V","ac-10253","marital-NotMarried","hisco-41030","job-A",2
"sex-M","ac-10253","marital-Married","hisco-33140","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",17
"sex-M","ac-10253","marital-Married","hisco-56090","job-A",1
"sex-M","ac-10253","marital-Married","hisco--1","job-D",11
"sex-M","ac-10253","marital-Married","hisco-83110","job-D",11
"sex-M","ac-10253","marital-Married","hisco-95440","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",7
"sex-M","ac-10253","marital-Married","hisco-79100","job-A",9
"sex-V","ac-10253","marital-Married","hisco-79510","job-A",13
"sex-M","ac-10253","marital-Married","hisco-64100","job-D",11
"sex-M","ac-10253","marital-Married","hisco-64100","job-A",20
"sex-M","ac-10253","marital-NotMarried","hisco-94220","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-92625","job-A",1
"sex-M","ac-10253","marital-Married","hisco-79100","job-D",3
"sex-M","ac-10253","marital-Married","hisco-74925","job-D",1
"sex-M","ac-10253","marital-Married","hisco--1","job-D",26
"sex-V","ac-10253","marital-Married","hisco-51020","job-A",2
"sex-M","ac-10253","marital-NotMarried","hisco-81990","job-D",1
"sex-M","ac-10253","marital-Married","hisco-95160","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-73490","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-73400","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-73400","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-80200","job-D",9
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-D",64
"sex-M","ac-10253","marital-Married","hisco-74925","job-B",1
"sex-M","ac-10253","marital-Married","hisco-80200","job-A",8
"sex-M","ac-10253","marital-Married","hisco-44320","job-C",1
"sex-M","ac-10253","marital-NotMarried","hisco-78100","job-D",2
"sex-M","ac-10253","marital-Married","hisco-95160","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-41025","job-A",4
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",38
"sex-M","ac-10253","marital-Married","hisco-72890","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-78100","job-D",9
"sex-M","ac-10253","marital-Married","hisco-64100","job-D",5
"sex-M","ac-10253","marital-Married","hisco-64960","job-D",1
"sex-V","ac-10253","marital-Married","hisco--1","job-A",1
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-A",10
"sex-M","ac-10253","marital-Married","hisco-78100","job-D",10
"sex-M","ac-10253","marital-NotMarried","hisco-93120","job-D",19
"sex-M","ac-10253","marital-NotMarried","hisco-82000","job-D",1
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-51020","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-72890","job-D",3
"sex-V","ac-10253","marital-NotMarried","hisco-61220","job-D",5
"sex-V","ac-10253","marital-NotMarried","hisco-61220","job-A",1
"sex-V","ac-10253","marital-NotMarried","hisco-61220","job-D",14
"sex-M","ac-10253","marital-NotMarried","hisco-38040","job-C",1
"sex-V","ac-10253","marital-Married","hisco-56010","job-D",1
"sex-V","ac-10253","marital-NotMarried","hisco-61220","job-D",4
"sex-M","ac-10253","marital-NotMarried","hisco-84100","job-C",1
"sex-M","ac-10253","marital-NotMarried","hisco-75710","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",9
"sex-M","ac-10253","marital-NotMarried","hisco-80200","job-D",2
"sex-M","ac-10253","marital-Married","hisco-97125","job-D",23
"sex-M","ac-10253","marital-Married","hisco-04217","job-A",9
"sex-M","ac-10253","marital-NotMarried","hisco-79100","job-D",6
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",34
"sex-V","ac-10253","marital-Married","hisco-41025","job-A",3
"sex-M","ac-10253","marital-Married","hisco-56010","job-D",4
"sex-M","ac-10253","marital-Married","hisco-04217","job-A",24
"sex-M","ac-10253","marital-Married","hisco-04217","job-D",8
"sex-M","ac-10253","marital-NotMarried","hisco-61270","job-D",1
"sex-M","ac-10253","marital-Married","hisco-61220","job-D",113
"sex-M","ac-10253","marital-Married","hisco-61220","job-A",40
"sex-M","ac-10253","marital-Married","hisco-61220","job-C",1
"sex-M","ac-10253","marital-Married","hisco-78100","job-C",7
"sex-V","ac-10253","marital-Married","hisco-56010","job-A",1
"sex-M","ac-10253","marital-Married","hisco-71220","job-A",1
"sex-M","ac-10253","marital-Married","hisco-61220","job-D",2
"sex-M","ac-10253","marital-Married","hisco-61220","job-A",1
"sex-V","ac-10253","marital-Married","hisco-83110","job-A",1
"sex-V","ac-10253","marital-Married","hisco-41025","job-A",5
"sex-V","ac-10253","marital-Married","hisco-41030","job-A",9
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",51
"sex-M","ac-10253","marital-NotMarried","hisco-78100","job-D",51
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-C",7
"sex-M","ac-10253","marital-Married","hisco-61220","job-D",58
"sex-M","ac-10253","marital-Married","hisco-61220","job-A",18
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",12
"sex-M","ac-10253","marital-NotMarried","hisco-93120","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-95410","job-D",9
"sex-M","ac-10253","marital-NotMarried","hisco-95410","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-95120","job-D",5
"sex-M","ac-10253","marital-NotMarried","hisco-93120","job-A",4
"sex-M","ac-10253","marital-NotMarried","hisco-79100","job-A",3
"sex-M","ac-10253","marital-Married","hisco-74220","job-A",1
"sex-V","ac-10253","marital-Married","hisco-78100","job-D",1
"sex-V","ac-10253","marital-Married","hisco-75710","job-A",1
"sex-M","ac-10253","marital-Married","hisco--1","job-D",7
"sex-M","ac-10253","marital-Married","hisco-72420","job-D",7
"sex-M","ac-10253","marital-Married","hisco--1","job-A",14
"sex-M","ac-10253","marital-Married","hisco-97145","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-93120","job-D",8
"sex-M","ac-10253","marital-NotMarried","hisco-78100","job-A",4
"sex-M","ac-10253","marital-NotMarried","hisco-83110","job-D",7
"sex-M","ac-10253","marital-Married","hisco-81120","job-D",1
"sex-V","ac-10253","marital-NotMarried","hisco-33140","job-D",1
"sex-V","ac-10253","marital-Married","hisco-75635","job-A",2
"sex-V","ac-10253","marital-Married","hisco-56010","job-D",5
"sex-V","ac-10253","marital-Married","hisco-56010","job-A",3
"sex-M","ac-10253","marital-Married","hisco-93120","job-D",4
"sex-M","ac-10253","marital-Married","hisco-78100","job-A",15
"sex-M","ac-10253","marital-Married","hisco-78100","job-D",149
"sex-M","ac-10253","marital-NotMarried","hisco-80200","job-D",15
"sex-M","ac-10253","marital-Married","hisco-38040","job-B",1
"sex-M","ac-10253","marital-Married","hisco-04230","job-C",1
"sex-M","ac-10253","marital-Married","hisco-80200","job-A",12
"sex-M","ac-10253","marital-Married","hisco-80200","job-D",4
"sex-M","ac-10253","marital-NotMarried","hisco-93120","job-D",7
"sex-M","ac-10253","marital-Married","hisco-84100","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-95410","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-93120","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-97125","job-D",2
"sex-M","ac-10253","marital-Married","hisco-95410","job-D",3
"sex-M","ac-10253","marital-Married","hisco-95925","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-64100","job-D",2
"sex-V","ac-10546","marital-Married","hisco-75635","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-04217","job-D",4
"sex-M","ac-10546","marital-NotMarried","hisco-98690","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-75100","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-75000","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-79100","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-78100","job-A",1
"sex-M","ac-10546","marital-Married","hisco-95410","job-A",3
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",2
"sex-V","ac-10546","marital-NotMarried","hisco-79510","job-A",1
"sex-V","ac-10546","marital-NotMarried","hisco-75100","job-D",25
"sex-M","ac-10546","marital-Married","hisco-56010","job-D",1
"sex-V","ac-10546","marital-NotMarried","hisco-79510","job-D",3
"sex-V","ac-10546","marital-NotMarried","hisco-79510","job-A",2
"sex-M","ac-10546","marital-Married","hisco-61220","job-A",13
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",8
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-77120","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-41025","job-A",1
"sex-M","ac-10546","marital-Married","hisco--1","job-A",1
"sex-M","ac-10546","marital-Married","hisco-83110","job-A",1
"sex-M","ac-10546","marital-Married","hisco-41030","job-A",1
"sex-M","ac-10546","marital-Married","hisco-56090","job-A",1
"sex-M","ac-10546","marital-Married","hisco-79100","job-A",1
"sex-M","ac-10546","marital-Married","hisco-79100","job-D",1
"sex-M","ac-10546","marital-Married","hisco-80200","job-A",2
"sex-M","ac-10546","marital-Married","hisco-61220","job-A",1
"sex-V","ac-10546","marital-Married","hisco-56010","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-A",6
"sex-M","ac-10546","marital-Married","hisco-41030","job-A",2
"sex-M","ac-10546","marital-Married","hisco-41025","job-A",1
"sex-M","ac-10546","marital-Married","hisco-61220","job-A",59
"sex-M","ac-10546","marital-Married","hisco-61220","job-D",4
"sex-M","ac-10546","marital-NotMarried","hisco-83990","job-D",2
"sex-M","ac-10546","marital-NotMarried","hisco-88050","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-99900","job-D",1
"sex-M","ac-10546","marital-Married","hisco-04217","job-B",1
"sex-M","ac-10546","marital-Married","hisco-04217","job-A",8
"sex-V","ac-10546","marital-Married","hisco-41030","job-A",3
"sex-M","ac-10546","marital-NotMarried","hisco-94290","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-80200","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-56010","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-62970","job-D",1
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",5
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-64100","job-A",2
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",3
"sex-V","ac-10546","marital-NotMarried","hisco-75100","job-D",7
"sex-M","ac-10546","marital-NotMarried","hisco-62410","job-D",2
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",39
"sex-M","ac-10546","marital-Married","hisco-61220","job-D",3
"sex-V","ac-10546","marital-NotMarried","hisco-45220","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-04217","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",6
"sex-M","ac-10546","marital-NotMarried","hisco-94290","job-D",6
"sex-M","ac-10546","marital-NotMarried","hisco-94240","job-D",1
"sex-V","ac-10546","marital-Married","hisco-61220","job-A",4
"sex-V","ac-10546","marital-Married","hisco-61250","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-79100","job-D",1
"sex-M","ac-10546","marital-Married","hisco-41025","job-A",5
"sex-M","ac-10546","marital-Married","hisco-41030","job-A",6
"sex-V","ac-10546","marital-Married","hisco-61250","job-A",3
"sex-V","ac-10546","marital-Married","hisco-61220","job-D",2
"sex-V","ac-10546","marital-Married","hisco-61220","job-A",3
"sex-M","ac-10546","marital-NotMarried","hisco-95910","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-95410","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-95410","job-D",9
"sex-M","ac-10546","marital-NotMarried","hisco-81990","job-D",11
"sex-M","ac-10546","marital-NotMarried","hisco-81990","job-A",18
"sex-M","ac-10546","marital-Married","hisco-75000","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-81120","job-D",4
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",9
"sex-M","ac-10546","marital-Married","hisco-77120","job-A",1
"sex-M","ac-10546","marital-Married","hisco-75100","job-D",5
"sex-M","ac-10546","marital-Married","hisco-75710","job-A",2
"sex-M","ac-10546","marital-Married","hisco-75710","job-D",2
"sex-V","ac-10546","marital-Married","hisco-79510","job-A",1
"sex-M","ac-10546","marital-Married","hisco-95120","job-D",2
"sex-M","ac-10546","marital-Married","hisco-95410","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",3
"sex-M","ac-10546","marital-NotMarried","hisco-81990","job-D",1
"sex-M","ac-10546","marital-Married","hisco-97145","job-D",4
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",104
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-A",17
"sex-M","ac-10546","marital-NotMarried","hisco-97125","job-D",2
"sex-M","ac-10546","marital-Married","hisco-93120","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-93120","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-95160","job-D",2
"sex-M","ac-10546","marital-Married","hisco-94240","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",2
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-75710","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",41
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-A",7
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",41
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-A",7
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",2
"sex-V","ac-10546","marital-Married","hisco-61220","job-A",14
"sex-M","ac-10546","marital-Married","hisco-79100","job-A",2
"sex-M","ac-10546","marital-Married","hisco-04217","job-A",2
"sex-M","ac-10546","marital-Married","hisco-80200","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-80200","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",10
"sex-M","ac-10546","marital-Married","hisco-77120","job-A",2
"sex-M","ac-10546","marital-Married","hisco-61270","job-C",1
"sex-M","ac-10546","marital-NotMarried","hisco-77610","job-D",4
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-C",1
"sex-M","ac-10546","marital-Married","hisco-61220","job-B",1
"sex-M","ac-10546","marital-Married","hisco--1","job-A",2
"sex-V","ac-10546","marital-Married","hisco-51020","job-A",1
"sex-M","ac-10546","marital-Married","hisco-04217","job-A",11
"sex-M","ac-10546","marital-Married","hisco-98500","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-95120","job-D",1
"sex-M","ac-10546","marital-Married","hisco-56090","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-99910","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-95410","job-D",2
"sex-M","ac-10546","marital-NotMarried","hisco-93120","job-D",4
"sex-M","ac-10546","marital-NotMarried","hisco-83110","job-D",2
"sex-M","ac-10546","marital-Married","hisco-77610","job-D",1
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",20
"sex-M","ac-10546","marital-Married","hisco-61270","job-A",1
"sex-M","ac-10546","marital-Married","hisco-74220","job-D",1
"sex-M","ac-10546","marital-Married","hisco-94240","job-A",1
"sex-M","ac-10546","marital-Married","hisco--1","job-A",3
"sex-M","ac-10546","marital-Married","hisco-83110","job-A",3
"sex-V","ac-10546","marital-Married","hisco-41030","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-61270","job-D",1
"sex-M","ac-10546","marital-Married","hisco-64100","job-A",5
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",8
"sex-V","ac-10546","marital-Married","hisco-99900","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-A",3
"sex-M","ac-10546","marital-NotMarried","hisco-80200","job-A",3
"sex-M","ac-10546","marital-Married","hisco-80200","job-D",1
"sex-M","ac-10546","marital-Married","hisco-64100","job-A",1
"sex-M","ac-10546","marital-Married","hisco-94220","job-D",2
"sex-M","ac-10546","marital-Married","hisco-77120","job-C",1
"sex-M","ac-10546","marital-NotMarried","hisco-97145","job-D",1
"sex-V","ac-10546","marital-NotMarried","hisco-75100","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-B",1
"sex-M","ac-10546","marital-NotMarried","hisco-41030","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",10
"sex-M","ac-10546","marital-NotMarried","hisco-94220","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-77120","job-A",1
"sex-M","ac-10546","marital-Married","hisco-78100","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",7
"sex-M","ac-10546","marital-NotMarried","hisco-75100","job-D",39
"sex-M","ac-10546","marital-Married","hisco-81120","job-A",3
"sex-V","ac-10546","marital-Married","hisco-77530","job-D",1
"sex-M","ac-10546","marital-Married","hisco-61270","job-D",1
"sex-V","ac-10546","marital-NotMarried","hisco-79510","job-D",2
"sex-M","ac-10546","marital-Married","hisco-61220","job-D",8
"sex-M","ac-10546","marital-Married","hisco-61220","job-A",15
"sex-M","ac-10546","marital-NotMarried","hisco-04217","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",8
"sex-M","ac-10546","marital-NotMarried","hisco-80200","job-D",2
"sex-M","ac-10546","marital-Married","hisco-81990","job-A",1
"sex-M","ac-10546","marital-Married","hisco-93120","job-D",6
"sex-V","ac-10546","marital-Married","hisco-77760","job-A",1
"sex-V","ac-10546","marital-Married","hisco-79510","job-D",2
"sex-V","ac-10546","marital-Married","hisco-61220","job-A",17
"sex-V","ac-10546","marital-Married","hisco-61220","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-A",4
"sex-M","ac-10546","marital-NotMarried","hisco-64100","job-A",4
"sex-M","ac-10546","marital-NotMarried","hisco-75100","job-D",12
"sex-M","ac-10546","marital-Married","hisco-77660","job-A",2
"sex-M","ac-10546","marital-Married","hisco-77610","job-A",5
"sex-V","ac-10546","marital-Married","hisco-79100","job-A",1
"sex-V","ac-10546","marital-Married","hisco-41030","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",15
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",17
"sex-M","ac-10546","marital-Married","hisco-64100","job-A",2
"sex-M","ac-10546","marital-NotMarried","hisco-75100","job-D",2
"sex-V","ac-10546","marital-Married","hisco-77120","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-A",3
"sex-M","ac-10546","marital-NotMarried","hisco-74925","job-D",1
"sex-M","ac-10546","marital-Married","hisco-93120","job-D",1
"sex-M","ac-10546","marital-Married","hisco-51020","job-A",3
"sex-M","ac-10546","marital-Married","hisco-97125","job-D",3
"sex-M","ac-10546","marital-Married","hisco-61220","job-D",5
"sex-M","ac-10546","marital-Married","hisco-61220","job-A",7
"sex-M","ac-10546","marital-Married","hisco-62410","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-80200","job-D",3
"sex-V","ac-10546","marital-Married","hisco-61220","job-D",8
"sex-M","ac-10546","marital-Married","hisco-77120","job-D",1
"sex-M","ac-10546","marital-Married","hisco-94220","job-A",1
"sex-V","ac-10546","marital-Married","hisco-51050","job-A",1
"sex-M","ac-10546","marital-Married","hisco-98500","job-A",3
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",7
"sex-V","ac-10546","marital-NotMarried","hisco-62410","job-D",1
"sex-M","ac-10546","marital-Married","hisco-61220","job-D",6
"sex-M","ac-10546","marital-Married","hisco-62410","job-A",2
"sex-M","ac-10546","marital-Married","hisco--1","job-D",1
"sex-M","ac-10546","marital-Married","hisco-83110","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-77610","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-83110","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-A",2
"sex-V","ac-10546","marital-Married","hisco--1","job-A",1
"sex-V","ac-10546","marital-Married","hisco-83110","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",78
"sex-V","ac-10546","marital-Married","hisco-56010","job-C",1
"sex-M","ac-10546","marital-Married","hisco-81925","job-A",1
"sex-M","ac-10546","marital-Married","hisco-95410","job-A",7
"sex-M","ac-10546","marital-Married","hisco-99900","job-D",2
"sex-M","ac-10546","marital-Married","hisco-95410","job-A",8
"sex-M","ac-10546","marital-Married","hisco-95410","job-D",1
"sex-M","ac-10546","marital-Married","hisco-95120","job-A",4
"sex-M","ac-10546","marital-Married","hisco-79100","job-A",3
"sex-M","ac-10546","marital-Married","hisco-75100","job-A",3
"sex-M","ac-10546","marital-Married","hisco-75100","job-C",1
"sex-M","ac-10546","marital-Married","hisco-75100","job-D",13
"sex-V","ac-10546","marital-Married","hisco-61220","job-A",5
"sex-V","ac-10546","marital-NotMarried","hisco-41030","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",26
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-A",31
"sex-M","ac-10546","marital-NotMarried","hisco-97125","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-93120","job-A",2
"sex-V","ac-10546","marital-NotMarried","hisco-41025","job-A",1
"sex-M","ac-10546","marital-Married","hisco-94240","job-D",2
"sex-V","ac-10546","marital-Married","hisco-77920","job-B",1
"sex-M","ac-10546","marital-Married","hisco-21240","job-A",1
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",50
"sex-M","ac-10546","marital-Married","hisco-41025","job-A",2
"sex-M","ac-10546","marital-Married","hisco-41025","job-B",1
"sex-M","ac-10546","marital-Married","hisco-94290","job-A",2
"sex-M","ac-10546","marital-Married","hisco-64100","job-A",4
"sex-M","ac-10546","marital-Married","hisco--1","job-D",4
"sex-M","ac-10546","marital-Married","hisco-83990","job-D",4
"sex-V","ac-10546","marital-NotMarried","hisco-75100","job-D",5
"sex-M","ac-10546","marital-NotMarried","hisco-62970","job-D",2
"sex-V","ac-10546","marital-Married","hisco-75100","job-D",2
"sex-M","ac-10546","marital-Married","hisco-61220","job-D",1
"sex-M","ac-10546","marital-Married","hisco-75710","job-D",3
"sex-M","ac-10546","marital-Married","hisco-77120","job-B",1
"sex-M","ac-10546","marital-Married","hisco-77760","job-A",1
"sex-V","ac-10546","marital-NotMarried","hisco-56010","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-75100","job-D",8
"sex-M","ac-10546","marital-NotMarried","hisco--1","job-D",56
"sex-M","ac-10546","marital-NotMarried","hisco-61220","job-D",56
"sex-M","ac-10546","marital-Married","hisco-61220","job-A",9
"sex-M","ac-10546","marital-NotMarried","hisco-64960","job-A",1
"sex-V","ac-10546","marital-Married","hisco-56010","job-A",1
"sex-M","ac-10546","marital-Married","hisco-80200","job-A",4
"sex-M","ac-10546","marital-NotMarried","hisco-81990","job-A",6
"sex-M","ac-10546","marital-NotMarried","hisco-81990","job-D",4
"sex-V","ac-10546","marital-Married","hisco-41025","job-A",1
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",28
"sex-M","ac-10546","marital-NotMarried","hisco-04217","job-A",1
"sex-M","ac-10546","marital-NotMarried","hisco-79310","job-D",1
"sex-M","ac-10546","marital-NotMarried","hisco-79100","job-D",4
"sex-M","ac-10546","marital-NotMarried","hisco-04217","job-D",6
"sex-M","ac-10546","marital-NotMarried","hisco-83110","job-D",3
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-D",3
"sex-V","ac-10546","marital-NotMarried","hisco-61220","job-A",4
"sex-M","ac-10546","marital-Married","hisco-95120","job-A",1
"sex-M","ac-10546","marital-Married","hisco-95410","job-A",5
"sex-M","ac-10546","marital-Married","hisco--1","job-A",5
"sex-M","ac-10546","marital-Married","hisco-83110","job-A",5
"sex-M","ac-10546","marital-Married","hisco-41025","job-A",3
"sex-M","ac-10546","marital-Married","hisco-97125","job-D",2
"sex-M","ac-10546","marital-Married","hisco-51020","job-A",1
"sex-V","ac-10546","marital-Married","hisco-79510","job-A",4
"sex-M","ac-10546","marital-NotMarried","hisco-75100","job-A",1
