http://dbpedia.org/ontology/Company,2,2,2,2,1,13,34716,34716,39198,39198,39198,17358,17358,19599,19599,19599,1
http://dbpedia.org/ontology/Politician,12,12,12,12,1,23,20693,20693,34762,34762,34762,1724,1724,2896,2896,2896,0
http://dbpedia.org/ontology/MeanOfTransportation,8,8,8,8,1,30,35473,35473,70946,70946,70946,4434,4434,8868,8868,8868,0
http://dbpedia.org/ontology/Event,8,14,14,14,1,30,16477,16477,32954,36010,36010,2059,2059,2353,2572,2572,1
http://dbpedia.org/ontology/GridironFootballPlayer,2,2,2,2,1,18,16119,16119,25744,25744,25744,8059,8059,12872,12872,12872,0
http://dbpedia.org/ontology/Athlete,18,20,20,20,1,23,133156,133156,266312,275937,275937,7397,7397,13315,13796,13796,1
http://dbpedia.org/ontology/FictionalCharacter,1,1,1,1,1,23,9329,9329,14551,14551,14551,9329,9329,14551,14551,14551,0
http://dbpedia.org/ontology/Building,13,13,13,13,1,18,33706,33706,64482,64482,64482,2592,2592,4960,4960,4960,0
http://dbpedia.org/ontology/Animal,9,9,9,9,1,3,116528,116528,228722,228722,228722,12947,12947,25413,25413,25413,0
http://dbpedia.org/ontology/Eukaryote,3,21,22,22,1,3,165872,165872,331203,454931,455235,55290,55290,15771,20678,20692,0
http://dbpedia.org/ontology/EducationalInstitution,3,3,3,3,1,13,34371,34371,68742,68742,68742,11457,11457,22914,22914,22914,1
http://dbpedia.org/ontology/Activity,2,2,2,2,1,30,1297,1297,2594,2594,2594,648,648,1297,1297,1297,0
http://dbpedia.org/ontology/Place,18,39,44,44,1,30,462349,462349,924129,1323601,1465362,25686,25686,23695,30081,33303,1
http://dbpedia.org/ontology/Settlement,3,3,3,3,1,6,304370,304370,426457,426457,426457,101456,101456,142152,142152,142152,0
http://dbpedia.org/ontology/AnatomicalStructure,8,8,8,8,1,30,3911,3911,6292,6292,6292,488,488,786,786,786,0
http://dbpedia.org/ontology/Species,3,6,24,25,1,30,168575,168575,334775,500106,623834,56191,56191,55795,20837,24953,0
http://dbpedia.org/ontology/MusicalWork,3,4,4,4,1,11,138921,138921,277842,278896,278896,46307,46307,69460,69724,69724,0
http://dbpedia.org/ontology/Person,23,64,68,68,1,30,363751,363751,691873,927477,938634,15815,15815,10810,13639,13803,1
http://dbpedia.org/ontology/LegalCase,1,1,1,1,1,30,1967,1967,3934,3934,3934,1967,1967,3934,3934,3934,0
http://dbpedia.org/ontology/SportsLeague,29,29,29,29,1,13,1134,1134,2142,2142,2142,39,39,73,73,73,1
http://dbpedia.org/ontology/Plant,9,10,10,10,1,3,41465,41465,52999,53303,53303,4607,4607,5299,5330,5330,0
http://dbpedia.org/ontology/Infrastructure,2,2,2,2,1,30,16164,16164,32328,32328,32328,8082,8082,16164,16164,16164,1
http://dbpedia.org/ontology/Organisation,13,52,52,52,1,30,147889,147889,292105,345354,345354,11376,11376,5617,6641,6641,1
http://dbpedia.org/ontology/PopulatedPlace,6,9,9,9,1,18,340443,340443,680886,802973,802973,56740,56740,75654,89219,89219,0
http://dbpedia.org/ontology/Device,2,2,2,2,1,30,17606,17606,35212,35212,35212,8803,8803,17606,17606,17606,0
http://dbpedia.org/ontology/Stream,2,2,2,2,1,2,19732,19732,39406,39406,39406,9866,9866,19703,19703,19703,0
http://dbpedia.org/ontology/FloweringPlant,1,1,1,1,1,9,9211,9211,9515,9515,9515,9211,9211,9515,9515,9515,0
http://www.w3.org/2002/07/owl#Thing,30,129,243,271,0,0,1668503,1668503,3337006,4883789,5895936,55616,55616,25868,20097,21756,1
http://dbpedia.org/ontology/Software,1,1,1,1,1,11,24268,24268,40782,40782,40782,24268,24268,40782,40782,40782,0
http://dbpedia.org/ontology/Work,11,15,16,16,1,30,355100,355100,710200,865635,866689,32281,32281,47346,54102,54168,1
http://dbpedia.org/ontology/BodyOfWater,2,4,4,4,1,18,28265,28265,56518,76192,76192,14132,14132,14129,19048,19048,0
http://dbpedia.org/ontology/Cleric,5,5,5,5,1,23,4265,4265,8530,8530,8530,853,853,1706,1706,1706,1
http://dbpedia.org/ontology/Artist,5,7,7,7,1,23,83847,83847,162739,164271,164271,16769,16769,23248,23467,23467,0
http://dbpedia.org/ontology/Actor,2,2,2,2,1,5,37751,37751,39283,39283,39283,18875,18875,19641,19641,19641,0
http://dbpedia.org/ontology/Song,1,1,1,1,1,3,4153,4153,5207,5207,5207,4153,4153,5207,5207,5207,0
http://dbpedia.org/ontology/SportsTeam,5,5,5,5,1,13,13388,13388,26776,26776,26776,2677,2677,5355,5355,5355,1
http://dbpedia.org/ontology/SportsEvent,6,6,6,6,1,8,3056,3056,6112,6112,6112,509,509,1018,1018,1018,1
