"","num","txt"
"624","41040","Amsterdam"
"625","41040","Den Helder"
"626","41040","Haarlem"
"627","41040","Haarlemmermeer"
"628","41040","Nieuwer Amstel"
"629","41040","Zaandam"
"630","41040","A"
"631","41040","C"
"632","41040","18 to 22 years"
"633","41040","23 to 35 years"
"634","41040","36 to 50 years"
"635","41040","51 to 60 years"
"636","41040","61 to 65 years"
"637","41040","66 to 70 years"
"638","41040","More than 71 years"
"639","41040","Male"
"640","41040","Female"
"641","41040","Married"
"642","41040","Unmarried"
"643","42230","Amsterdam"
"644","42230","Enkhuizen"
"645","42230","Hoorn"
"646","42230","Nieuwer Amstel"
"647","42230","Texel"
"648","42230","Zaandam"
"649","42230","B"
"650","42230","16 to 17 years"
"651","42230","23 to 35 years"
"652","42230","36 to 50 years"
"653","42230","51 to 60 years"
"654","42230","61 to 65 years"
"655","42230","66 to 70 years"
"656","42230","More than 71 years"
"657","42230","Male"
"658","42230","Female"
"659","42230","Married"
"660","42230","Unmarried"
"661","43200","Alkmaar"
"662","43200","Amsterdam"
"663","43200","Edam"
"664","43200","Enkhuizen"
"665","43200","Haarlem"
"666","43200","Hilversum"
"667","43200","Hoorn"
"668","43200","Nieuwer Amstel"
"669","43200","Purmerend"
"670","43200","Sloten"
"671","43200","Velsen"
"672","43200","Zaandam"
"673","43200","B"
"674","43200","D"
"675","43200","16 to 17 years"
"676","43200","18 to 22 years"
"677","43200","23 to 35 years"
"678","43200","36 to 50 years"
"679","43200","51 to 60 years"
"680","43200","61 to 65 years"
"681","43200","66 to 70 years"
"682","43200","More than 71 years"
"683","43200","Male"
"684","43200","Female"
"685","43200","Married"
"686","43200","Unmarried"
"687","43220","Alkmaar"
"688","43220","Amsterdam"
"689","43220","Haarlem"
"690","43220","Hilversum"
"691","43220","Hoorn"
"692","43220","Nieuwer Amstel"
"693","43220","Purmerend"
"694","43220","Sloten"
"695","43220","Weesp"
"696","43220","Zaandam"
"697","43220","C"
"698","43220","14 to 15 years"
"699","43220","16 to 17 years"
"700","43220","18 to 22 years"
"701","43220","23 to 35 years"
"702","43220","36 to 50 years"
"703","43220","51 to 60 years"
"704","43220","61 to 65 years"
"705","43220","66 to 70 years"
"706","43220","More than 71 years"
"707","43220","Male"
"708","43220","Married"
"709","43220","Unmarried"
"710","43230","Alkmaar"
"711","43230","Amsterdam"
"712","43230","Edam"
"713","43230","Haarlem"
"714","43230","Hilversum"
"715","43230","Purmerend"
"716","43230","Weesp"
"717","43230","B"
"718","43230","18 to 22 years"
"719","43230","23 to 35 years"
"720","43230","36 to 50 years"
"721","43230","51 to 60 years"
"722","43230","61 to 65 years"
"723","43230","66 to 70 years"
"724","43230","More than 71 years"
"725","43230","Male"
"726","43230","Female"
"727","43230","Married"
"728","43230","Unmarried"
"729","44100","Amsterdam"
"730","44100","Edam"
"731","44100","Haarlem"
"732","44100","Hilversum"
"733","44100","Hoorn"
"734","44100","Nieuwer Amstel"
"735","44100","Sloten"
"736","44100","Texel"
"737","44100","Velsen"
"738","44100","Weesp"
"739","44100","Zaandam"
"740","44100","B"
"741","44100","D"
"742","44100","18 to 22 years"
"743","44100","23 to 35 years"
"744","44100","36 to 50 years"
"745","44100","51 to 60 years"
"746","44100","61 to 65 years"
"747","44100","66 to 70 years"
"748","44100","More than 71 years"
"749","44100","Male"
"750","44100","Female"
"751","44100","Married"
"752","44100","Unmarried"
"753","44120","Alkmaar"
"754","44120","Amsterdam"
"755","44120","Edam"
"756","44120","Enkhuizen"
"757","44120","Haarlem"
"758","44120","Hilversum"
"759","44120","Hoorn"
"760","44120","Nieuwer Amstel"
"761","44120","Purmerend"
"762","44120","Sloten"
"763","44120","Velsen"
"764","44120","Zaandam"
"765","44120","A"
"766","44120","B"
"767","44120","C"
"768","44120","16 to 17 years"
"769","44120","18 to 22 years"
"770","44120","23 to 35 years"
"771","44120","36 to 50 years"
"772","44120","51 to 60 years"
"773","44120","61 to 65 years"
"774","44120","66 to 70 years"
"775","44120","More than 71 years"
"776","44120","Male"
"777","44120","Female"
"778","44120","Married"
"779","44120","Unmarried"
"780","44320","Amsterdam"
"781","44320","Hoorn"
"782","44320","C"
"783","44320","18 to 22 years"
"784","44320","23 to 35 years"
"785","44320","36 to 50 years"
"786","44320","51 to 60 years"
"787","44320","61 to 65 years"
"788","44320","66 to 70 years"
"789","44320","More than 71 years"
"790","44320","Male"
"791","44320","Married"
"792","44320","Unmarried"
"793","45130","Alkmaar"
"794","45130","Amsterdam"
"795","45130","Den Helder"
"796","45130","Edam"
"797","45130","Enkhuizen"
"798","45130","Haarlem"
"799","45130","Haarlemmermeer"
"800","45130","Hilversum"
"801","45130","Hoorn"
"802","45130","Nieuwer Amstel"
"803","45130","Purmerend"
"804","45130","Sloten"
"805","45130","Texel"
"806","45130","Velsen"
"807","45130","Weesp"
"808","45130","Zaandam"
"809","45130","B"
"810","45130","C"
"811","45130","12 to 13 years"
"812","45130","14 to 15 years"
"813","45130","16 to 17 years"
"814","45130","18 to 22 years"
"815","45130","23 to 35 years"
"816","45130","36 to 50 years"
"817","45130","51 to 60 years"
"818","45130","61 to 65 years"
"819","45130","66 to 70 years"
"820","45130","More than 71 years"
"821","45130","Geboortejaren.  leeftijd in j."
"822","45130","Male"
"823","45130","Female"
"824","45130","Married"
"825","45130","Unmarried"
"826","45220","Alkmaar"
"827","45220","Amsterdam"
"828","45220","Den Helder"
"829","45220","Edam"
"830","45220","Enkhuizen"
"831","45220","Haarlem"
"832","45220","Haarlemmermeer"
"833","45220","Hilversum"
"834","45220","Hoorn"
"835","45220","Nieuwer Amstel"
"836","45220","Purmerend"
"837","45220","Sloten"
"838","45220","Velsen"
"839","45220","Weesp"
"840","45220","Zaandam"
"841","45220","A"
"842","45220","B"
"843","45220","C"
"844","45220","D"
"845","45220","12 to 13 years"
"846","45220","14 to 15 years"
"847","45220","16 to 17 years"
"848","45220","18 to 22 years"
"849","45220","23 to 35 years"
"850","45220","36 to 50 years"
"851","45220","51 to 60 years"
"852","45220","61 to 65 years"
"853","45220","66 to 70 years"
"854","45220","More than 71 years"
"855","45220","Geboortejaren.  leeftijd in j."
"856","45220","Unknown age"
"857","45220","Male"
"858","45220","Female"
"859","45220","Married"
"860","45220","Unmarried"
"861","49090","Amsterdam"
"862","49090","A"
"863","49090","D"
"864","49090","14 to 15 years"
"865","49090","18 to 22 years"
"866","49090","23 to 35 years"
"867","49090","Male"
"868","49090","Female"
"869","49090","Married"
"870","49090","Unmarried"
"871","51020","Alkmaar"
"872","51020","Purmerend"
"873","51020","Velsen"
"874","51020","A"
"875","51020","B"
"876","51020","23 to 35 years"
"877","51020","36 to 50 years"
"878","51020","51 to 60 years"
"879","51020","61 to 65 years"
"880","51020","66 to 70 years"
"881","51020","More than 71 years"
"882","51020","Male"
"883","51020","Female"
"884","51020","Married"
"885","51020","Unmarried"
"886","51050","Alkmaar"
"887","51050","Amsterdam"
"888","51050","Den Helder"
"889","51050","Edam"
"890","51050","Enkhuizen"
"891","51050","Haarlem"
"892","51050","Haarlemmermeer"
"893","51050","Hilversum"
"894","51050","Hoorn"
"895","51050","Nieuwer Amstel"
"896","51050","Purmerend"
"897","51050","Sloten"
"898","51050","Texel"
"899","51050","Velsen"
"900","51050","Weesp"
"901","51050","Zaandam"
"902","51050","A"
"903","51050","B"
"904","51050","16 to 17 years"
"905","51050","18 to 22 years"
"906","51050","23 to 35 years"
"907","51050","36 to 50 years"
"908","51050","51 to 60 years"
"909","51050","61 to 65 years"
"910","51050","66 to 70 years"
"911","51050","More than 71 years"
"912","51050","Male"
"913","51050","Female"
"914","51050","Married"
"915","51050","Unmarried"
"916","51090","Amsterdam"
"917","51090","Haarlem"
"918","51090","Hilversum"
"919","51090","Hoorn"
"920","51090","Nieuwer Amstel"
"921","51090","Velsen"
"922","51090","Weesp"
"923","51090","Zaandam"
"924","51090","A"
"925","51090","B"
"926","51090","C"
"927","51090","D"
"928","51090","12 to 13 years"
"929","51090","14 to 15 years"
"930","51090","23 to 35 years"
"931","51090","36 to 50 years"
"932","51090","51 to 60 years"
"933","51090","61 to 65 years"
"934","51090","66 to 70 years"
"935","51090","More than 71 years"
"936","51090","Male"
"937","51090","Female"
"938","51090","Married"
"939","51090","Unmarried"
"940","53100","Alkmaar"
"941","53100","Amsterdam"
"942","53100","Den Helder"
"943","53100","Edam"
"944","53100","Haarlem"
"945","53100","Hoorn"
"946","53100","Nieuwer Amstel"
"947","53100","Purmerend"
"948","53100","Texel"
"949","53100","Zaandam"
"950","53100","A"
"951","53100","B"
"952","53100","C"
"953","53100","D"
"954","53100","12 to 13 years"
"955","53100","14 to 15 years"
"956","53100","16 to 17 years"
"957","53100","18 to 22 years"
"958","53100","23 to 35 years"
"959","53100","36 to 50 years"
"960","53100","51 to 60 years"
"961","53100","61 to 65 years"
"962","53100","66 to 70 years"
"963","53100","Male"
"964","53100","Female"
"965","53100","Married"
"966","53100","Unmarried"
"967","53190","Amsterdam"
"968","53190","Den Helder"
"969","53190","D"
"970","53190","18 to 22 years"
"971","53190","23 to 35 years"
"972","53190","61 to 65 years"
"973","53190","66 to 70 years"
"974","53190","More than 71 years"
"975","53190","Male"
"976","53190","Female"
"977","53190","Married"
"978","53190","Unmarried"
"979","53210","Alkmaar"
"980","53210","Amsterdam"
"981","53210","Den Helder"
"982","53210","Edam"
"983","53210","Enkhuizen"
"984","53210","Haarlem"
"985","53210","Hilversum"
"986","53210","Hoorn"
"987","53210","Nieuwer Amstel"
"988","53210","Purmerend"
"989","53210","Sloten"
"990","53210","Velsen"
"991","53210","Weesp"
"992","53210","Zaandam"
"993","53210","D"
"994","53210","12 to 13 years"
"995","53210","14 to 15 years"
"996","53210","16 to 17 years"
"997","53210","18 to 22 years"
"998","53210","23 to 35 years"
"999","53210","36 to 50 years"
"1000","53210","51 to 60 years"
"1001","53210","61 to 65 years"
"1002","53210","66 to 70 years"
"1003","53210","Male"
"1004","53210","Female"
"1005","53210","Married"
"1006","53210","Unmarried"
"1007","53250","Alkmaar"
"1008","53250","Amsterdam"
"1009","53250","Haarlem"
"1010","53250","Hilversum"
"1011","53250","Nieuwer Amstel"
"1012","53250","Purmerend"
"1013","53250","Weesp"
"1014","53250","C"
"1015","53250","16 to 17 years"
"1016","53250","18 to 22 years"
"1017","53250","23 to 35 years"
"1018","53250","36 to 50 years"
"1019","53250","51 to 60 years"
"1020","53250","66 to 70 years"
"1021","53250","Male"
"1022","53250","Female"
"1023","53250","Married"
"1024","53250","Unmarried"
"1025","55220","Alkmaar"
"1026","55220","Amsterdam"
"1027","55220","Edam"
"1028","55220","Enkhuizen"
"1029","55220","Haarlem"
"1030","55220","Haarlemmermeer"
"1031","55220","Hilversum"
"1032","55220","Nieuwer Amstel"
"1033","55220","Purmerend"
"1034","55220","Sloten"
"1035","55220","Zaandam"
"1036","55220","A"
"1037","55220","B"
"1038","55220","C"
"1039","55220","D"
"1040","55220","14 to 15 years"
"1041","55220","16 to 17 years"
"1042","55220","18 to 22 years"
"1043","55220","23 to 35 years"
"1044","55220","36 to 50 years"
"1045","55220","51 to 60 years"
"1046","55220","61 to 65 years"
"1047","55220","66 to 70 years"
"1048","55220","More than 71 years"
"1049","55220","Male"
"1050","55220","Female"
"1051","55220","Married"
"1052","55220","Unmarried"
"1053","55230","Amsterdam"
"1054","55230","Haarlem"
"1055","55230","Nieuwer Amstel"
"1056","55230","A"
"1057","55230","C"
"1058","55230","D"
"1059","55230","12 to 13 years"
"1060","55230","16 to 17 years"
"1061","55230","18 to 22 years"
"1062","55230","23 to 35 years"
