ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
12268;Smeden;smeden;D;83110;;
12329;Smeden;smeden;D;83110;;
12354;Smeden;smeden;D;83110;;
12373;Smeden;smeden;D;83110;;
12396;Smeden;smeden;C;83110;;
12397;Smeden;smeden;D;83110;;
12435;Smeden;smeden;D;83110;;
12752;Smeden;smeden;D;83110;;
12925;Pers. in werkpl., smeden;pers in werkpl smeden;C;83110;;
12926;Pers. in werkpl., smeden;pers in werkpl smeden;D;83110;;
12931;Pers. in werkpl., treinsmeden;pers in werkpl treinsmeden;D;83110;;
12968;Pers. in werkpl., smeden;pers in werkpl smeden;D;83110;;
13005;Pers. in werkpl., smeden;pers in werkpl smeden;D;83110;;
13017;Smeden;smeden;D;83110;;
13081;Smeden;smeden;D;83110;;
13184;Smeden;smeden;D;83110;;
13248;Smeden;smeden;D;83110;;
13388;Smeden;smeden;D;83110;;
13408;Smeden;smeden;D;83110;;
13582;Hoefsmeden;hoefsmeden;;83110;;
13658;Smeden;smeden;;83110;;
3139;Fabr. van vernis;fabr van vernis;D;74100;;
3152;Fabr. van loog;fabr van loog;D;77920;;
3180;Fabr. van jalouzien;fabr van jalouzien;A;21110;;
4491;Vuurwerkers;vuurwerkers;D;83190;32;
11501;Vuurwerkers;vuurwerkers;C;83190;32;
11502;Vuurwerkers;vuurwerkers;D;83190;32;
11616;Vuurwerkers;vuurwerkers;D;83190;32;
12401;Vuurwerkers;vuurwerkers;D;83190;32;
3181;Fabr. van lijsten;fabr van lijsten;A;21110;;
107;Bankwerkers;bankwerkers;D;83210;32;
352;Bankwerkers;bankwerkers;D;83210;32;
407;Bankwerkers;bankwerkers;D;83210;32;
719;Bankwerkers;bankwerkers;D;83210;32;
935;Bankwerkers;bankwerkers;D;83210;32;
950;Bankwerkers;bankwerkers;D;83210;32;
973;Bankwerkers;bankwerkers;D;83210;32;
3182;Fabr. van lijsten;fabr van lijsten;D;81000;;
984;Bankwerkers;bankwerkers;D;83210;32;
1026;Bankwerkers;bankwerkers;C;83210;32;
1027;Bankwerkers;bankwerkers;D;83210;32;
1067;Bankwerkers;bankwerkers;D;83210;32;
1081;Bankwerkers;bankwerkers;D;83210;32;
1107;Bankwerkers;bankwerkers;D;83210;32;
1172;Bankwerkers;bankwerkers;D;83210;32;
1209;Bankwerkers;bankwerkers;C;83210;32;
1210;Bankwerkers;bankwerkers;D;83210;32;
1270;Bankwerkers;bankwerkers;D;83210;32;
1408;Bankwerkers;bankwerkers;D;83210;32;
1442;Bankwerkers;bankwerkers;D;83210;32;
1471;Bankwerkers;bankwerkers;D;83210;32;
1504;Bankwerkers;bankwerkers;D;83210;32;
1565;Bankwerkers;bankwerkers;D;83210;32;
1802;Bankwerkers;bankwerkers;D;83210;32;
1837;Bankwerkers;bankwerkers;D;83210;32;
3192;Klompenmakers;klompenmakers;D;81990;;
2259;Pers. in werkpl., bankwerkers;pers in werkpl bankwerkers;D;83210;32;
3204;Fabr. v. timmermansgereedschap;fabr v timmermansgereedschap;A;21110;;
3393;Bankwerkers;bankwerkers;C;83210;32;
3394;Bankwerkers;bankwerkers;D;83210;32;
3474;Bankwerkers;bankwerkers;D;83210;32;
3496;Bankwerkers;bankwerkers;C;83210;32;
3497;Bankwerkers;bankwerkers;D;83210;32;
3594;Bankwerkers;bankwerkers;D;83210;32;
3237;Fabr. van hemden;fabr van hemden;A;21110;;
3930;Pers. in werkpl., bankwerkers;pers in werkpl bankwerkers;D;83210;32;
4400;Bankwerkers;bankwerkers;C;83210;32;
4401;Bankwerkers;bankwerkers;D;83210;32;
4411;Bankwerkers;bankwerkers;D;83210;32;
4455;Bankwerkers;bankwerkers;C;83210;32;
4456;Bankwerkers;bankwerkers;D;83210;32;
4709;Pers. in werkpl., bankwerkers;pers in werkpl bankwerkers;D;83210;32;
5026;Bankwerkers;bankwerkers;D;83210;32;
3238;Fabr. van hemden;fabr van hemden;C;79190;;
5114;Bankwerkers;bankwerkers;D;83210;32;
5154;Bankwerkers;bankwerkers;D;83210;32;
5159;Bankwerkers;bankwerkers;D;83210;32;
5167;Bankwerkers;bankwerkers;D;83210;32;
5173;Bankwerkers;bankwerkers;D;83210;32;
10128;Bankwerkers;bankwerkers;D;83210;32;
10154;Bankwerkers;bankwerkers;D;83210;32;
10434;Bankwerkers;bankwerkers;D;83210;32;
3239;Fabr. van hemden;fabr van hemden;D;79190;;
10581;Bankwerkers;bankwerkers;D;83210;32;
10653;Bankwerkers;bankwerkers;D;83210;32;
10732;Fabr. v. timmermansgereedschap;fabr v timmermansgereedschap;D;83210;;
10882;Bankwerkers;bankwerkers;D;83210;32;
11129;Bankwerkers;bankwerkers;D;83210;32;
11146;Bankwerkers;bankwerkers;D;83210;32;
11163;Bankwerkers;bankwerkers;D;83210;32;
11189;Bankwerkers;bankwerkers;D;83210;32;
11204;Bankwerkers;bankwerkers;C;83210;32;
11205;Bankwerkers;bankwerkers;D;83210;32;
11254;Bankwerkers;bankwerkers;C;83210;32;
11255;Bankwerkers;bankwerkers;D;83210;32;
11296;Bankwerkers;bankwerkers;D;83210;32;
11304;Bankwerkers;bankwerkers;C;83210;32;
11305;Bankwerkers;bankwerkers;D;83210;32;
11326;Bankwerkers;bankwerkers;D;83210;32;
11354;Bankwerkers;bankwerkers;D;83210;32;
11424;Bankwerkers;bankwerkers;D;83210;32;
11433;Bankwerkers;bankwerkers;D;83210;32;
11451;Bankwerkers;bankwerkers;D;83210;32;
11460;Bankwerkers;bankwerkers;D;83210;32;
11495;Bankwerkers;bankwerkers;C;83210;32;
11496;Bankwerkers;bankwerkers;D;83210;32;
11553;Bankwerkers;bankwerkers;D;83210;32;
11569;Bankwerkers;bankwerkers;C;83210;32;
11570;Bankwerkers;bankwerkers;D;83210;32;
11810;Bankwerkers;bankwerkers;D;83210;32;
11846;Bankwerkers;bankwerkers;D;83210;32;
11883;Bankwerkers;bankwerkers;D;83210;32;
11923;Bankwerkers;bankwerkers;D;83210;32;
11996;Bankwerkers;bankwerkers;D;83210;32;
12343;Bankwerkers;bankwerkers;D;83210;32;
12369;Bankwerkers;bankwerkers;D;83210;32;
12387;Bankwerkers;bankwerkers;D;83210;32;
12898;Pers. in werkpl., bankwerkers;pers in werkpl bankwerkers;C;83210;32;
12899;Pers. in werkpl., bankwerkers;pers in werkpl bankwerkers;D;83210;32;
12959;Pers. in werkpl., bankwerkers;pers in werkpl bankwerkers;D;83210;32;
13647;Bankwerkers;bankwerkers;;83210;32;
3246;Fabr. van stroohoeden;fabr van stroohoeden;A;21110;;
3256;Fabr. van bedden;fabr van bedden;A;21110;;
3379;Vijlenmakers;vijlenmakers;D;83220;;
5104;Vijlenmakers;vijlenmakers;A;83220;;
5105;Vijlenmakers;vijlenmakers;D;83220;;
11233;Vijlenmakers;vijlenmakers;A;83220;;
11234;Vijlenmakers;vijlenmakers;D;83220;;
3257;Fabr. van bedden;fabr van bedden;C;81120;;
3258;Fabr. van bedden;fabr van bedden;D;81120;;
3290;Glasbranders;glasbranders;D;89500;;
964;Metaaldraaiers;metaaldraaiers;D;83320;;
3306;Huidenzouters;huidenzouters;B;76290;;
3315;Fabr. van schoenen;fabr van schoenen;A;21110;;
1084;Metaaldraaiers;metaaldraaiers;D;83320;;
1109;Metaaldraaiers;metaaldraaiers;D;83320;;
1155;Metaaldraaiers;metaaldraaiers;D;83320;;
1177;Metaaldraaiers;metaaldraaiers;D;83320;;
1192;Metaaldraaiers;metaaldraaiers;D;83320;;
1211;Metaaldraaiers;metaaldraaiers;D;83320;;
3316;Fabr. van schoenen;fabr van schoenen;B;21110;;
1553;Metaaldraaiers;metaaldraaiers;D;83320;;
3317;Fabr. van schoenen;fabr van schoenen;D;80200;;
2260;Pers. in werkpl., metaaldraaiers;pers in werkpl metaaldraaiers;D;83320;;
3331;Fabr. van rijwielbanden;fabr van rijwielbanden;A;21110;;
3332;Fabr. van rijwielbanden;fabr van rijwielbanden;D;90200;;
3399;Ijzerdraaiers;ijzerdraaiers;D;83320;;
3500;Metaaldraaiers;metaaldraaiers;D;83320;;
3943;Pers. in werkpl., metaaldraaiers;pers in werkpl metaaldraaiers;D;83320;;
4476;Metaaldraaiers;metaaldraaiers;D;83320;;
5115;Ijzerdraaiers;ijzerdraaiers;C;83320;;
5116;Ijzerdraaiers;ijzerdraaiers;D;83320;;
5155;Metaaldraaiers;metaaldraaiers;D;83320;;
5160;Metaaldraaiers;metaaldraaiers;D;83320;;
5168;Metaaldraaiers;metaaldraaiers;D;83320;;
5175;Metaaldraaiers;metaaldraaiers;D;83320;;
10350;Metaaldraaiers;metaaldraaiers;D;83320;;
11192;Metaaldraaiers;metaaldraaiers;D;83320;;
11260;Ijzerdraaiers;ijzerdraaiers;C;83320;;
11261;Ijzerdraaiers;ijzerdraaiers;D;83320;;
11309;Metaaldraaiers;metaaldraaiers;D;83320;;
11333;Metaaldraaiers;metaaldraaiers;D;83320;;
11356;Metaaldraaiers;metaaldraaiers;D;83320;;
11407;Metaaldraaiers;metaaldraaiers;D;83320;;
11425;Metaaldraaiers;metaaldraaiers;D;83320;;
11434;Metaaldraaiers;metaaldraaiers;D;83320;;
11452;Metaaldraaiers;metaaldraaiers;D;83320;;
11461;Metaaldraaiers;metaaldraaiers;D;83320;;
11498;Metaaldraaiers;metaaldraaiers;D;83320;;
11571;Metaaldraaiers;metaaldraaiers;D;83320;;
11817;Koperdraaiers;koperdraaiers;D;83320;;
11982;Metaaldraaiers;metaaldraaiers;D;83320;;
12074;Metaaldraaiers;metaaldraaiers;D;83320;;
12110;Metaaldraaiers;metaaldraaiers;D;83320;;
12265;Metaaldraaiers;metaaldraaiers;D;83320;;
12913;Pers. in werkpl., metaaldraaiers;pers in werkpl metaaldraaiers;D;83320;;
12963;Pers. in werkpl., metaaldraaiers;pers in werkpl metaaldraaiers;D;83320;;
3353;Fabr. van kachels;fabr van kachels;A;21110;;
12912;Pers. in werkpl., metaalboorders;pers in werkpl metaalboorders;D;83360;;
3354;Fabr. van kachels;fabr van kachels;D;83190;;
3355;Fabr. van metaalwaren;fabr van metaalwaren;A;21110;;
3356;Fabr. van metaalwaren;fabr van metaalwaren;B;21110;;
3357;Fabr. van metaalwaren;fabr van metaalwaren;C;72000;;
3358;Fabr. van metaalwaren;fabr van metaalwaren;D;72000;;
3369;Poetsers;poetsers;D;55220;;
1036;Metaalslijpers;metaalslijpers;D;83465;;
3401;Metaalslijpers;metaalslijpers;D;83465;;
3371;Metaalgieters [w.o. kopergieters];metaalgieters w o kopergieters;D;72420;;
10120;Schijvenschuurders;schijvenschuurders;A;83465;;
10121;Schijvenschuurders;schijvenschuurders;B;83465;;
10122;Schijvenschuurders;schijvenschuurders;D;83465;;
11169;Metaalslijpers;metaalslijpers;A;83465;;
11170;Metaalslijpers;metaalslijpers;D;83465;;
11264;Metaalslijpers;metaalslijpers;D;83465;;
12915;Pers. in werkpl., metaalslijpers;pers in werkpl metaalslijpers;D;83465;;
3376;Koper- en metaaldraaiers;koper en metaaldraaiers;C;83320;;
10204;[steen-]slijpers;steenslijpers;D;83530;;
3377;Koper- en metaaldraaiers;koper en metaaldraaiers;D;83320;;
3428;Galvaniseerders;galvaniseerders;A;72830;;
11239;Zagenvijlers;zagenvijlers;A;83550;;
3454;Fabr. v. andere instrumenten;fabr v andere instrumenten;A;21110;;
3455;Fabr. v. andere instrumenten;fabr v andere instrumenten;D;84290;;
3498;Rijtuigschilders;rijtuigschilders;A;93960;;
3457;Scharenslijpers;scharenslijpers;A;83590;;
3458;Scharenslijpers;scharenslijpers;D;83590;;
4430;Scharenslijpers;scharenslijpers;A;83590;;
4431;Scharenslijpers;scharenslijpers;D;83590;;
5142;Scharenslijpers;scharenslijpers;A;83590;;
10097;Polijsters;polijsters;D;83590;;
11415;Scharenslijpers;scharenslijpers;A;83590;;
11416;Scharenslijpers;scharenslijpers;D;83590;;
3499;Rijtuigschilders;rijtuigschilders;D;93960;;
3505;Fabr. van wagens;fabr van wagens;A;21110;;
3506;Fabr. van wagens;fabr van wagens;C;81925;;
3464;Geweermakers;geweermakers;D;83920;;
4435;Geweermakers;geweermakers;C;83920;;
5165;Geweermakers;geweermakers;C;83920;;
5166;Geweermakers;geweermakers;D;83920;;
11448;Geweermakers;geweermakers;A;83920;;
11449;Geweermakers;geweermakers;C;83920;;
11450;Geweermakers;geweermakers;D;83920;;
3507;Fabr. van wagens;fabr van wagens;D;81925;;
3519;Fabr. van cartonnages;fabr van cartonnages;A;21110;;
3520;Fabr. van cartonnages;fabr van cartonnages;D;73490;;
3526;Fabr. van tricot, breierei;fabr van tricot breierei;A;21110;;
3527;Fabr. van tricot, breierei;fabr van tricot breierei;D;75000;;
4436;Torpedomakers;torpedomakers;C;83990;;
4437;Torpedomakers;torpedomakers;D;83990;;
10725;Vogelkooimakers;vogelkooimakers;A;83990;;
10726;Vogelkooimakers;vogelkooimakers;C;83990;;
3528;Fabr. van linnen;fabr van linnen;D;75000;;
3535;Lijmkokers;lijmkokers;D;74220;;
11229;Fabr. van springveeren;fabr van springveeren;D;83990;;
11455;Torpedomakers;torpedomakers;C;83990;;
11456;Torpedomakers;torpedomakers;D;83990;;
3541;Fabr. van tapijten;fabr van tapijten;A;21110;;
102;Technisch personeel;technisch personeel;C;84100;;
3542;Fabr. van tapijten;fabr van tapijten;D;75457;;
143;Technisch personeel;technisch personeel;C;84100;;
3543;Fabr. van zijde;fabr van zijde;A;21110;;
3544;Fabr. van zijde;fabr van zijde;D;75000;;
3549;Katoendrukkers;katoendrukkers;C;75690;;
186;Technisch personeel;technisch personeel;C;84100;;
254;Technisch personeel;technisch personeel;B;84100;;
255;Technisch personeel;technisch personeel;C;84100;;
305;Technisch personeel;technisch personeel;C;84100;;
3550;Katoendrukkers;katoendrukkers;D;75690;;
404;Technisch personeel;technisch personeel;C;84100;;
512;Technisch personeel;technisch personeel;C;84100;;
562;Technisch personeel;technisch personeel;C;84100;;
3553;Houtgraveurs;houtgraveurs;D;81945;;
3556;Katoenververs;katoenververs;A;75622;;
957;Techn. personeel;techn personeel;C;84100;;
985;Technisch personeel;technisch personeel;C;84100;;
3557;Katoenververs;katoenververs;C;75622;;
1038;Monteurs;monteurs;D;84100;;
3558;Katoenververs;katoenververs;D;75622;;
1043;Techn. pers.;techn pers;C;84100;;
1068;Monteurs;monteurs;D;84100;;
1085;Monteurs;monteurs;C;84100;;
1086;Monteurs;monteurs;D;84100;;
3564;Fabr. van franje;fabr van franje;A;21110;;
1110;Monteurs;monteurs;C;84100;;
1111;Monteurs;monteurs;D;84100;;
1112;Techn. personeel;techn personeel;C;84100;;
3565;Fabr. van franje;fabr van franje;D;94990;;
1174;Techn. personeel;techn personeel;C;84100;;
1217;Technisch personeel;technisch personeel;B;84100;;
1218;Technisch personeel;technisch personeel;C;84100;;
1260;Techn. personeel;techn personeel;B;84100;;
1261;Techn. personeel;techn personeel;C;84100;;
1272;Techn. pers.;techn pers;B;84100;;
1273;Techn. pers.;techn pers;C;84100;;
1281;Technisch pers.;technisch pers;C;84100;;
1403;Technisch personeel;technisch personeel;C;84100;;
1423;Monteurs;monteurs;D;84100;;
1437;Technisch pers.;technisch pers;C;84100;;
1443;Monteurs;monteurs;C;84100;;
1444;Monteurs;monteurs;D;84100;;
1467;Technisch personeel;technisch personeel;C;84100;;
1498;Technisch personeel;technisch personeel;C;84100;;
1499;Technisch personeel;technisch personeel;D;84100;;
1548;Techn. personeel;techn personeel;C;84100;;
1560;Technisch personeel;technisch personeel;C;84100;;
3566;Fabr. van touw;fabr van touw;C;75710;;
1608;Technisch personeel;technisch personeel;B;84100;;
1609;Technisch personeel;technisch personeel;C;84100;;
1628;Technisch pers.;technisch pers;C;84100;;
1798;Technisch personeel;technisch personeel;C;84100;;
3567;Fabr. van touw;fabr van touw;D;75710;;
1832;Technisch pers.;technisch pers;C;84100;;
1864;Technisch personeel;technisch personeel;C;84100;;
2278;Technisch personeel;technisch personeel;C;84100;;
2443;Technisch personeel;technisch personeel;C;84100;;
2982;Technisch personeel;technisch personeel;C;84100;;
3011;Technisch personeel;technisch personeel;D;84100;;
3031;Technisch personeel;technisch personeel;A;84100;;
3032;Technisch personeel;technisch personeel;B;84100;;
3033;Technisch personeel;technisch personeel;C;84100;;
3034;Technisch personeel;technisch personeel;D;84100;;
3079;Technisch personeel;technisch personeel;C;84100;;
3402;Monteurs;monteurs;C;84100;;
3405;Techn. pers.;techn pers;B;84100;;
3406;Techn. pers.;techn pers;C;84100;;
3420;Techn. personeel;techn personeel;C;84100;;
3430;Monteurs;monteurs;C;84100;;
3431;Monteurs;monteurs;D;84100;;
3433;Technisch pers.;technisch pers;C;84100;;
3477;Monteurs;monteurs;C;84100;;
3478;Technisch personeel;technisch personeel;C;84100;;
3501;Techn. personeel;techn personeel;C;84100;;
3533;Technisch personeel;technisch personeel;C;84100;;
3551;Technisch personeel;technisch personeel;C;84100;;
3578;Technisch personeel;technisch personeel;C;84100;;
3595;Monteurs;monteurs;C;84100;;
3630;Techn. personeel;techn personeel;C;84100;;
3736;Technisch pers.;technisch pers;C;84100;;
3965;Technisch personeel;technisch personeel;B;84100;;
3966;Technisch personeel;technisch personeel;C;84100;;
3568;Fabr. van vischnetten;fabr van vischnetten;A;21110;;
4283;Technisch personeel;technisch personeel;C;84100;;
4307;Technisch personeel;technisch personeel;C;84100;;
4413;Monteurs;monteurs;C;84100;;
4450;Technisch personeel;technisch personeel;C;84100;;
4523;Technisch personeel;technisch personeel;D;84100;;
4534;Technisch personeel;technisch personeel;C;84100;;
4928;Technisch personeel;technisch personeel;C;84100;;
4929;Technisch personeel;technisch personeel;D;84100;;
4962;Technisch personeel;technisch personeel;C;84100;;
4990;Techn. personeel;techn personeel;C;84100;;
5126;Technisch pers.;technisch pers;C;84100;;
5147;Techn. personeel;techn personeel;C;84100;;
5169;Monteurs;monteurs;C;84100;;
5323;Technisch pers.;technisch pers;C;84100;;
3588;Fabr. van gasgloeilicht;fabr van gasgloeilicht;A;21110;;
3615;Koek- en banketbakkers;koek en banketbakkers;A;77630;;
6075;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
6335;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;C;84100;;
6336;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
6650;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
6920;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;C;84100;;
6921;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
7171;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
7375;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;C;84100;;
7600;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;C;84100;;
7846;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;C;84100;;
7847;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
8291;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
8492;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
8746;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
9159;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
9389;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
9695;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;C;84100;;
9696;Fabricage van stoom- en andere werktuigen (appendages, hijschwerktuigen, baggerwerktuigen, reservoirs;fabricage van stoom en andere werktuigen appendages hijschwerktuigen baggerwerktuigen reservoirs;D;84100;;
10124;Technisch personeel;technisch personeel;C;84100;;
10147;Technisch personeel;technisch personeel;C;84100;;
10195;Technisch personeel;technisch personeel;C;84100;;
10211;Monteurs;monteurs;D;84100;;
10236;Technisch personeel;technisch personeel;A;84100;;
10237;Technisch personeel;technisch personeel;B;84100;;
10238;Technisch personeel;technisch personeel;C;84100;;
10239;Technisch personeel;technisch personeel;D;84100;;
10318;Technisch personeel;technisch personeel;A;84100;;
10319;Technisch personeel;technisch personeel;B;84100;;
10320;Technisch personeel;technisch personeel;C;84100;;
10384;Technisch personeel;technisch personeel;C;84100;;
10430;Techn. personeel;techn personeel;C;84100;;
10487;Technisch personeel;technisch personeel;C;84100;;
10507;Technisch personeel;technisch personeel;B;84100;;
10551;Techn. personeel;techn personeel;C;84100;;
10649;Technisch personeel;technisch personeel;C;84100;;
10713;Technisch personeel;technisch personeel;C;84100;;
10979;Technisch personeel;technisch personeel;C;84100;;
11028;Fabr. van drijfriemen;fabr van drijfriemen;D;84100;;
11147;Techn. pers.;techn pers;C;84100;;
11171;Techn. personeel;techn personeel;C;84100;;
11197;Monteurs;monteurs;C;84100;;
11206;Technisch personeel;technisch personeel;C;84100;;
11265;Monteurs;monteurs;C;84100;;
11266;Monteurs;monteurs;D;84100;;
11271;Techn. pers.;techn pers;B;84100;;
11272;Techn. pers.;techn pers;C;84100;;
11297;Monteurs;monteurs;D;84100;;
3616;Koek- en banketbakkers;koek en banketbakkers;B;77630;;
11311;Monteurs;monteurs;C;84100;;
11312;Monteurs;monteurs;D;84100;;
11313;Techn. personeel;techn personeel;C;84100;;
11330;Monteurs;monteurs;C;84100;;
11331;Monteurs;monteurs;D;84100;;
11334;Technisch pers.;technisch pers;C;84100;;
3617;Koek- en banketbakkers;koek en banketbakkers;C;77630;;
11358;Monteurs;monteurs;C;84100;;
11359;Monteurs;monteurs;D;84100;;
11360;Techn. personeel;techn personeel;C;84100;;
11427;Techn. personeel;techn personeel;B;84100;;
11428;Techn. personeel;techn personeel;C;84100;;
11453;Monteurs;monteurs;C;84100;;
11510;Technisch personeel;technisch personeel;B;84100;;
11511;Technisch personeel;technisch personeel;C;84100;;
11531;Monteurs;monteurs;C;84100;;
11555;Techn. pers.;techn pers;B;84100;;
11556;Techn. pers.;techn pers;C;84100;;
11572;Techn. personeel;techn personeel;B;84100;;
11573;Techn. personeel;techn personeel;C;84100;;
11586;Technisch pers.;technisch pers;C;84100;;
11605;Drijfriemenmakers;drijfriemenmakers;D;84100;;
11741;Technisch personeel;technisch personeel;C;84100;;
11805;Technisch personeel;technisch personeel;C;84100;;
11826;Monteurs;monteurs;D;84100;;
11843;Technisch pers.;technisch pers;C;84100;;
11849;Monteurs;monteurs;C;84100;;
11850;Monteurs;monteurs;D;84100;;
11879;Technisch personeel;technisch personeel;C;84100;;
11905;Technisch personeel;technisch personeel;C;84100;;
11918;Technisch personeel;technisch personeel;C;84100;;
11974;Techn. personeel;techn personeel;C;84100;;
11991;Technisch personeel;technisch personeel;C;84100;;
11998;Drijfriemenmakers;drijfriemenmakers;D;84100;;
12049;Technisch personeel;technisch personeel;B;84100;;
12050;Technisch personeel;technisch personeel;C;84100;;
12077;Monteurs;monteurs;C;84100;;
12078;Monteurs;monteurs;D;84100;;
12099;Technisch pers.;technisch pers;C;84100;;
12339;Technisch personeel;technisch personeel;C;84100;;
12381;Technisch pers.;technisch pers;B;84100;;
12382;Technisch pers.;technisch pers;C;84100;;
12418;Technisch personeel;technisch personeel;C;84100;;
12946;Technisch personeel;technisch personeel;B;84100;;
12947;Technisch personeel;technisch personeel;C;84100;;
12964;Pers. in werkpl., monteurs;pers in werkpl monteurs;D;84100;;
12987;Technisch personeel;technisch personeel;C;84100;;
13183;Technisch personeel;technisch personeel;C;84100;;
3618;Koek- en banketbakkers;koek en banketbakkers;D;77630;;
3619;Fabr. van suikerwerken;fabr van suikerwerken;A;21110;;
3620;Fabr. van suikerwerken;fabr van suikerwerken;D;77660;;
3637;Fabr. van stroop;fabr van stroop;A;21110;;
3696;Fabr. van vruchtensappen;fabr van vruchtensappen;D;77880;;
3759;Zoutzieders;zoutzieders;C;74470;;
3451;Fabr. van chronometers en horloges;fabr van chronometers en horloges;D;84220;;
4423;Fabr. van klokken;fabr van klokken;D;84220;;
4425;Fabr. van chronometers en horloges;fabr van chronometers en horloges;D;84220;;
5135;Fabr. van chronometers en horloges;fabr van chronometers en horloges;D;84220;;
11391;Fabr. van klokken;fabr van klokken;C;84220;;
11392;Fabr. van klokken;fabr van klokken;D;84220;;
11395;Fabr. van chronometers en horloges;fabr van chronometers en horloges;C;84220;;
11396;Fabr. van chronometers en horloges;fabr van chronometers en horloges;D;84220;;
3777;Planters in Indie;planters in indie;C;61270;;
3795;Bloembollenkweekers;bloembollenkweekers;A;61270;;
3936;Pers. in werkpl., instr.-mak.;pers in werkpl instr mak;D;84230;;
3796;Bloembollenkweekers;bloembollenkweekers;C;61270;;
3797;Bloembollenkweekers;bloembollenkweekers;D;61270;;
11814;Gasmetermakers;gasmetermakers;D;84230;;
12905;Pers. in werkpl., instr.-mak.;pers in werkpl instr mak;D;84230;;
12961;Pers. in werkpl., instr.-makers;pers in werkpl instr makers;D;84230;;
3801;Boomkweekers;boomkweekers;C;61230;;
3916;Inspecteurs en ingenieurs;inspecteurs en ingenieurs;C;22000;;
11410;Fabr. van kunstgebitten;fabr van kunstgebitten;C;84250;;
11411;Fabr. van kunstgebitten;fabr van kunstgebitten;D;84250;;
3925;Pers. in werkpl., techn. pers.;pers in werkpl techn pers;C;03200;;
3926;Pers. in werkpl., kantoorpers;pers in werkpl kantoorpers;C;39310;;
3927;Pers. in werkpl., pers. al. dienst;pers in werkpl pers al dienst;C;30000;;
3928;Pers. in werkpl., pers. al. dienst;pers in werkpl pers al dienst;D;30000;;
5138;Fabr. van heel- en verlosk. instrum.;fabr van heel en verlosk instrum;D;84290;;
5140;Fabr. v. andere instrumenten;fabr v andere instrumenten;D;84290;;
