ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
635;Pers. in alg. dienst;pers in alg dienst;D;30000;;
643;Personeel alg. dienst;personeel alg dienst;D;30000;;
647;Pers. in alg. dienst;pers in alg dienst;D;30000;;
657;Pers. alg. dienst;pers alg dienst;D;30000;;
670;Pers. alg. dienst;pers alg dienst;D;30000;;
677;Pers. alg. dienst;pers alg dienst;D;30000;;
682;Pers. alg. dienst;pers alg dienst;D;30000;;
718;Pers. alg. dienst;pers alg dienst;D;30000;;
734;Pers. alg. dienst;pers alg dienst;D;30000;;
743;Pers. alg. dienst;pers alg dienst;D;30000;;
754;Pers. alg. dienst;pers alg dienst;D;30000;;
798;Pers. in alg. dienst;pers in alg dienst;D;30000;;
819;Pers. alg. dienst;pers alg dienst;D;30000;;
775;Decoratieschilders;decoratieschilders;C;93920;;
848;Pers. in alg. dienst;pers in alg dienst;D;30000;;
860;Pers. in alg. dienst;pers in alg dienst;D;30000;;
870;Pers. al. dienst;pers al dienst;D;30000;;
877;Pers. alg. dienst;pers alg dienst;D;30000;;
776;Decoratieschilders;decoratieschilders;D;93920;;
938;Pers. al. dienst;pers al dienst;D;30000;;
951;Pers. alg. dienst;pers alg dienst;D;30000;;
975;Pers. alg. dienst;pers alg dienst;D;30000;;
987;Pers. in algem. dienst;pers in algem dienst;D;30000;;
1046;Pers. al. dienst;pers al dienst;D;30000;;
1114;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1193;Pers. alg. dienst;pers alg dienst;C;30000;;
1221;Pers. in alg. dienst;pers in alg dienst;C;30000;;
1222;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1263;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1275;Pers. al. dienst;pers al dienst;D;30000;;
1282;Pers. alg. dienst;pers alg dienst;D;30000;;
1305;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1316;Pers. alg. dienst;pers alg dienst;D;30000;;
1323;Pers. alg. dienst;pers alg dienst;D;30000;;
1335;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1343;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1356;Pers. alg. dienst;pers alg dienst;D;30000;;
1373;Pers. alg. dienst;pers alg dienst;D;30000;;
1382;Pers. alg. dienst;pers alg dienst;D;30000;;
777;Glasschilder;glasschilder;A;89520;;
1407;Pers. in algm. dienst;pers in algm dienst;D;30000;;
1439;Pers. alg. dienst;pers alg dienst;D;30000;;
1469;Pers. in alg. dienst;pers in alg dienst;C;30000;;
1470;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1502;Pers. alg. dienst;pers alg dienst;C;30000;;
1503;Pers. alg. dienst;pers alg dienst;D;30000;;
1516;Pers. alg. dienst;pers alg dienst;D;30000;;
1521;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1534;Pers. alg. dienst;pers alg dienst;D;30000;;
1540;Personeel alg. dienst;personeel alg dienst;D;30000;;
1550;Pers. alg. dienst;pers alg dienst;D;30000;;
778;Glasschilder;glasschilder;D;89520;;
1564;Personeel alg. dienst;personeel alg dienst;D;30000;;
1611;Pers. alg. dienst;pers alg dienst;D;30000;;
780;Plateelschilders;plateelschilders;D;89530;;
1656;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1668;Pers. alg. dienst;pers alg dienst;D;30000;;
1677;Pers. alg. dienst;pers alg dienst;D;30000;;
1688;Pers. alg. dienst;pers alg dienst;D;30000;;
1700;Pers. alg. dienst;pers alg dienst;D;30000;;
1728;Pers. al. dienst;pers al dienst;D;30000;;
1740;Pers. alg. dienst;pers alg dienst;D;30000;;
1750;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1764;Pers. alg. dienst;pers alg dienst;D;30000;;
1773;Personeel alg. dienst;personeel alg dienst;D;30000;;
1783;Pers. alg. dienst;pers alg dienst;D;30000;;
781;Porceleinschilders;porceleinschilders;D;89530;;
1835;Pers. in alg. dienst;pers in alg dienst;C;30000;;
1836;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1856;Pers. alg. dienst;pers alg dienst;C;30000;;
1857;Pers. alg. dienst;pers alg dienst;D;30000;;
1867;Pers. alg. dienst;pers alg dienst;D;30000;;
1920;Pers. in alg. dienst;pers in alg dienst;D;30000;;
1963;Pers. in algem. dienst;pers in algem dienst;D;30000;;
1995;Pers. in algem. dienst;pers in algem dienst;D;30000;;
2023;Pers. in alg. dienst;pers in alg dienst;D;30000;;
2072;Pers. in algem. dienst;pers in algem dienst;D;30000;;
2105;Pers. in alg. dienst;pers in alg dienst;D;30000;;
782;Restaurateurs van schilderijen;restaurateurs van schilderijen;A;16160;;
2375;Pers. in alg. dienst;pers in alg dienst;D;30000;;
783;Verlakkers;verlakkers;A;93920;;
784;Verlakkers;verlakkers;D;93920;;
787;Beeldenschilders;beeldenschilders;D;16130;;
2435;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
2436;Ambtenaren en beambten;ambtenaren en beambten;D;30000;;
788;Penseelschrijvers;penseelschrijvers;A;15990;;
789;Penseelschrijvers;penseelschrijvers;D;15990;;
793;Cachetsnijders;cachetsnijders;D;81945;;
2457;Pers. alg. dienst;pers alg dienst;D;30000;;
2491;Pers. alg. dienst;pers alg dienst;D;30000;;
2635;Pers. in alg. dienst;pers in alg dienst;C;30000;;
2636;Pers. in alg. dienst;pers in alg dienst;D;30000;;
794;Emailleerders;emailleerders;A;72890;;
2730;Personeel in algemeenen dienst;personeel in algemeenen dienst;D;30000;;
2751;Personeel in algemeenen dienst;personeel in algemeenen dienst;D;30000;;
796;Graveurs [in hout en metaal];graveurs in hout en metaal;A;89420;;
797;Graveurs [in hout en metaal];graveurs in hout en metaal;D;89420;;
803;Fabrikanten [w.o. bloemenmakers];fabrikanten w o bloemenmakers;A;21110;;
2985;Pers. in alg. dienst;pers in alg dienst;C;30000;;
2986;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3013;Pers. in algem. dienst;pers in algem dienst;D;30000;;
3023;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3071;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3075;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3120;Personeel alg. dienst;personeel alg dienst;D;30000;;
3142;Pers. in algm. dienst;pers in algm dienst;D;30000;;
3188;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3202;Personeel in alg. dienst;personeel in alg dienst;D;30000;;
3213;Pers. alg. dienst;pers alg dienst;D;30000;;
3231;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3243;Pers. alg. dienst;pers alg dienst;D;30000;;
3251;Pers. alg. dienst;pers alg dienst;D;30000;;
3266;Pers. alg. dienst;pers alg dienst;D;30000;;
3347;Per. al dienst;per al dienst;D;30000;;
3374;Pers. alg. dienst;pers alg dienst;D;30000;;
3409;Pers. al. dienst;pers al dienst;D;30000;;
3481;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3503;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3581;Pers. in algm. dienst;pers in algm dienst;D;30000;;
3612;Pers. alg. dienst;pers alg dienst;D;30000;;
3644;Pers. alg. dienst;pers alg dienst;D;30000;;
3678;Pers. al. dienst;pers al dienst;D;30000;;
3688;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3700;Pers. alg. dienst;pers alg dienst;D;30000;;
3738;Pers. in alg. dienst;pers in alg dienst;D;30000;;
3748;Pers. alg. dienst;pers alg dienst;D;30000;;
3819;Pers. in algem. dienst;pers in algem dienst;D;30000;;
804;Fabrikanten [w.o. bloemenmakers];fabrikanten w o bloemenmakers;C;99930;;
805;Fabrikanten [w.o. bloemenmakers];fabrikanten w o bloemenmakers;D;99930;;
4033;Ambtenaren en beambten;ambtenaren en beambten;B;30000;;
4034;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
4037;Ambtenaren en beambten;ambtenaren en beambten;B;30000;;
4038;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
4039;Ambtenaren en beambten;ambtenaren en beambten;D;30000;;
4040;Beambten;beambten;B;30000;;
4041;Beambten;beambten;C;30000;;
4042;Beambten;beambten;D;30000;;
4224;n. Koloniale ambtenaren (met verlof);n koloniale ambtenaren met verlof;;30000;;
4230;a. Secretarieen;a secretarieen;;30000;;
4270;Pers. in alg. dienst;pers in alg dienst;D;30000;;
4284;Pers. alg. dienst;pers alg dienst;D;30000;;
4325;Pers. in algem. dienst;pers in algem dienst;D;30000;;
4351;Pers. in alg. dienst;pers in alg dienst;D;30000;;
4384;Pers. in alg. dienst;pers in alg dienst;D;30000;;
4426;Pers. alg. dienst;pers alg dienst;D;30000;;
4453;Pers. in alg. dienst;pers in alg dienst;C;30000;;
4454;Pers. in alg. dienst;pers in alg dienst;D;30000;;
4512;Pers. in alg. dienst;pers in alg dienst;D;30000;;
4525;Pers. in algm. dienst;pers in algm dienst;D;30000;;
4541;Pers. alg. dienst;pers alg dienst;D;30000;;
4545;Pers. alg. dienst;pers alg dienst;D;30000;;
4557;Pers. alg. dienst;pers alg dienst;D;30000;;
4674;Pers. in alg. dienst;pers in alg dienst;D;30000;;
4754;Ambtenaren en beambten;ambtenaren en beambten;B;30000;;
4755;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
4756;Ambtenaren en beambten;ambtenaren en beambten;D;30000;;
4758;Ambtenaren en beambten;ambtenaren en beambten;B;30000;;
4759;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
4760;Ambtenaren en beambten;ambtenaren en beambten;D;30000;;
4858;Pers. in algem. dienst;pers in algem dienst;;30000;;
4865;a. Secretarieen;a secretarieen;;30000;;
4988;Pers. in algem. dienst;pers in algem dienst;D;30000;;
5150;Pers. alg. dienst;pers alg dienst;D;30000;;
5233;Pers. in algm. dienst;pers in algm dienst;D;30000;;
5243;Pers. in algem. dienst;pers in algem dienst;D;30000;;
5262;Pers. alg. dienst;pers alg dienst;D;30000;;
5281;Pers. in alg. dienst;pers in alg dienst;D;30000;;
5291;Pers alg. dienst;pers alg dienst;D;30000;;
5450;Pers. in alg. dienst;pers in alg dienst;D;30000;;
5540;Ambtenaren en beambten;ambtenaren en beambten;B;30000;;
5541;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
5542;Ambtenaren en beambten;ambtenaren en beambten;D;30000;;
5544;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
5545;Beambten;beambten;C;30000;;
5649;a. Secretarieen;a secretarieen;;30000;;
6003;a. Secretarieen;a secretarieen;;30000;;
6213;a. Secretarieen;a secretarieen;;30000;;
6540;n. Koloniale ambtenaren (met verlof);n koloniale ambtenaren met verlof;;30000;;
6542;a. Secretarieen;a secretarieen;;30000;;
6831;a. Secretarieen;a secretarieen;;30000;;
7089;n. Koloniale ambtenaren (met verlof);n koloniale ambtenaren met verlof;;30000;;
7092;a. Secretarieen;a secretarieen;;30000;;
7310;a. Secretarieen;a secretarieen;;30000;;
7497;a. Secretarieen;a secretarieen;;30000;;
7766;n. Koloniale ambtenaren (met verlof);n koloniale ambtenaren met verlof;;30000;;
7769;a. Secretarieen;a secretarieen;;30000;;
7990;a. Secretarieen;a secretarieen;;30000;;
8221;a. Secretarieen;a secretarieen;;30000;;
8405;a. Secretarieen;a secretarieen;;30000;;
8656;n. Koloniale ambtenaren (met verlof);n koloniale ambtenaren met verlof;;30000;;
8658;a. Secretarieen;a secretarieen;;30000;;
8902;a. Secretarieen;a secretarieen;;30000;;
9080;a. Secretarieen;a secretarieen;;30000;;
9303;a. Secretarieen;a secretarieen;;30000;;
9533;a. Secretarieen;a secretarieen;;30000;;
9990;n. Koloniale ambtenaren (met verlof);n koloniale ambtenaren met verlof;;30000;;
9996;a. Secretarieen;a secretarieen;;30000;;
10127;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10150;Pers. in alg. dienst;pers in alg dienst;C;30000;;
10151;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10198;Pers. in algem. dienst;pers in algem dienst;D;30000;;
10221;Pers. in alg. dienst;pers in alg dienst;C;30000;;
10222;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10242;Pers. alg. dienst;pers alg dienst;D;30000;;
10305;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10311;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10323;Personeel in algemeenen dienst;personeel in algemeenen dienst;D;30000;;
10360;Personeel waterkantoor;personeel waterkantoor;D;30000;;
10375;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10387;Pers. alg. dienst;pers alg dienst;D;30000;;
10418;Pers. in algem. dienst;pers in algem dienst;D;30000;;
10424;Personeel alg. dienst;personeel alg dienst;D;30000;;
10432;Pers. alg. dienst;pers alg dienst;C;30000;;
10433;Pers. alg. dienst;pers alg dienst;D;30000;;
10453;Pers. al. dienst;pers al dienst;D;30000;;
10464;Pers. alg. dienst;pers alg dienst;D;30000;;
10478;Pers. alg. dienst;pers alg dienst;D;30000;;
10489;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10509;Pers. alg. dienst;pers alg dienst;D;30000;;
10524;Pers. in algm. dienst;pers in algm dienst;D;30000;;
10536;Pers. algem. dienst;pers algem dienst;D;30000;;
10554;Pers alg. dienst;pers alg dienst;D;30000;;
10580;Pers. alg. dienst;pers alg dienst;D;30000;;
10623;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10640;Pers. alg. dienst;pers alg dienst;D;30000;;
10652;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10675;Pers. alg. dienst;pers alg dienst;D;30000;;
10686;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10695;Personeel alg. dienst;personeel alg dienst;D;30000;;
10703;Pers. algem. dienst;pers algem dienst;D;30000;;
10716;Personeel in alg. dienst;personeel in alg dienst;D;30000;;
10745;Pers. in algem. dienst;pers in algem dienst;D;30000;;
10749;Pers. alg. dienst;pers alg dienst;D;30000;;
10753;Pers. alg. dienst;pers alg dienst;D;30000;;
10777;Pers. in algem. dienst;pers in algem dienst;D;30000;;
10797;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10805;Personeel alg. dienst;personeel alg dienst;D;30000;;
10809;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10819;Pers. alg. dienst;pers alg dienst;D;30000;;
10832;Pers. alg. dienst;pers alg dienst;D;30000;;
10840;Pers. alg. dienst;pers alg dienst;D;30000;;
10844;Pers. alg. dienst;pers alg dienst;D;30000;;
10852;Pers. alg. dienst;pers alg dienst;D;30000;;
10881;Pers. alg. dienst;pers alg dienst;D;30000;;
10897;Pers. alg. dienst;pers alg dienst;D;30000;;
10907;Pers. alg. dienst;pers alg dienst;D;30000;;
10919;Pers. alg. dienst;pers alg dienst;D;30000;;
10968;Pers. in alg. dienst;pers in alg dienst;D;30000;;
10989;Pers. alg. dienst;pers alg dienst;D;30000;;
11011;Pers. in algm. dienst;pers in algm dienst;D;30000;;
11024;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11036;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11050;Pers. al. dienst;pers al dienst;D;30000;;
11058;Pers. alg. dienst;pers alg dienst;D;30000;;
11113;Per. al dienst;per al dienst;D;30000;;
11131;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11149;Pers. al. dienst;pers al dienst;D;30000;;
11174;Pers. alg. dienst;pers alg dienst;D;30000;;
11191;Pers. alg. dienst;pers alg dienst;D;30000;;
11208;Pers. in algem. dienst;pers in algem dienst;D;30000;;
11222;Pers. alg. dienst;pers alg dienst;D;30000;;
11235;Pers. alg. dienst;pers alg dienst;C;30000;;
11236;Pers. alg. dienst;pers alg dienst;D;30000;;
11275;Pers. al. dienst;pers al dienst;D;30000;;
11362;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11398;Pers. alg. dienst;pers alg dienst;D;30000;;
11444;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11465;Pers. alg. dienst;pers alg dienst;D;30000;;
11514;Pers. in alg. dienst;pers in alg dienst;C;30000;;
11515;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11558;Pers. al. dienst;pers al dienst;D;30000;;
11575;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11587;Pers. alg. dienst;pers alg dienst;D;30000;;
11603;Pers. in alg. dienst;pers in alg dienst;C;30000;;
11604;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11631;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11642;Pers. alg. dienst;pers alg dienst;D;30000;;
11654;Pers. alg. dienst;pers alg dienst;D;30000;;
11688;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11706;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11713;Pers. alg. dienst;pers alg dienst;D;30000;;
11731;Pers. alg. dienst;pers alg dienst;D;30000;;
11765;Pers. alg. dienst;pers alg dienst;D;30000;;
11774;Pers. alg. dienst;pers alg dienst;D;30000;;
11808;Pers. in algm. dienst;pers in algm dienst;C;30000;;
11809;Pers. in algm. dienst;pers in algm dienst;D;30000;;
11845;Pers. alg. dienst;pers alg dienst;D;30000;;
11868;Pers. in algem. dienst;pers in algem dienst;D;30000;;
11881;Pers. in alg. dienst;pers in alg dienst;C;30000;;
11882;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11921;Pers. alg. dienst;pers alg dienst;C;30000;;
11922;Pers. alg. dienst;pers alg dienst;D;30000;;
11938;Pers. alg. dienst;pers alg dienst;D;30000;;
11944;Pers. in alg. dienst;pers in alg dienst;D;30000;;
11958;Pers. alg. dienst;pers alg dienst;C;30000;;
11959;Pers. alg. dienst;pers alg dienst;D;30000;;
11965;Personeel alg. dienst;personeel alg dienst;D;30000;;
11976;Pers. alg. dienst;pers alg dienst;D;30000;;
11994;Personeel alg. dienst;personeel alg dienst;C;30000;;
11995;Personeel alg. dienst;personeel alg dienst;D;30000;;
12033;Pers. in alg. dienst;pers in alg dienst;D;30000;;
12053;Pers. alg. dienst;pers alg dienst;D;30000;;
12102;Pers alg. dienst;pers alg dienst;D;30000;;
12144;Pers. in alg. dienst;pers in alg dienst;D;30000;;
12157;Pers. alg. dienst;pers alg dienst;D;30000;;
12171;Pers. alg. dienst;pers alg dienst;D;30000;;
12183;Pers. alg. dienst;pers alg dienst;D;30000;;
12196;Pers. alg. dienst;pers alg dienst;D;30000;;
12223;Pers. alg. dienst;pers alg dienst;D;30000;;
12238;Pers. al. dienst;pers al dienst;D;30000;;
12256;Pers. alg. dienst;pers alg dienst;D;30000;;
12280;Pers. in alg. dienst;pers in alg dienst;D;30000;;
12301;Pers. alg. dienst;pers alg dienst;D;30000;;
12313;Personeel alg. dienst;personeel alg dienst;D;30000;;
12324;Pers. alg. dienst;pers alg dienst;D;30000;;
12342;Pers. in alg dienst;pers in alg dienst;D;30000;;
12385;Pers. in alg. dienst;pers in alg dienst;C;30000;;
12386;Pers. in alg. dienst;pers in alg dienst;D;30000;;
12410;Pers. alg. dienst;pers alg dienst;C;30000;;
12411;Pers. alg. dienst;pers alg dienst;D;30000;;
12421;Pers. alg. dienst;pers alg dienst;D;30000;;
12434;Pers. alg. dienst;pers alg dienst;D;30000;;
12511;Pers. in alg. dienst;pers in alg dienst;D;30000;;
12551;Pers. in algem. dienst;pers in algem dienst;D;30000;;
807;Borduurwerkers;borduurwerkers;A;79565;32;
12600;Pers. in algem. dienst;pers in algem dienst;D;30000;;
12645;Pers. in algem. dienst;pers in algem dienst;D;30000;;
12676;Pers. in alg. dienst;pers in alg dienst;C;30000;;
12677;Pers. in alg. dienst;pers in alg dienst;D;30000;;
12732;Pers. in algem. dienst;pers in algem dienst;D;30000;;
12766;Pers. in alg. dienst;pers in alg dienst;D;30000;;
12803;Personeel in alg. dienst;personeel in alg dienst;D;30000;;
12896;Pers. in werkpl., pers. al. dienst;pers in werkpl pers al dienst;C;30000;;
12897;Pers. in werkpl., pers. al. dienst;pers in werkpl pers al dienst;D;30000;;
12989;Pers. in alg. dienst;pers in alg dienst;D;30000;;
13049;Pers. in alg. dienst;pers in alg dienst;D;30000;;
13165;Ambtenaren en beambten;ambtenaren en beambten;B;30000;;
13166;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
13167;Ambtenaren en beambten;ambtenaren en beambten;D;30000;;
13174;Ambtenaren en beambten;ambtenaren en beambten;B;30000;;
13175;Ambtenaren en beambten;ambtenaren en beambten;C;30000;;
13176;Ambtenaren en beambten;ambtenaren en beambten;D;30000;;
13180;Beambten;beambten;B;30000;;
13181;Beambten;beambten;C;30000;;
13182;Beambten;beambten;D;30000;;
13199;Pers. alg. dienst;pers alg dienst;D;30000;;
13237;Pers. in alg. dienst;pers in alg dienst;D;30000;;
13399;Pers. in alg. dienst;pers in alg dienst;C;30000;;
13400;Pers. in alg. dienst;pers in alg dienst;D;30000;;
13484;Personeel in algem. dienst;personeel in algem dienst;D;30000;;
13498;Personeel in algemeenen dienst;personeel in algemeenen dienst;D;30000;;
13519;Personeel in algemeenen dienst;personeel in algemeenen dienst;D;30000;;
13542;Personeel in algem. dienst;personeel in algem dienst;D;30000;;
13609;Pers. in algem. dienst;pers in algem dienst;;30000;;
13693;n. Koloniale ambtenaren (met verlof);n koloniale ambtenaren met verlof;;30000;;
13699;a. Secretarieen;a secretarieen;;30000;;
808;Borduurwerkers;borduurwerkers;D;79565;32;
813;Fabr. van kerkornamenten;fabr van kerkornamenten;A;21110;;
814;Fabr. van kerkornamenten;fabr van kerkornamenten;D;16190;;
815;Reparateurs van antiquiteiten;reparateurs van antiquiteiten;A;16160;;
4085;Marktgaarders;marktgaarders;C;31020;;
4796;Marktgaarders;marktgaarders;C;31020;;
13314;Marktgaarders;marktgaarders;C;31020;;
13315;Marktgaarders;marktgaarders;D;31020;;
13627;Ontvangers en klerken;ontvangers en klerken;;31020;;
820;Opzetters van vogels en dieren;opzetters van vogels en dieren;A;94920;;
10180;Verificateurs;verificateurs;C;31040;;
821;Opzetters van vogels en dieren;opzetters van vogels en dieren;D;94920;;
829;Vellenblooters;vellenblooters;A;76125;;
830;Vellenblooters;vellenblooters;D;76125;;
831;Huidenzouters;huidenzouters;A;76290;;
832;Huidenzouters;huidenzouters;C;76290;;
4012;Commissarissen;commissarissen;C;31090;;
4219;h. Sanitaire politie;h sanitaire politie;;31090;;
6826;h. Sanitaire politie;h sanitaire politie;;31090;;
9075;h. Sanitaire politie;h sanitaire politie;;31090;;
12863;Beursopzichters;beursopzichters;C;31090;31;
13688;h. Sanitaire politie;h sanitaire politie;;31090;;
833;Huidenzouters;huidenzouters;D;76290;;
4178;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
4833;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
5613;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
5986;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
6200;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
6525;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
6814;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
7075;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
7296;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
7753;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
7977;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
8206;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
8645;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
8888;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
9067;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
9971;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
13574;q. Boekhouders, klerken enz.;q boekhouders klerken enz;;33110;;
839;Pers. in algm. dienst;pers in algm dienst;D;30000;;
851;Fabr. van drijfriemen;fabr van drijfriemen;A;21110;;
852;Fabr. van drijfriemen;fabr van drijfriemen;D;84100;;
853;Fabr. van lederwaren;fabr van lederwaren;A;21110;;
854;Fabr. van lederwaren;fabr van lederwaren;D;76100;;
857;Zadelmakers;zadelmakers;A;80320;;
4109;Kassiers;kassiers;A;33135;;
4110;Kassiers;kassiers;C;33135;;
4111;Kassiers;kassiers;D;33135;;
4805;Kassiers;kassiers;A;33135;;
5584;Kassiers;kassiers;C;33135;;
13446;Kassiers;kassiers;A;33135;;
13447;Kassiers;kassiers;B;33135;;
13455;Geldwisselaars;geldwisselaars;A;33135;;
13456;Geldwisselaars;geldwisselaars;C;33135;;
858;Zadelmakers;zadelmakers;C;80320;;
875;Fabr. van caoutchoucstempels;fabr van caoutchoucstempels;D;90100;;
886;Directeuren;directeuren;B;21110;;
4717;Tolpersoneel;tolpersoneel;D;33160;;
12981;Tolpersoneel;tolpersoneel;A;33160;;
12982;Tolpersoneel;tolpersoneel;B;33160;;
887;Directeuren;directeuren;C;21110;;
12984;Tolpersoneel;tolpersoneel;D;33160;;
891;Arbeiders;arbeiders;D;99900;32;
13454;Procuratiehouders;procuratiehouders;C;33940;11;
892;Edelsteenzoekers;edelsteenzoekers;A;02790;;
897;Sjouwerlieden;sjouwerlieden;D;97125;;
902;Verveners;verveners;A;62970;;
903;Verveners;verveners;D;62970;;
910;Fabr. v. gouden en zilv. werken;fabr v gouden en zilv werken;A;21110;;
4118;Beleenbankhouders;beleenbankhouders;A;33990;11;
4119;Beleenbankhouders;beleenbankhouders;B;33990;11;
4120;Beleenbankhouders;beleenbankhouders;C;33990;11;
4121;Beleenbankhouders;beleenbankhouders;D;33990;11;
13457;Beleenbankhouders;beleenbankhouders;A;33990;11;
13458;Beleenbankhouders;beleenbankhouders;B;33990;11;
13638;Armenbezoekers;armenbezoekers;;33990;;
911;Fabr. v. gouden en zilv. werken;fabr v gouden en zilv werken;C;88010;;
912;Fabr. v. gouden en zilv. werken;fabr v gouden en zilv werken;D;88010;;
2253;Treinpers. niet afz. gen.;treinpers niet afz gen;C;36000;;
2254;Treinpers. niet afz. gen.;treinpers niet afz gen;D;36000;;
914;Per. al dienst;per al dienst;D;30000;;
915;Magazijnp.;magazijnp;C;97145;;
3919;Treinpers. niet afz. gen.;treinpers niet afz gen;C;36000;;
3920;Treinpers. niet afz. gen.;treinpers niet afz gen;D;36000;;
3968;Treinpers. niet afz. gen.;treinpers niet afz gen;C;36000;;
3969;Treinpers. niet afz. gen.;treinpers niet afz gen;D;36000;;
4006;Conducteurs;conducteurs;D;36000;;
4704;Treinpers. niet afz. gen.;treinpers niet afz gen;C;36000;;
4705;Treinpers. niet afz. gen.;treinpers niet afz gen;D;36000;;
12886;Treinpers. niet afz. gen.;treinpers niet afz gen;C;36000;;
12887;Treinpers. niet afz. gen.;treinpers niet afz gen;D;36000;;
12952;Treinpers. niet afz. gen.;treinpers niet afz gen;C;36000;;
12953;Treinpers. niet afz. gen.;treinpers niet afz gen;D;36000;;
13012;Conducteurs;conducteurs;C;36000;;
13013;Conducteurs;conducteurs;D;36000;;
13068;Conducteurs;conducteurs;C;36000;;
13069;Conducteurs;conducteurs;D;36000;;
916;Magazijnp.;magazijnp;D;97145;;
917;Goud- en zilvergraveurs;goud en zilvergraveurs;C;88080;;
918;Goud- en zilvergraveurs;goud en zilvergraveurs;D;88080;;
919;Byouteriewerkers;byouteriewerkers;A;88030;32;
920;Diamant- en parelzetters;diamant en parelzetters;A;88040;;
4035;Brievenbestellers;brievenbestellers;C;37030;;
4036;Brievenbestellers;brievenbestellers;D;37030;;
4757;Brievenbestellers;brievenbestellers;D;37030;;
5543;Brievenbestellers;brievenbestellers;D;37030;;
13172;Brievenbestellers;brievenbestellers;C;37030;;
13173;Brievenbestellers;brievenbestellers;D;37030;;
921;Diamant- en parelzetters;diamant en parelzetters;C;88040;;
922;Diamant- en parelzetters;diamant en parelzetters;D;88040;;
