http://dbpedia.org/ontology/GridironFootballPlayer,2,2,2,2,1,25,18232,18232,29529,29529,29529,9116,9116,14764,14764,14764,0
http://dbpedia.org/ontology/Database,1,1,1,1,1,40,290,290,580,580,580,290,290,580,580,580,0
http://dbpedia.org/ontology/Activity,2,2,2,2,1,40,1428,1428,2856,2856,2856,714,714,1428,1428,1428,0
http://dbpedia.org/ontology/Building,13,14,14,14,1,3,60514,60514,83540,83540,83540,4654,4654,5967,5967,5967,1
http://dbpedia.org/ontology/Company,3,3,3,3,1,15,44516,44516,50137,50137,50137,14838,14838,16712,16712,16712,1
http://dbpedia.org/ontology/FictionalCharacter,1,1,1,1,1,26,9878,9878,14892,14892,14892,9878,9878,14892,14892,14892,1
http://dbpedia.org/ontology/FloweringPlant,1,1,1,1,1,9,2592,2592,2931,2931,2931,2592,2592,2931,2931,2931,0
http://dbpedia.org/ontology/Event,9,18,18,18,1,40,24747,24747,49494,54764,54764,2749,2749,2749,3042,3042,1
http://dbpedia.org/ontology/GeneLocation,2,2,2,2,1,40,7,7,14,14,14,3,3,7,7,7,0
http://dbpedia.org/ontology/PeriodicalLiterature,3,3,3,3,1,4,12693,12693,25386,25386,25386,4231,4231,8462,8462,8462,0
http://dbpedia.org/ontology/Royalty,2,2,2,2,1,26,6563,6563,13126,13126,13126,3281,3281,6563,6563,6563,0
http://dbpedia.org/ontology/Politician,12,12,12,12,1,26,23096,23096,38491,38491,38491,1924,1924,3207,3207,3207,0
http://dbpedia.org/ontology/OrganisationMember,1,1,1,1,1,26,277476,277476,554952,554952,554952,277476,277476,554952,554952,554952,0
http://dbpedia.org/ontology/MeanOfTransportation,8,8,8,8,1,40,69966,69966,139932,139932,139932,8745,8745,17491,17491,17491,1
http://dbpedia.org/ontology/RouteOfTransportation,6,9,9,9,1,5,23852,23852,47704,47923,47923,3975,3975,5300,5324,5324,0
http://dbpedia.org/ontology/ChemicalSubstance,3,3,3,3,1,40,7854,7854,15708,15708,15708,2618,2618,5236,5236,5236,0
http://dbpedia.org/ontology/Species,3,6,24,25,1,40,202339,202339,401923,600302,746905,67446,67446,66987,25012,29876,0
http://dbpedia.org/ontology/Agent,2,43,144,151,1,40,956476,956476,1912952,2765833,3402959,478238,478238,44487,19207,22536,1
