"V2.x","V3.x","V4.x","V5.x","V6.x","V7.x","V8.x","V9.x","V10.x","V11.x","V12.x","V13.x","V14.x","V15.x","V16.x","V17.x","V2.y","V3.y","V4.y","V5.y","V6.y","V7.y","V8.y","V9.y","V10.y","V11.y","V12.y","V13.y","V14.y","V15.y","V16.y","V17.y","t"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,112,193,339,0,0,2350906,2350906,4702430,6924927,8755341,58772,58772,41985,35880,25826,"1"
