parent,child
http://www.data2semantics.org/data/1889_marked/Beroepen/V/b,http://www.data2semantics.org/data/1889_marked/Beroepen/V/b/Fabricage_van_rieten_matten
http://www.data2semantics.org/data/1889_marked/Beroepen/V/b,http://www.data2semantics.org/data/1889_marked/Beroepen/V/b/Fabricage_van_matten
http://www.data2semantics.org/data/1889_marked/Beroepen/V/b,http://www.data2semantics.org/data/1889_marked/Beroepen/V/b/Fabricage_van_stroowaren
http://www.data2semantics.org/data/1889_marked/Beroepen/V/b,http://www.data2semantics.org/data/1889_marked/Beroepen/V/b/Fabricage_van_rieten_meubelen
http://www.data2semantics.org/data/1889_marked/Beroepen/V/b,http://www.data2semantics.org/data/1889_marked/Beroepen/V/b/Stoelenmatters
http://www.data2semantics.org/data/1889_marked/Beroepen/V/b,http://www.data2semantics.org/data/1889_marked/Beroepen/V/b/Bezem-_en_heiboendermakers
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Andere
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Levend_vee_en_gevogelte
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Voorwerpen_van_kleeding
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Voorwerpen_van_luxe
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Voorwerpen_van_woning
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Boek-_en_kunstwerken__incl__dagbladen_
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Voorwerpen_van_voeding_en_genot
http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV/Grondstoffen
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIV
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/VIII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/III
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XX
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XVI
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XIII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XI
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/IX
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/VII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/X
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXIII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XIX
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/V
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XV
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XIV
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XVIII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/I
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/IV
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XXXIV
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/VI
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/XVII
http://www.data2semantics.org/data/1889_marked/Onderdelen,http://www.data2semantics.org/data/1889_marked/Onderdelen/II
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Winkelbedienden
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Uitdragers
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Orgelverhuurders
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Magazijn-_en_pakhuisknechts
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Dep%C3%B4thouders
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Kooplieden
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Water-_en_vuurverkoopers
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Kramers_en_rondventers
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Winkeliers
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Verhuurders_van_verschillende_goederen
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Ondernemers_van_openbare_verkoopingen
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Handelsmaatschappijen
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Voddenrapers
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Machineverhuurders
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Tagrijnen__oudroestverkoopers_
http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XIX/h/Arbeiders
http://www.data2semantics.org/data/1889_marked/Beroepen/III/c,http://www.data2semantics.org/data/1889_marked/Beroepen/III/c/Decoratieschilders
http://www.data2semantics.org/data/1889_marked/Beroepen/III/c,http://www.data2semantics.org/data/1889_marked/Beroepen/III/c/Stukadoors
http://www.data2semantics.org/data/1889_marked/Beroepen/III/c,http://www.data2semantics.org/data/1889_marked/Beroepen/III/c/Huisschilders
http://www.data2semantics.org/data/1889_marked/Beroepen/III/c,http://www.data2semantics.org/data/1889_marked/Beroepen/III/c/Behangers
http://www.data2semantics.org/data/1889_marked/Beroepen/III,http://www.data2semantics.org/data/1889_marked/Beroepen/III/c
http://www.data2semantics.org/data/1889_marked/Beroepen/III,http://www.data2semantics.org/data/1889_marked/Beroepen/III/b
http://www.data2semantics.org/data/1889_marked/Beroepen/III,http://www.data2semantics.org/data/1889_marked/Beroepen/III/d
http://www.data2semantics.org/data/1889_marked/Beroepen/III,http://www.data2semantics.org/data/1889_marked/Beroepen/III/a
http://www.data2semantics.org/data/1889_marked/Beroepen/III,http://www.data2semantics.org/data/1889_marked/Beroepen/III/e
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Fabricage_van_turfstrooisel
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Mijnwerkers
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Kolenbranders
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Fabricage_van_briquetten
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Kiezelgravers
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Directeuren_steenkolenmijnen
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Turfgravers_en_-stekers
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Kolenwerkers
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Fabricage_van_asphalt
http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b,http://www.data2semantics.org/data/1889_marked/Beroepen/IX/b/Arbeiders_zandgroeven
http://www.data2semantics.org/data/1889_marked/Beroepen/XXIII/e,http://www.data2semantics.org/data/1889_marked/Beroepen/XXIII/e/Agenten
http://www.data2semantics.org/data/1889_marked/Beroepen/XXIII/e,http://www.data2semantics.org/data/1889_marked/Beroepen/XXIII/e/Commissionnairs
http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d,http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d/Commissionnairs
http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d,http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d/Inspecteurs
http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d,http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d/Agenten
http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d,http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d/Assuradeurs
http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d,http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d/Makelaars
http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d,http://www.data2semantics.org/data/1889_marked/Beroepen/XXII/d/Directeuren
http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h/b__Politie_en_brandweer
http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h/d__Onderwijs__toezicht__onderwijzend_personeel_
http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h/e__Andere_ambten_of_bedieningen
http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h/c__Financi%C3%ABn_en_belastingen
http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h,http://www.data2semantics.org/data/1889_marked/Beroepen/XXXII/h/a__Gemeentesecretarie%C3%ABn__incl__burgemeesters_
http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n,http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n/Moutmolenaars
http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n,http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n/Bierbrouwers
http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n,http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n/Mouters
http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n,http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n/Fabricage_van_azijn
http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n,http://www.data2semantics.org/data/1889_marked/Beroepen/XVI/n/Bierbottelaars
