"year","gender","age","occupation","population"
"1889",1,19,1081,4
"1889",2,14,1081,1
"1889",2,16,1081,1
"1889",2,17,1081,1
"1889",2,18,1081,1
"1889",2,19,1081,2
"1889",2,8,1082,2
"1889",2,9,1082,21
"1889",2,10,1082,66
"1889",2,11,1082,422
"1889",2,13,1082,199
"1889",2,14,1082,1087
"1889",2,15,1082,2145
"1889",2,16,1082,1730
"1889",2,17,1082,607
"1889",2,18,1082,375
"1889",2,19,1082,153
"1889",1,7,244,3
"1889",1,8,244,4
"1889",1,9,244,16
"1889",1,10,244,18
"1889",1,11,244,49
"1889",1,13,244,19
"1889",1,14,244,72
"1889",1,15,244,47
"1889",1,16,244,17
"1889",1,17,244,5
"1889",1,18,244,4
"1889",2,16,244,2
"1889",2,17,244,2
"1889",1,11,1083,1
"1889",1,14,1083,12
"1889",1,15,1083,7
"1889",1,16,1083,4
"1889",1,11,1084,1
"1889",1,14,1084,1
"1889",1,15,1084,3
"1889",1,18,1084,1
"1889",2,15,1084,1
"1889",1,7,1085,4
"1889",1,8,1085,2
"1889",1,9,1085,68
"1889",1,10,1085,207
"1889",1,11,1085,1166
"1889",1,13,1085,517
"1889",1,14,1085,3069
"1889",1,15,1085,3873
"1889",1,16,1085,1802
"1889",1,17,1085,581
"1889",1,18,1085,355
"1889",1,19,1085,117
"1889",2,11,1085,6
"1889",2,14,1085,3
"1889",2,15,1085,10
"1889",2,16,1085,5
"1889",2,17,1085,2
"1889",2,18,1085,2
"1889",1,7,1086,43
"1889",1,8,1086,162
"1889",1,9,1086,380
"1889",1,10,1086,444
"1889",1,11,1086,524
"1889",1,13,1086,260
"1889",1,14,1086,1266
"1889",1,15,1086,1508
"1889",1,16,1086,557
"1889",1,17,1086,158
"1889",1,18,1086,98
"1889",1,19,1086,42
"1889",2,14,1086,1
"1889",2,15,1086,3
"1889",2,16,1086,4
"1889",2,17,1086,3
"1889",2,18,1086,2
"1889",1,7,1087,7
"1889",1,8,1087,14
"1889",1,9,1087,54
"1889",1,10,1087,58
"1889",1,11,1087,180
"1889",1,13,1087,68
"1889",1,14,1087,242
"1889",1,15,1087,163
"1889",1,16,1087,47
"1889",1,17,1087,6
"1889",1,18,1087,7
"1889",1,19,1087,5
"1889",2,14,1087,2
"1889",2,15,1087,5
"1889",2,16,1087,3
"1889",1,8,1088,1
"1889",1,9,1088,4
"1889",1,10,1088,6
"1889",1,11,1088,5
"1889",1,13,1088,1
"1889",1,14,1088,9
"1889",1,15,1088,9
"1889",1,16,1088,6
"1889",1,17,1088,1
"1889",1,8,1089,1
"1889",1,11,1089,2
"1889",1,13,1089,5
"1889",1,14,1089,24
"1889",1,15,1089,36
"1889",1,16,1089,15
"1889",1,17,1089,4
"1889",1,18,1089,1
"1889",1,19,1089,1
"1889",2,16,1089,2
"1889",2,17,1089,1
"1889",2,18,1089,2
"1889",2,19,1089,1
"1889",1,9,255,1
"1889",1,13,255,2
"1889",1,14,255,26
"1889",1,15,255,38
"1889",1,16,255,16
"1889",1,17,255,5
"1889",1,18,255,2
"1889",1,19,255,1
"1889",1,11,1090,2
"1889",1,16,1090,1
"1889",1,18,1090,2
"1889",1,19,1090,1
"1889",2,14,1090,1
"1889",2,15,1090,3
"1889",2,16,1090,2
"1889",1,16,1091,1
"1889",1,15,1092,1
"1889",1,15,1093,1
"1889",1,9,1094,2
"1889",1,10,1094,4
"1889",1,11,1094,13
"1889",1,13,1094,3
"1889",1,14,1094,19
"1889",1,15,1094,20
"1889",1,16,1094,20
"1889",1,17,1094,6
"1889",1,18,1094,6
"1889",1,19,1094,2
"1889",2,9,1094,1
"1889",2,10,1094,1
"1889",2,11,1094,1
"1889",2,14,1094,1
"1889",2,15,1094,5
"1889",2,16,1094,2
"1889",1,9,1095,2
"1889",1,10,1095,1
"1889",1,11,1095,1
"1889",1,13,1095,1
"1889",1,14,1095,10
"1889",1,15,1095,21
"1889",1,16,1095,7
"1889",1,17,1095,4
"1889",1,18,1095,2
"1889",1,19,1095,2
"1889",2,15,1095,1
"1889",2,16,1095,1
"1889",1,9,1096,1
"1889",1,10,1096,8
"1889",1,11,1096,51
"1889",1,13,1096,21
"1889",1,14,1096,104
"1889",1,15,1096,68
"1889",1,16,1096,17
"1889",1,17,1096,4
"1889",1,18,1096,2
"1889",1,11,1097,1
"1889",1,14,1097,2
"1889",1,15,1097,1
"1889",1,16,1097,1
"1889",1,7,261,1
"1889",1,8,261,8
"1889",1,9,261,19
"1889",1,10,261,28
"1889",1,11,261,77
"1889",1,13,261,22
"1889",1,14,261,97
"1889",1,15,261,46
"1889",1,16,261,38
"1889",1,17,261,15
"1889",1,18,261,6
"1889",1,19,261,1
"1889",1,9,1098,7
"1889",1,10,1098,13
"1889",1,11,1098,20
"1889",1,13,1098,9
"1889",1,14,1098,39
"1889",1,15,1098,47
"1889",1,16,1098,39
"1889",1,17,1098,19
"1889",1,18,1098,7
"1889",1,19,1098,1
"1889",2,8,1099,6
"1889",2,9,1099,48
"1889",2,10,1099,84
"1889",2,11,1099,295
"1889",2,13,1099,125
"1889",2,14,1099,352
"1889",2,15,1099,295
"1889",2,16,1099,152
"1889",2,17,1099,54
"1889",2,18,1099,20
"1889",2,19,1099,19
"1889",1,7,1100,2
"1889",1,8,1100,7
"1889",1,9,1100,24
"1889",1,10,1100,41
"1889",1,11,1100,151
"1889",1,13,1100,79
"1889",1,14,1100,460
"1889",1,15,1100,540
"1889",1,16,1100,183
"1889",1,17,1100,69
"1889",1,18,1100,41
"1889",1,19,1100,16
"1889",2,16,1100,1
"1889",2,18,1100,1
"1889",1,10,1101,7
"1889",1,11,1101,22
"1889",1,13,1101,9
"1889",1,14,1101,63
"1889",1,15,1101,75
"1889",1,16,1101,16
"1889",1,17,1101,2
"1889",1,18,1101,1
"1889",1,7,267,1
"1889",1,8,267,2
"1889",1,9,267,19
"1889",1,10,267,39
"1889",1,11,267,97
"1889",1,13,267,33
"1889",1,14,267,232
"1889",1,15,267,300
"1889",1,16,267,117
"1889",1,17,267,30
"1889",1,18,267,19
"1889",1,19,267,10
"1889",2,7,267,1
"1889",2,8,267,1
"1889",2,10,267,1
"1889",2,11,267,2
"1889",2,13,267,2
"1889",1,11,1102,3
"1889",1,13,1102,1
"1889",1,14,1102,1
"1889",1,15,1102,3
"1889",1,16,1102,1
"1889",2,11,1102,3
"1889",2,18,1102,2
"1889",2,19,1102,2
"1889",1,7,1103,3
"1889",1,8,1103,5
"1889",1,9,1103,7
"1889",1,10,1103,8
"1889",1,11,1103,24
"1889",1,13,1103,6
"1889",1,14,1103,30
"1889",1,15,1103,29
"1889",1,16,1103,23
"1889",1,17,1103,6
"1889",1,18,1103,5
"1889",1,19,1103,1
"1889",2,8,1103,1
"1889",2,9,1103,5
"1889",2,10,1103,8
"1889",2,11,1103,12
"1889",2,13,1103,3
"1889",2,14,1103,3
"1889",2,15,1103,5
"1889",2,16,1103,1
"1889",2,18,1103,1
"1889",1,11,1104,1
"1889",1,14,1104,1
"1889",1,15,1104,1
"1889",1,10,1105,2
"1889",1,11,1105,7
"1889",1,13,1105,3
"1889",1,14,1105,34
"1889",1,15,1105,48
"1889",1,16,1105,22
"1889",1,17,1105,12
"1889",1,18,1105,9
"1889",1,19,1105,6
"1889",2,16,1105,3
"1889",2,17,1105,1
"1889",2,18,1105,1
"1889",1,11,1106,1
"1889",1,14,1106,3
"1889",1,15,1106,4
"1889",1,16,1106,1
"1889",1,17,1106,1
"1889",1,9,1107,1
"1889",1,10,1107,2
"1889",1,11,1107,6
"1889",1,13,1107,34
"1889",1,14,1107,287
"1889",1,15,1107,551
"1889",1,16,1107,187
"1889",1,17,1107,45
"1889",1,18,1107,30
"1889",1,19,1107,14
"1889",2,10,1107,1
"1889",2,11,1107,9
"1889",2,13,1107,8
"1889",2,14,1107,180
"1889",2,15,1107,327
"1889",2,16,1107,147
"1889",2,17,1107,56
"1889",2,18,1107,33
"1889",2,19,1107,18
"1889",1,7,1108,1
"1889",1,9,1108,1
"1889",1,10,1108,3
"1889",1,11,1108,31
"1889",1,13,1108,36
"1889",1,14,1108,159
"1889",1,15,1108,157
"1889",1,16,1108,44
"1889",1,17,1108,4
"1889",1,18,1108,1
"1889",2,11,1108,3
"1889",2,13,1108,6
"1889",2,14,1108,11
"1889",1,9,1109,1
"1889",1,11,1109,3
"1889",1,14,1109,2
"1889",1,9,1110,1
"1889",1,10,1110,1
"1889",1,11,1110,2
"1889",1,13,1110,1
"1889",1,14,1110,6
"1889",1,15,1110,2
"1889",1,16,1110,2
"1889",2,10,1110,2
"1889",2,11,1110,21
"1889",2,13,1110,6
"1889",2,14,1110,13
"1889",2,15,1110,1
"1889",1,9,1111,2
"1889",1,10,1111,5
"1889",1,11,1111,11
"1889",1,13,1111,19
"1889",1,14,1111,63
"1889",1,15,1111,29
"1889",1,16,1111,6
"1889",1,17,1111,4
"1889",1,7,1112,38
"1889",1,8,1112,131
"1889",1,9,1112,369
"1889",1,10,1112,331
"1889",1,11,1112,1127
"1889",1,13,1112,531
"1889",1,14,1112,2849
"1889",1,15,1112,2739
"1889",1,16,1112,926
"1889",1,17,1112,333
"1889",1,18,1112,229
"1889",1,19,1112,133
"1889",2,14,1112,1
"1889",2,15,1112,2
"1889",2,17,1112,1
"1889",2,18,1112,1
"1889",1,10,543,2
"1889",1,11,543,2
"1889",1,13,543,1
"1889",1,14,543,5
"1889",1,15,543,5
"1889",1,16,543,1
"1889",1,18,543,4
"1889",1,14,1113,1
"1889",1,7,1173,4
"1889",1,8,1173,5
"1889",1,9,1173,33
"1889",1,10,1173,45
"1889",1,11,1173,92
"1889",1,13,1173,30
"1889",1,14,1173,151
"1889",1,15,1173,224
"1889",1,16,1173,133
"1889",1,17,1173,58
"1889",1,18,1173,35
"1889",1,19,1173,38
"1889",2,15,1173,1
"1889",2,16,1173,2
"1889",2,18,1173,1
"1889",1,11,1174,1
"1889",1,13,1174,2
"1889",1,14,1174,1
"1889",1,15,1174,1
"1889",1,19,1174,2
"1889",1,11,1175,5
"1889",1,13,1175,6
"1889",1,14,1175,24
"1889",1,15,1175,88
"1889",1,16,1175,31
"1889",1,17,1175,13
"1889",1,18,1175,12
"1889",1,19,1175,3
"1889",2,14,1175,18
"1889",2,15,1175,51
"1889",2,16,1175,38
"1889",2,17,1175,14
"1889",2,18,1175,1
"1889",2,19,1175,5
"1889",1,11,1176,1
"1889",1,14,1176,20
"1889",1,15,1176,21
"1889",1,16,1176,9
"1889",1,17,1176,3
"1889",1,18,1176,1
"1889",1,19,1176,2
"1889",2,14,1176,1
"1889",1,14,1177,6
"1889",1,15,1177,4
"1889",1,16,1177,2
"1889",1,17,1177,2
"1889",2,17,1177,1
"1889",1,11,1178,1
"1889",1,14,1178,1
"1889",1,15,1178,2
"1889",1,16,1178,2
"1889",1,17,1178,1
"1889",1,18,1178,1
"1889",2,15,1178,1
"1889",1,8,1179,2
"1889",1,10,1179,3
"1889",1,11,1179,11
"1889",1,13,1179,4
"1889",1,14,1179,17
"1889",1,15,1179,34
"1889",1,16,1179,19
"1889",1,17,1179,6
"1889",1,18,1179,3
"1889",1,19,1179,3
"1889",2,15,1179,1
"1889",1,14,1180,1
"1889",1,15,1180,4
"1889",1,16,1180,2
"1889",1,11,1181,1
"1889",1,15,1181,5
"1889",1,16,1181,11
"1889",1,17,1181,3
"1889",1,19,1181,1
"1889",2,17,1181,1
"1889",1,11,284,1
"1889",1,14,284,2
"1889",1,15,284,1
"1889",1,16,284,2
"1889",1,17,284,1
"1889",1,14,1182,1
"1889",1,15,1182,4
"1889",1,16,1182,1
"1889",1,17,1182,1
"1889",1,18,1182,1
"1889",2,16,1182,1
"1889",1,14,1183,2
"1889",1,16,1183,1
"1889",1,18,1183,1
"1889",1,11,1184,2
"1889",1,14,1184,1
"1889",1,15,1184,4
"1889",1,16,1184,3
"1889",1,17,1184,1
"1889",2,16,1184,3
"1889",2,18,1184,1
"1889",1,13,1185,1
"1889",1,9,1186,2
"1889",1,10,1186,1
"1889",1,11,1186,4
"1889",1,13,1186,3
"1889",1,14,1186,7
"1889",1,15,1186,7
"1889",1,16,1186,3
"1889",1,17,1186,3
"1889",1,19,1186,1
"1889",1,15,1187,1
"1889",2,16,1188,1
"1889",1,14,1189,1
"1889",1,18,1189,1
"1889",1,15,1190,1
"1889",1,7,1191,2
"1889",1,8,1191,3
"1889",1,9,1191,2
"1889",1,10,1191,3
"1889",1,11,1191,9
"1889",1,13,1191,3
"1889",1,14,1191,13
"1889",1,15,1191,11
"1889",1,16,1191,2
"1889",1,17,1191,1
"1889",1,18,1191,1
"1889",1,8,1192,2
"1889",1,9,1192,3
"1889",1,10,1192,2
"1889",1,11,1192,6
"1889",1,13,1192,2
"1889",1,14,1192,6
"1889",1,15,1192,7
"1889",1,16,1192,1
"1889",1,17,1192,1
"1889",1,9,1193,1
"1889",1,14,1193,8
"1889",1,15,1193,6
"1889",1,16,1193,1
"1889",1,17,1193,1
"1889",1,19,1193,1
"1889",1,13,1194,1
"1889",1,14,1194,1
"1889",1,17,1194,2
"1889",1,18,1194,1
"1889",2,11,1194,2
"1889",2,14,1194,4
"1889",2,15,1194,3
"1889",2,16,1194,1
"1889",2,17,1194,1
"1889",2,19,1194,1
"1889",1,9,291,1
"1889",1,11,291,4
"1889",1,14,291,1
"1889",1,15,291,3
"1889",1,16,291,2
"1889",1,17,291,2
"1889",1,18,291,1
"1889",1,19,291,2
"1889",1,7,1195,22
"1889",1,8,1195,72
"1889",1,9,1195,187
"1889",1,10,1195,256
"1889",1,11,1195,539
"1889",1,13,1195,192
"1889",1,14,1195,711
"1889",1,15,1195,470
"1889",1,16,1195,151
"1889",1,17,1195,54
"1889",1,18,1195,32
"1889",1,19,1195,12
"1889",2,14,1195,2
"1889",2,15,1195,9
"1889",2,16,1195,3
"1889",2,17,1195,1
"1889",2,18,1195,1
"1889",2,19,1195,1
"1889",1,15,293,2
"1889",2,17,293,1
"1889",1,7,1196,4
"1889",1,8,1196,4
"1889",1,9,1196,11
"1889",1,10,1196,36
"1889",1,11,1196,213
"1889",1,13,1196,115
"1889",1,14,1196,609
"1889",1,15,1196,571
"1889",1,16,1196,192
"1889",1,17,1196,66
"1889",1,18,1196,18
"1889",1,19,1196,10
"1889",2,11,1196,1
"1889",2,13,1196,2
"1889",2,15,1196,2
"1889",2,16,1196,5
"1889",2,17,1196,1
"1889",2,18,1196,2
"1889",1,8,1197,1
"1889",1,14,1197,1
"1889",1,15,1197,4
"1889",1,18,1197,1
"1889",1,15,1198,1
"1889",1,14,1199,4
"1889",1,15,1199,12
"1889",1,16,1199,9
"1889",1,17,1199,14
"1889",1,18,1199,5
"1889",1,19,1199,3
"1889",1,14,1200,1
"1889",1,16,1200,1
"1889",1,9,1201,1
"1889",1,10,1201,1
"1889",2,9,1201,2
"1889",2,11,1201,5
"1889",2,13,1201,2
"1889",2,14,1201,2
"1889",2,15,1201,2
"1889",1,11,1202,1
"1889",1,14,1202,3
"1889",1,15,1202,8
"1889",1,16,1202,6
"1889",1,17,1202,1
"1889",2,8,1202,1
"1889",2,9,1202,5
"1889",2,10,1202,15
"1889",2,11,1202,108
"1889",2,13,1202,37
"1889",2,14,1202,307
"1889",2,15,1202,577
"1889",2,16,1202,386
"1889",2,17,1202,112
"1889",2,18,1202,95
"1889",2,19,1202,51
"1889",1,9,562,1
"1889",1,10,562,3
"1889",1,11,562,3
"1889",1,13,562,6
"1889",1,14,562,38
"1889",1,15,562,81
"1889",1,16,562,56
"1889",1,17,562,24
"1889",1,18,562,13
"1889",1,19,562,1
"1889",2,9,562,1
"1889",2,10,562,1
"1889",2,11,562,6
"1889",2,13,562,12
"1889",2,14,562,49
"1889",2,15,562,92
"1889",2,16,562,66
"1889",2,17,562,18
"1889",2,18,562,10
"1889",2,19,562,4
"1889",1,10,1203,1
"1889",1,11,1203,4
"1889",1,13,1203,4
"1889",1,14,1203,29
"1889",1,15,1203,40
"1889",1,16,1203,19
"1889",1,17,1203,6
"1889",1,18,1203,1
"1889",1,19,1203,2
"1889",1,14,1204,4
"1889",1,15,1204,14
"1889",1,16,1204,17
"1889",1,17,1204,7
"1889",1,18,1204,3
"1889",2,14,1204,10
"1889",2,15,1204,20
"1889",2,16,1204,17
"1889",2,17,1204,5
"1889",2,18,1204,3
"1889",1,9,1205,1
"1889",1,11,1205,1
"1889",1,13,1205,4
"1889",1,14,1205,62
"1889",1,15,1205,51
"1889",1,16,1205,16
"1889",1,17,1205,4
"1889",1,18,1205,1
"1889",1,7,1206,1
"1889",1,8,1206,3
"1889",1,9,1206,36
"1889",1,10,1206,31
"1889",1,11,1206,44
"1889",1,13,1206,16
"1889",1,14,1206,85
"1889",1,15,1206,84
"1889",1,16,1206,36
"1889",1,17,1206,12
"1889",1,18,1206,6
"1889",1,19,1206,4
"1889",1,7,1207,19
"1889",1,8,1207,39
"1889",1,9,1207,312
"1889",1,10,1207,496
"1889",1,11,1207,1366
"1889",1,13,1207,477
"1889",1,14,1207,1181
"1889",1,15,1207,641
"1889",1,16,1207,256
"1889",1,17,1207,38
"1889",1,18,1207,20
"1889",1,19,1207,6
"1889",2,7,1207,1
"1889",2,8,1207,11
"1889",2,9,1207,50
"1889",2,10,1207,146
"1889",2,11,1207,618
"1889",2,13,1207,278
"1889",2,14,1207,578
"1889",2,15,1207,175
"1889",2,16,1207,23
"1889",2,17,1207,5
"1889",1,8,1208,1
"1889",1,9,1208,9
"1889",1,10,1208,16
"1889",1,11,1208,163
"1889",1,13,1208,227
"1889",1,14,1208,2165
"1889",1,15,1208,2523
"1889",1,16,1208,1105
"1889",1,17,1208,386
"1889",1,18,1208,319
"1889",1,19,1208,111
"1889",2,9,1208,1
"1889",2,10,1208,7
"1889",2,11,1208,93
"1889",2,13,1208,113
"1889",2,14,1208,1216
"1889",2,15,1208,2156
"1889",2,16,1208,1066
"1889",2,17,1208,403
"1889",2,18,1208,204
"1889",2,19,1208,103
"1889",1,8,1209,1
"1889",1,9,1209,7
"1889",1,10,1209,7
"1889",1,11,1209,12
"1889",1,13,1209,5
"1889",1,14,1209,23
"1889",1,15,1209,18
"1889",1,16,1209,8
"1889",1,17,1209,3
"1889",1,18,1209,1
"1889",1,19,1209,1
"1889",1,7,1210,20
"1889",1,8,1210,97
"1889",1,9,1210,854
"1889",1,10,1210,1566
"1889",1,11,1210,5064
"1889",1,13,1210,2187
"1889",1,14,1210,10025
"1889",1,15,1210,10594
"1889",1,16,1210,4536
"1889",1,17,1210,1541
"1889",1,18,1210,1038
"1889",1,19,1210,829
"1889",2,7,1210,76
"1889",2,8,1210,337
"1889",2,9,1210,1908
"1889",2,10,1210,3839
"1889",2,11,1210,12422
"1889",2,12,1210,39
"1889",2,13,1210,4596
"1889",2,14,1210,12118
"1889",2,15,1210,7241
"1889",2,16,1210,3482
"1889",2,17,1210,1150
"1889",2,18,1210,707
"1889",2,19,1210,281
"1889",1,7,1211,3
"1889",1,8,1211,11
"1889",1,9,1211,29
"1889",1,10,1211,25
"1889",1,11,1211,43
"1889",1,13,1211,15
"1889",1,14,1211,85
"1889",1,15,1211,108
"1889",1,16,1211,43
"1889",1,17,1211,13
"1889",1,18,1211,6
"1889",1,19,1211,2
"1889",2,15,1211,1
"1889",1,11,1212,1
"1889",1,14,1212,2
"1889",1,15,1212,1
"1889",1,18,1212,2
"1889",1,9,570,1
"1889",1,11,570,3
"1889",1,13,570,1
"1889",1,14,570,3
"1889",1,15,570,6
"1889",1,16,570,3
"1889",1,17,570,2
"1889",1,19,570,2
"1889",2,10,570,1
"1889",2,15,570,2
"1889",2,16,570,1
"1889",2,17,570,1
"1889",1,7,1213,4
"1889",1,8,1213,3
"1889",1,9,1213,3
"1889",1,10,1213,3
"1889",1,11,1213,5
"1889",1,14,1213,11
"1889",1,15,1213,10
"1889",1,16,1213,10
"1889",1,17,1213,1
"1889",1,18,1213,1
"1889",1,19,1213,2
"1889",2,7,1213,1
"1889",2,8,1213,1
"1889",2,13,1213,1
"1889",2,15,1213,1
"1889",2,16,1213,1
"1889",1,9,1214,1
"1889",1,11,1214,2
"1889",1,14,1214,4
"1889",1,15,1214,2
"1889",1,16,1214,1
"1889",1,17,1214,1
"1889",1,8,1215,1
"1889",1,9,1215,5
"1889",1,10,1215,3
"1889",1,11,1215,6
"1889",1,13,1215,5
"1889",1,14,1215,23
"1889",1,15,1215,17
"1889",1,16,1215,7
"1889",1,17,1215,3
"1889",1,18,1215,2
"1889",1,10,310,1
"1889",1,11,310,4
"1889",1,14,310,7
"1889",1,15,310,7
"1889",1,16,310,3
"1889",2,10,310,1
"1889",1,7,1216,12
"1889",1,8,1216,30
"1889",1,9,1216,107
"1889",1,10,1216,153
"1889",1,11,1216,255
"1889",1,13,1216,94
"1889",1,14,1216,416
"1889",1,15,1216,389
"1889",1,16,1216,149
"1889",1,17,1216,33
"1889",1,18,1216,11
"1889",1,19,1216,6
"1889",2,13,1216,1
"1889",1,8,1217,3
"1889",1,9,1217,8
"1889",1,10,1217,8
"1889",1,11,1217,30
"1889",1,13,1217,6
"1889",1,14,1217,43
"1889",1,15,1217,85
"1889",1,16,1217,46
"1889",1,17,1217,26
"1889",1,18,1217,15
"1889",1,19,1217,8
"1889",2,18,1217,1
"1889",1,11,1218,2
"1889",1,13,1218,1
"1889",1,14,1218,2
"1889",1,15,1218,10
"1889",1,16,1218,4
"1889",1,17,1218,4
"1889",2,9,1218,1
"1889",2,19,1218,1
"1889",1,10,1219,2
"1889",1,11,1219,12
"1889",1,13,1219,9
"1889",1,14,1219,55
"1889",1,15,1219,40
"1889",1,16,1219,23
"1889",1,17,1219,2
"1889",1,18,1219,5
"1889",1,19,1219,3
"1889",2,10,1219,5
"1889",2,11,1219,61
"1889",2,13,1219,31
"1889",2,14,1219,154
"1889",2,15,1219,113
"1889",2,16,1219,44
"1889",2,17,1219,12
"1889",2,18,1219,7
"1889",2,19,1219,2
"1889",1,11,1220,2
"1889",1,14,1220,8
"1889",1,15,1220,21
"1889",1,16,1220,11
"1889",1,17,1220,5
"1889",2,11,1220,6
"1889",2,13,1220,4
"1889",2,14,1220,29
"1889",2,15,1220,44
"1889",2,16,1220,12
"1889",2,17,1220,7
"1889",2,18,1220,3
"1889",2,19,1220,1
"1889",1,7,315,6803
"1889",1,8,315,5084
"1889",1,9,315,6170
"1889",1,10,315,3225
"1889",1,11,315,2867
"1889",1,13,315,413
"1889",1,14,315,1946
"1889",1,15,315,2219
"1889",1,16,315,2113
"1889",1,17,315,1674
"1889",1,18,315,2046
"1889",1,19,315,4044
"1889",2,7,315,7491
"1889",2,8,315,6958
"1889",2,9,315,11798
"1889",2,10,315,9394
"1889",2,11,315,18614
"1889",2,12,315,110164
"1889",2,13,315,7250
"1889",2,14,315,49237
"1889",2,15,315,53258
"1889",2,16,315,24904
"1889",2,17,315,10920
"1889",2,18,315,9001
"1889",2,19,315,11651
"1889",1,11,316,1
"1889",1,14,316,4
"1889",1,15,316,5
"1889",1,16,316,1
"1889",1,14,1221,1
"1889",1,15,1221,9
"1889",1,16,1221,1
