"year","gender","age","occupation","population"
"1889",2,11,965,1
"1889",2,15,965,1
"1889",2,16,965,1
"1889",1,7,408,3
"1889",1,8,408,4
"1889",1,9,408,3
"1889",1,10,408,2
"1889",1,11,408,4
"1889",1,13,408,1
"1889",1,14,408,5
"1889",1,15,408,3
"1889",1,16,408,6
"1889",1,10,966,1
"1889",1,11,966,1
"1889",1,16,966,1
"1889",1,7,967,2
"1889",1,8,967,2
"1889",1,9,967,40
"1889",1,10,967,83
"1889",1,11,967,233
"1889",1,13,967,127
"1889",1,14,967,510
"1889",1,15,967,388
"1889",1,16,967,59
"1889",1,17,967,18
"1889",1,18,967,8
"1889",2,8,967,2
"1889",2,10,967,4
"1889",2,11,967,47
"1889",2,13,967,26
"1889",2,14,967,34
"1889",2,15,967,2
"1889",2,16,967,1
"1889",2,18,967,1
"1889",1,10,968,1
"1889",1,13,968,1
"1889",1,7,969,2
"1889",1,8,969,9
"1889",1,9,969,33
"1889",1,10,969,35
"1889",1,11,969,66
"1889",1,13,969,38
"1889",1,14,969,159
"1889",1,15,969,150
"1889",1,16,969,124
"1889",1,17,969,8
"1889",1,18,969,2
"1889",2,7,970,1
"1889",2,14,970,1
"1889",2,15,970,7
"1889",2,16,970,3
"1889",1,7,971,20
"1889",1,8,971,79
"1889",1,9,971,234
"1889",1,10,971,246
"1889",1,11,971,634
"1889",1,13,971,224
"1889",1,14,971,1273
"1889",1,15,971,1161
"1889",1,16,971,592
"1889",1,17,971,255
"1889",1,18,971,206
"1889",1,19,971,151
"1889",2,8,971,2
"1889",2,9,971,3
"1889",2,10,971,1
"1889",2,11,971,6
"1889",2,13,971,1
"1889",2,14,971,4
"1889",2,15,971,1
"1889",2,16,971,2
"1889",2,17,971,1
"1889",2,19,971,1
"1889",1,10,118,1
"1889",1,11,118,1
"1889",1,13,118,1
"1889",1,14,118,3
"1889",1,15,118,1
"1889",1,7,972,4
"1889",1,8,972,19
"1889",1,9,972,58
"1889",1,10,972,84
"1889",1,11,972,148
"1889",1,13,972,67
"1889",1,14,972,177
"1889",1,15,972,188
"1889",1,16,972,59
"1889",1,17,972,16
"1889",1,18,972,8
"1889",1,19,972,2
"1889",2,13,972,1
"1889",2,15,972,2
"1889",2,16,972,1
"1889",1,9,973,2
"1889",1,10,973,9
"1889",1,11,973,34
"1889",1,13,973,34
"1889",1,14,973,151
"1889",1,15,973,109
"1889",1,16,973,27
"1889",1,17,973,10
"1889",1,18,973,2
"1889",1,19,973,1
"1889",1,8,974,1
"1889",1,9,974,3
"1889",1,10,974,19
"1889",1,11,974,60
"1889",1,13,974,29
"1889",1,14,974,252
"1889",1,15,974,262
"1889",1,16,974,84
"1889",1,17,974,27
"1889",1,18,974,13
"1889",1,19,974,5
"1889",1,8,975,2
"1889",1,9,975,5
"1889",1,10,975,2
"1889",1,11,975,10
"1889",1,13,975,3
"1889",1,14,975,14
"1889",1,15,975,13
"1889",1,16,975,6
"1889",2,16,975,1
"1889",1,10,976,2
"1889",1,11,976,4
"1889",1,13,976,6
"1889",1,14,976,14
"1889",1,15,976,17
"1889",1,16,976,11
"1889",1,18,976,1
"1889",2,8,976,1
"1889",2,9,976,1
"1889",2,10,976,2
"1889",2,11,976,14
"1889",2,13,976,3
"1889",2,14,976,3
"1889",2,15,976,1
"1889",2,17,976,1
"1889",1,10,977,1
"1889",1,11,977,6
"1889",1,13,977,9
"1889",1,14,977,126
"1889",1,15,977,262
"1889",1,16,977,98
"1889",1,17,977,17
"1889",1,18,977,15
"1889",1,19,977,2
"1889",2,11,977,3
"1889",2,13,977,4
"1889",2,14,977,38
"1889",2,15,977,74
"1889",2,16,977,24
"1889",2,17,977,4
"1889",2,18,977,5
"1889",2,19,977,2
"1889",1,13,978,1
"1889",1,14,978,6
"1889",1,15,978,1
"1889",1,16,978,3
"1889",1,17,978,1
"1889",2,10,978,1
"1889",2,11,978,1
"1889",2,13,978,2
"1889",2,14,978,1
"1889",1,11,979,1
"1889",1,14,979,4
"1889",1,15,979,4
"1889",1,16,979,4
"1889",1,17,979,2
"1889",1,18,979,1
"1889",2,8,979,1
"1889",2,9,979,9
"1889",2,10,979,7
"1889",2,11,979,42
"1889",2,13,979,8
"1889",2,14,979,20
"1889",2,15,979,8
"1889",2,16,979,3
"1889",2,18,979,1
"1889",2,19,979,1
"1889",1,9,980,9
"1889",1,10,980,15
"1889",1,11,980,69
"1889",1,13,980,25
"1889",1,14,980,84
"1889",1,15,980,66
"1889",1,16,980,23
"1889",1,17,980,6
"1889",1,18,980,9
"1889",1,19,980,1
"1889",2,10,980,1
"1889",2,11,980,4
"1889",2,14,980,7
"1889",2,15,980,13
"1889",2,16,980,12
"1889",2,17,980,3
"1889",2,19,980,1
"1889",1,14,120,2
"1889",1,15,120,1
"1889",1,16,120,1
"1889",1,13,981,1
"1889",1,14,981,2
"1889",1,15,981,2
"1889",1,16,981,2
"1889",1,8,982,3
"1889",1,9,982,13
"1889",1,10,982,49
"1889",1,11,982,283
"1889",1,13,982,194
"1889",1,14,982,1740
"1889",1,15,982,2382
"1889",1,16,982,1162
"1889",1,17,982,408
"1889",1,18,982,219
"1889",1,19,982,89
"1889",2,9,982,1
"1889",2,10,982,12
"1889",2,11,982,43
"1889",2,13,982,20
"1889",2,14,982,121
"1889",2,15,982,303
"1889",2,16,982,172
"1889",2,17,982,59
"1889",2,18,982,42
"1889",2,19,982,30
"1889",1,14,983,2
"1889",1,7,984,2
"1889",1,8,984,7
"1889",1,9,984,9
"1889",1,10,984,9
"1889",1,11,984,9
"1889",1,13,984,4
"1889",1,14,984,20
"1889",1,15,984,26
"1889",1,16,984,15
"1889",1,17,984,5
"1889",1,18,984,6
"1889",1,14,985,2
"1889",1,15,985,2
"1889",1,16,985,1
"1889",1,18,985,1
"1889",1,7,986,9
"1889",1,8,986,26
"1889",1,9,986,49
"1889",1,10,986,30
"1889",1,11,986,90
"1889",1,13,986,27
"1889",1,14,986,150
"1889",1,15,986,178
"1889",1,16,986,67
"1889",1,17,986,23
"1889",1,18,986,12
"1889",1,19,986,8
"1889",2,11,986,1
"1889",2,14,986,1
"1889",2,15,986,1
"1889",2,14,419,2
"1889",1,14,987,2
"1889",1,15,987,4
"1889",1,16,987,1
"1889",1,17,987,1
"1889",1,7,988,10
"1889",1,8,988,14
"1889",1,9,988,35
"1889",1,10,988,97
"1889",1,11,988,156
"1889",1,13,988,55
"1889",1,14,988,266
"1889",1,15,988,396
"1889",1,16,988,223
"1889",1,17,988,81
"1889",1,18,988,49
"1889",1,19,988,28
"1889",2,8,988,3
"1889",2,9,988,9
"1889",2,10,988,9
"1889",2,11,988,18
"1889",2,12,988,1
"1889",2,13,988,4
"1889",2,14,988,40
"1889",2,15,988,85
"1889",2,16,988,88
"1889",2,17,988,44
"1889",2,18,988,29
"1889",2,19,988,16
"1889",1,11,989,1
"1889",1,15,989,2
"1889",1,11,990,4
"1889",1,13,990,3
"1889",1,14,990,16
"1889",1,15,990,4
"1889",1,16,990,1
"1889",2,11,990,4
"1889",2,13,990,4
"1889",2,14,990,12
"1889",2,15,990,12
"1889",2,16,990,5
"1889",2,18,990,1
"1889",2,18,991,1
"1889",1,7,992,2
"1889",1,8,992,2
"1889",1,9,992,4
"1889",1,10,992,20
"1889",1,11,992,56
"1889",1,13,992,43
"1889",1,14,992,210
"1889",1,15,992,241
"1889",1,16,992,109
"1889",1,17,992,44
"1889",1,18,992,21
"1889",1,19,992,8
"1889",2,14,992,2
"1889",2,15,992,8
"1889",2,16,992,12
"1889",2,17,992,2
"1889",2,18,992,5
"1889",2,19,992,1
"1889",1,7,993,8
"1889",1,8,993,26
"1889",1,9,993,80
"1889",1,10,993,103
"1889",1,11,993,113
"1889",1,13,993,41
"1889",1,14,993,202
"1889",1,15,993,288
"1889",1,16,993,112
"1889",1,17,993,47
"1889",1,18,993,32
"1889",1,19,993,15
"1889",2,15,993,3
"1889",2,19,993,1
"1889",1,11,994,3
"1889",1,13,994,1
"1889",1,14,994,10
"1889",1,15,994,15
"1889",1,17,994,2
"1889",1,9,995,1
"1889",1,11,995,1
"1889",2,7,995,1
"1889",2,8,995,3
"1889",2,9,995,24
"1889",2,10,995,28
"1889",2,11,995,39
"1889",2,13,995,6
"1889",2,14,995,23
"1889",2,15,995,3
"1889",2,16,995,2
"1889",1,7,996,1
"1889",1,8,996,1
"1889",1,9,996,48
"1889",1,10,996,82
"1889",1,11,996,19
"1889",1,13,996,1
"1889",2,8,996,8
"1889",2,9,996,30
"1889",2,10,996,51
"1889",2,11,996,33
"1889",2,14,996,4
"1889",1,10,997,1
"1889",1,11,997,10
"1889",1,13,997,4
"1889",1,14,997,84
"1889",1,15,997,166
"1889",1,16,997,106
"1889",1,17,997,31
"1889",1,18,997,32
"1889",1,19,997,13
"1889",1,7,155,2
"1889",1,8,155,2
"1889",1,9,155,14
"1889",1,10,155,22
"1889",1,11,155,51
"1889",1,13,155,17
"1889",1,14,155,69
"1889",1,15,155,96
"1889",1,16,155,43
"1889",1,17,155,22
"1889",1,18,155,7
"1889",1,19,155,12
"1889",2,8,155,1
"1889",2,11,155,1
"1889",2,15,155,1
"1889",2,16,155,1
"1889",1,11,998,1
"1889",1,13,998,2
"1889",1,14,998,11
"1889",1,15,998,16
"1889",1,16,998,8
"1889",1,17,998,1
"1889",1,18,998,3
"1889",2,13,998,1
"1889",2,14,998,3
"1889",2,15,998,5
"1889",2,16,998,2
"1889",1,11,999,4
"1889",1,13,999,3
"1889",1,14,999,13
"1889",1,15,999,12
"1889",1,16,999,8
"1889",1,18,999,1
"1889",1,19,999,2
"1889",2,11,999,4
"1889",2,13,999,1
"1889",2,14,999,8
"1889",2,15,999,6
"1889",1,9,1000,2
"1889",1,10,1000,1
"1889",1,11,1000,4
"1889",1,13,1000,3
"1889",1,14,1000,13
"1889",1,15,1000,24
"1889",1,16,1000,6
"1889",1,17,1000,2
"1889",1,18,1000,1
"1889",1,19,1000,2
"1889",1,14,163,2
"1889",1,19,163,1
"1889",1,14,1001,3
"1889",1,15,1001,2
"1889",1,16,1001,1
"1889",1,17,1001,1
"1889",1,9,167,1
"1889",1,10,167,2
"1889",1,15,167,8
"1889",1,16,167,2
"1889",1,18,167,1
"1889",1,19,167,1
"1889",1,7,1002,9
"1889",1,8,1002,25
"1889",1,9,1002,98
"1889",1,10,1002,106
"1889",1,11,1002,247
"1889",1,13,1002,70
"1889",1,14,1002,355
"1889",1,15,1002,235
"1889",1,16,1002,87
"1889",1,17,1002,35
"1889",1,18,1002,14
"1889",1,19,1002,6
"1889",2,15,1002,1
"1889",2,16,1002,1
"1889",2,17,1002,1
"1889",1,8,1003,1
"1889",1,9,1003,2
"1889",1,10,1003,6
"1889",1,11,1003,4
"1889",1,13,1003,7
"1889",1,14,1003,8
"1889",1,15,1003,12
"1889",1,16,1003,4
"1889",1,17,1003,2
"1889",1,18,1003,1
"1889",1,15,1004,1
"1889",1,18,1005,1
"1889",1,10,1006,1
"1889",1,15,1006,1
"1889",1,7,1007,102
"1889",1,8,1007,220
"1889",1,9,1007,592
"1889",1,10,1007,479
"1889",1,11,1007,638
"1889",1,13,1007,166
"1889",1,14,1007,730
"1889",1,15,1007,781
"1889",1,16,1007,332
"1889",1,17,1007,142
"1889",1,18,1007,66
"1889",1,19,1007,61
"1889",2,7,1007,12
"1889",2,8,1007,34
"1889",2,9,1007,54
"1889",2,10,1007,35
"1889",2,11,1007,18
"1889",2,13,1007,6
"1889",2,14,1007,6
"1889",2,15,1007,17
"1889",2,16,1007,21
"1889",2,17,1007,8
"1889",2,18,1007,7
"1889",2,19,1007,4
"1889",1,9,1008,2
"1889",1,10,1008,1
"1889",1,11,1008,40
"1889",1,13,1008,29
"1889",1,14,1008,66
"1889",1,15,1008,43
"1889",1,16,1008,12
"1889",1,17,1008,6
"1889",1,18,1008,4
"1889",1,19,1008,3
"1889",2,10,1008,2
"1889",2,13,1008,6
"1889",2,14,1008,3
"1889",2,15,1008,1
"1889",2,18,1008,1
"1889",1,13,1009,2
"1889",1,14,1009,6
"1889",1,15,1009,7
"1889",1,10,1010,8
"1889",1,11,1010,28
"1889",1,13,1010,22
"1889",1,14,1010,115
"1889",1,15,1010,94
"1889",1,16,1010,25
"1889",1,17,1010,1
"1889",1,18,1010,5
"1889",1,7,1011,3
"1889",1,8,1011,19
"1889",1,9,1011,96
"1889",1,10,1011,178
"1889",1,11,1011,496
"1889",1,13,1011,197
"1889",1,14,1011,858
"1889",1,15,1011,929
"1889",1,16,1011,425
"1889",1,17,1011,146
"1889",1,18,1011,75
"1889",1,19,1011,44
"1889",2,10,1011,1
"1889",2,11,1011,2
"1889",2,13,1011,2
"1889",2,15,1011,1
"1889",1,13,1012,1
"1889",1,14,1012,5
"1889",1,15,1012,5
"1889",1,16,1012,2
"1889",1,11,1013,4
"1889",1,13,1013,14
"1889",1,14,1013,184
"1889",1,15,1013,300
"1889",1,16,1013,156
"1889",1,17,1013,43
"1889",1,18,1013,25
"1889",1,19,1013,22
"1889",2,16,1013,1
"1889",1,14,1014,4
"1889",1,15,1014,9
"1889",1,16,1014,6
"1889",1,17,1014,4
"1889",1,18,1014,4
"1889",1,19,1014,3
"1889",2,11,1014,6
"1889",2,13,1014,3
"1889",2,14,1014,37
"1889",2,15,1014,152
"1889",2,16,1014,89
"1889",2,17,1014,29
"1889",2,18,1014,26
"1889",2,19,1014,14
"1889",1,15,1015,1
"1889",1,7,1016,13
"1889",1,8,1016,16
"1889",1,9,1016,40
"1889",1,10,1016,133
"1889",1,11,1016,405
"1889",1,13,1016,172
"1889",1,14,1016,867
"1889",1,15,1016,796
"1889",1,16,1016,245
"1889",1,17,1016,53
"1889",1,18,1016,16
"1889",1,19,1016,13
"1889",1,15,1017,1
"1889",1,16,1017,1
"1889",1,19,1017,1
"1889",1,7,1018,1
"1889",1,8,1018,7
"1889",1,9,1018,28
"1889",1,10,1018,25
"1889",1,11,1018,55
"1889",1,13,1018,26
"1889",1,14,1018,110
"1889",1,15,1018,87
"1889",1,16,1018,36
"1889",1,17,1018,9
"1889",1,18,1018,3
"1889",1,9,1019,2
"1889",1,11,1019,5
"1889",1,13,1019,4
"1889",1,14,1019,8
"1889",1,15,1019,10
"1889",1,16,1019,6
"1889",1,17,1019,2
"1889",1,18,1019,1
"1889",1,10,1020,3
"1889",1,11,1020,2
"1889",1,13,1020,1
"1889",1,14,1020,3
"1889",1,15,1020,2
"1889",1,7,1021,1
"1889",1,8,1021,2
"1889",1,9,1021,7
"1889",1,10,1021,17
"1889",1,11,1021,29
"1889",1,13,1021,8
"1889",1,14,1021,43
"1889",1,15,1021,59
"1889",1,16,1021,16
"1889",1,17,1021,8
"1889",1,18,1021,5
"1889",1,19,1021,1
"1889",2,16,1021,1
"1889",1,11,1022,1
"1889",1,10,1023,1
"1889",1,14,1023,1
"1889",1,7,186,4
"1889",1,8,186,12
"1889",1,9,186,39
"1889",1,10,186,59
"1889",1,11,186,250
"1889",1,13,186,130
"1889",1,14,186,777
"1889",1,15,186,1100
"1889",1,16,186,486
"1889",1,17,186,180
"1889",1,18,186,111
"1889",1,19,186,64
"1889",2,15,186,1
"1889",2,16,186,1
"1889",2,19,186,1
"1889",1,9,459,1
"1889",1,10,459,1
"1889",1,11,459,2
"1889",1,13,459,1
"1889",1,14,459,8
"1889",1,15,459,9
"1889",1,16,459,7
"1889",1,17,459,5
"1889",1,18,459,2
"1889",1,19,459,3
"1889",2,7,1024,3
"1889",2,8,1024,19
"1889",2,9,1024,94
"1889",2,10,1024,121
"1889",2,11,1024,358
"1889",2,13,1024,171
"1889",2,14,1024,420
"1889",2,15,1024,220
"1889",2,16,1024,46
"1889",2,17,1024,18
"1889",2,18,1024,4
"1889",2,19,1024,5
"1889",1,7,1025,1
"1889",1,8,1025,3
"1889",1,9,1025,4
"1889",1,10,1025,9
"1889",1,11,1025,10
"1889",1,13,1025,10
"1889",1,14,1025,63
"1889",1,15,1025,86
"1889",1,16,1025,28
"1889",1,17,1025,7
"1889",1,18,1025,8
"1889",1,19,1025,2
"1889",2,15,1025,1
"1889",1,11,189,1
"1889",1,15,189,2
"1889",1,16,189,1
"1889",1,17,189,4
"1889",1,18,189,1
"1889",1,18,1026,1
"1889",1,7,1027,1
"1889",1,9,1027,1
"1889",1,10,1027,2
"1889",1,11,1027,3
"1889",1,13,1027,3
"1889",1,14,1027,20
"1889",1,15,1027,11
"1889",1,16,1027,2
"1889",1,10,190,1
"1889",1,11,190,2
"1889",1,13,190,1
"1889",1,14,190,1
"1889",1,15,190,3
"1889",1,16,190,5
"1889",1,17,190,1
"1889",2,9,1028,2
"1889",2,11,1028,2
"1889",2,13,1028,4
"1889",2,14,1028,20
"1889",2,15,1028,32
"1889",2,16,1028,13
"1889",2,17,1028,4
"1889",2,18,1028,7
"1889",2,19,1028,4
"1889",2,9,1029,1
"1889",2,11,1029,1
"1889",2,13,1029,1
"1889",2,14,1029,12
"1889",2,15,1029,23
"1889",2,16,1029,7
"1889",2,17,1029,2
"1889",2,18,1029,2
"1889",2,19,1029,4
"1889",1,9,1030,5
"1889",1,10,1030,9
"1889",1,11,1030,30
"1889",1,13,1030,19
"1889",1,14,1030,104
"1889",1,15,1030,172
"1889",1,16,1030,47
"1889",1,17,1030,14
"1889",1,18,1030,11
"1889",1,19,1030,9
"1889",2,9,1030,2
"1889",2,10,1030,2
"1889",2,11,1030,24
"1889",2,13,1030,14
"1889",2,14,1030,64
"1889",2,15,1030,40
"1889",2,16,1030,9
"1889",2,17,1030,1
"1889",2,19,1030,2
"1889",1,10,1031,1
"1889",1,11,1031,140
"1889",1,13,1031,56
"1889",1,14,1031,207
"1889",1,15,1031,153
"1889",1,16,1031,47
"1889",1,17,1031,16
"1889",1,18,1031,16
"1889",1,19,1031,6
"1889",2,8,1031,3
"1889",2,9,1031,2
"1889",2,10,1031,12
"1889",2,11,1031,159
"1889",2,13,1031,54
"1889",2,14,1031,239
"1889",2,15,1031,139
"1889",2,16,1031,41
"1889",2,17,1031,11
"1889",2,18,1031,5
"1889",1,9,1032,10
"1889",1,10,1032,23
"1889",1,11,1032,88
"1889",1,13,1032,44
"1889",1,14,1032,245
"1889",1,15,1032,235
"1889",1,16,1032,61
"1889",1,17,1032,26
"1889",1,18,1032,17
"1889",1,19,1032,5
"1889",2,9,1032,2
"1889",2,10,1032,11
"1889",2,11,1032,42
"1889",2,13,1032,31
"1889",2,14,1032,122
"1889",2,15,1032,37
"1889",2,16,1032,15
"1889",2,17,1032,3
"1889",2,18,1032,1
"1889",1,17,1033,1
"1889",2,7,1033,26
"1889",2,8,1033,99
"1889",2,9,1033,343
"1889",2,10,1033,528
"1889",2,11,1033,1453
"1889",2,12,1033,8
"1889",2,13,1033,618
"1889",2,14,1033,2097
"1889",2,15,1033,1869
"1889",2,16,1033,1050
"1889",2,17,1033,450
"1889",2,18,1033,324
"1889",2,19,1033,263
"1889",1,19,1034,1
"1889",1,11,1035,2
"1889",1,10,1036,5
"1889",1,11,1036,21
"1889",1,13,1036,14
"1889",1,14,1036,124
"1889",1,15,1036,192
"1889",1,16,1036,134
"1889",1,17,1036,47
"1889",1,18,1036,49
"1889",1,19,1036,32
"1889",2,10,1036,4
"1889",2,11,1036,56
"1889",2,13,1036,46
"1889",2,14,1036,172
"1889",2,15,1036,162
"1889",2,16,1036,40
"1889",2,17,1036,7
"1889",2,18,1036,7
"1889",2,19,1036,5
"1889",1,15,1037,3
"1889",1,11,1038,1
"1889",1,17,1038,1
"1889",1,18,1038,1
"1889",1,15,468,2
"1889",1,17,468,1
"1889",1,14,1039,1
"1889",1,15,1039,3
"1889",1,19,1039,1
"1889",1,16,1040,1
"1889",1,7,1041,1
"1889",1,8,1041,3
"1889",1,9,1041,13
"1889",1,10,1041,9
"1889",1,11,1041,51
"1889",1,13,1041,26
"1889",1,14,1041,144
"1889",1,15,1041,174
"1889",1,16,1041,100
"1889",1,17,1041,42
"1889",1,18,1041,18
"1889",1,19,1041,10
"1889",2,15,1041,1
"1889",2,16,1041,1
"1889",2,17,1041,1
"1889",2,18,1041,1
"1889",2,19,1041,1
"1889",1,8,1042,2
"1889",1,9,1042,3
"1889",1,10,1042,3
"1889",1,11,1042,12
"1889",1,13,1042,11
"1889",1,14,1042,69
"1889",1,15,1042,153
"1889",1,16,1042,116
"1889",1,17,1042,53
"1889",1,18,1042,34
"1889",1,19,1042,16
"1889",2,14,1042,1
"1889",2,15,1042,1
"1889",2,16,1042,1
"1889",1,10,1043,12
"1889",1,11,1043,54
"1889",1,13,1043,26
"1889",1,14,1043,186
"1889",1,15,1043,309
"1889",1,16,1043,133
"1889",1,17,1043,53
"1889",1,18,1043,22
"1889",1,19,1043,10
"1889",1,15,1044,1
"1889",1,17,1044,1
"1889",1,10,1045,1
"1889",1,11,1045,28
"1889",1,13,1045,33
"1889",1,14,1045,133
"1889",1,15,1045,125
"1889",1,16,1045,53
"1889",1,17,1045,23
"1889",1,18,1045,8
"1889",1,19,1045,6
"1889",2,17,1045,1
"1889",2,18,1045,1
"1889",1,14,1046,1
"1889",1,16,1046,2
"1889",1,19,1046,1
"1889",1,13,1047,1
"1889",1,16,1047,1
"1889",1,17,1047,1
"1889",1,10,1048,3
"1889",1,11,1048,2
"1889",1,13,1048,1
"1889",1,14,1048,4
"1889",1,15,1048,2
"1889",1,16,1048,3
"1889",1,17,1048,1
"1889",1,8,1049,1
"1889",1,9,1049,1
"1889",1,10,1049,1
"1889",1,14,1049,9
"1889",1,15,1049,9
"1889",1,16,1049,2
"1889",1,17,1049,1
"1889",2,13,1049,1
"1889",2,15,1049,2
"1889",2,16,1049,1
"1889",1,17,1050,1
"1889",1,11,487,6
"1889",1,13,487,3
"1889",1,14,487,31
"1889",1,15,487,53
"1889",1,16,487,21
"1889",1,17,487,2
"1889",1,18,487,2
"1889",2,19,487,2
"1889",1,10,1051,4
"1889",1,11,1051,6
"1889",1,13,1051,5
"1889",1,14,1051,38
"1889",1,15,1051,15
"1889",1,16,1051,3
"1889",1,17,1051,1
"1889",1,18,1051,3
"1889",1,19,1051,2
"1889",2,16,1051,1
"1889",1,14,1052,1
"1889",1,16,1052,1
"1889",1,14,1053,1
"1889",1,15,1053,1
"1889",1,17,1053,1
"1889",1,9,1054,2
"1889",1,11,1054,2
"1889",1,14,1054,2
"1889",1,17,1055,1
"1889",1,10,1056,1
"1889",1,11,1056,1
"1889",1,14,1056,1
"1889",1,17,1056,1
"1889",1,15,1057,1
"1889",1,13,1058,1
"1889",1,14,1058,4
"1889",1,15,1058,14
"1889",1,16,1058,5
"1889",1,17,1058,1
"1889",1,18,1058,1
"1889",1,11,1059,1
"1889",1,8,491,1
"1889",1,9,491,6
"1889",1,10,491,11
"1889",1,11,491,23
"1889",1,13,491,7
"1889",1,14,491,31
"1889",1,15,491,40
"1889",1,16,491,19
"1889",1,17,491,3
"1889",1,18,491,3
"1889",1,19,491,2
"1889",2,13,491,1
"1889",2,15,491,1
"1889",2,16,491,2
"1889",2,18,491,1
"1889",1,10,1060,1
"1889",1,11,1060,2
"1889",1,13,1060,5
"1889",1,14,1060,32
"1889",1,15,1060,34
"1889",1,16,1060,14
"1889",1,17,1060,4
"1889",1,10,1061,2
"1889",1,15,1061,2
"1889",1,17,1061,1
"1889",1,11,1062,1
"1889",1,13,1062,1
"1889",1,14,1062,5
"1889",1,15,1062,9
"1889",1,16,1062,11
"1889",1,17,1062,6
"1889",1,18,1062,6
"1889",1,19,1062,1
"1889",2,10,1062,1
"1889",2,14,1062,2
"1889",2,15,1062,11
"1889",2,16,1062,12
"1889",2,17,1062,5
"1889",2,18,1062,8
"1889",2,19,1062,6
"1889",1,8,1063,1
"1889",1,9,1063,3
"1889",1,10,1063,5
"1889",1,11,1063,4
"1889",1,13,1063,2
"1889",1,14,1063,63
"1889",1,15,1063,130
"1889",1,16,1063,64
"1889",1,17,1063,23
"1889",1,18,1063,15
"1889",1,19,1063,9
"1889",2,16,1063,3
"1889",2,17,1063,3
"1889",2,18,1063,1
"1889",2,19,1063,4
"1889",1,10,1064,1
"1889",1,11,1064,19
"1889",1,13,1064,46
"1889",1,14,1064,135
"1889",1,15,1064,106
"1889",1,16,1064,27
"1889",1,17,1064,3
"1889",1,18,1064,5
"1889",1,19,1064,1
"1889",2,10,1064,1
"1889",2,13,1064,1
"1889",1,11,225,2
"1889",1,14,225,10
"1889",1,15,225,21
"1889",1,16,225,19
"1889",1,17,225,8
"1889",1,18,225,1
"1889",1,19,225,2
"1889",2,15,225,1
"1889",2,16,225,2
"1889",1,9,1065,1
"1889",1,10,1065,5
"1889",1,11,1065,103
"1889",1,13,1065,71
"1889",1,14,1065,416
"1889",1,15,1065,314
"1889",1,16,1065,83
"1889",1,17,1065,24
"1889",1,18,1065,6
"1889",1,19,1065,4
"1889",1,14,1066,1
"1889",1,15,1066,3
"1889",1,14,1067,12
"1889",1,15,1067,24
"1889",1,16,1067,9
"1889",1,17,1067,1
"1889",1,19,1067,1
"1889",2,13,1067,1
"1889",2,14,1067,2
"1889",2,15,1067,11
"1889",2,16,1067,4
"1889",2,17,1067,3
"1889",1,10,1068,1
"1889",1,11,1068,2
"1889",1,13,1068,1
"1889",1,14,1068,3
"1889",1,15,1068,4
"1889",2,14,1068,1
"1889",1,7,230,1
"1889",1,8,230,2
"1889",1,9,230,9
"1889",1,10,230,3
"1889",1,11,230,12
"1889",1,13,230,4
"1889",1,14,230,22
"1889",1,15,230,20
"1889",1,16,230,11
"1889",1,17,230,5
"1889",1,19,230,1
"1889",1,14,1069,1
"1889",1,15,1069,3
"1889",1,16,1069,4
"1889",1,18,1069,1
"1889",1,19,1069,1
"1889",1,10,1070,1
"1889",1,10,1071,2
"1889",1,15,1071,2
"1889",1,16,1071,1
"1889",1,15,1072,1
"1889",1,15,1073,3
"1889",1,16,1073,3
"1889",1,17,1073,1
"1889",1,19,1073,1
"1889",2,14,1073,6
"1889",2,15,1073,4
"1889",2,16,1073,14
"1889",2,17,1073,3
"1889",2,18,1073,1
"1889",1,9,1074,1
"1889",1,10,1074,1
"1889",1,11,1074,8
"1889",1,13,1074,2
"1889",1,14,1074,12
"1889",1,15,1074,16
"1889",1,16,1074,4
"1889",1,17,1074,2
"1889",1,19,1074,1
"1889",2,19,1074,1
"1889",1,7,1075,5
"1889",1,8,1075,11
"1889",1,9,1075,46
"1889",1,10,1075,53
"1889",1,11,1075,125
"1889",1,13,1075,44
"1889",1,14,1075,272
"1889",1,15,1075,506
"1889",1,16,1075,289
"1889",1,17,1075,76
"1889",1,18,1075,75
"1889",1,19,1075,41
"1889",2,19,1075,1
"1889",1,14,1076,12
"1889",1,15,1076,24
"1889",1,16,1076,13
"1889",1,17,1076,3
"1889",1,18,1076,5
"1889",1,19,1076,4
"1889",1,16,1077,1
"1889",1,13,1078,1
"1889",1,14,1078,3
"1889",1,15,1078,9
"1889",1,16,1078,3
"1889",1,19,1078,1
"1889",1,10,1079,1
"1889",1,11,1079,3
"1889",1,14,1079,1
"1889",1,15,1079,22
"1889",1,16,1079,33
"1889",1,17,1079,12
"1889",1,18,1079,9
"1889",1,19,1079,3
"1889",1,7,1080,4
"1889",1,8,1080,16
"1889",1,9,1080,61
"1889",1,10,1080,125
"1889",1,11,1080,255
"1889",1,13,1080,174
"1889",1,14,1080,909
"1889",1,15,1080,920
"1889",1,16,1080,376
"1889",1,17,1080,131
"1889",1,18,1080,87
"1889",1,19,1080,43
"1889",2,14,1080,2
"1889",2,15,1080,3
"1889",2,16,1080,11
"1889",2,17,1080,4
"1889",2,18,1080,2
"1889",2,19,1080,7
"1889",1,9,1081,2
"1889",1,11,1081,3
"1889",1,13,1081,3
"1889",1,14,1081,10
"1889",1,15,1081,17
"1889",1,16,1081,28
"1889",1,17,1081,21
"1889",1,18,1081,11
