"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occupation" "population" "HISCO"
1885 - 1884" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 20 "41030"
"428649" "Melkboeren, (slijters)" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428654" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428659" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "VROUWEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428664" "Melkboeren, (slijters)" "D" "61 - 65
1838 - 1834" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428669" "Melkboeren, (slijters)" "D" "12 of 13
1887 - 1886 " "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428674" "Melkboeren, (slijters)" "D" "16 of 17
1883 - 1882" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 9 "41030"
"428679" "Melkboeren, (slijters)" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 40 "41030"
"428684" "Melkboeren, (slijters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 20 "41030"
"428689" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428694" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428699" "Melkboeren, (slijters)" "D" "36 - 50
1863 - 1849" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428704" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 40 "41030"
"428709" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428714" "Melkboeren, (slijters)" "D" "51 - 60
1848 - 1839" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428719" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 7 "41030"
"428724" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428729" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "VROUWEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428734" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "VROUWEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428739" "Melkboeren, (slijters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428744" "Melkboeren, (slijters)" "D" "beneden 12 jaar
1888 en later" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428749" "Melkboeren, (slijters)" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428754" "Melkboeren, (slijters)" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428759" "Metaaldraaiers" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"428760" "Metaaldraaiers" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428761" "Metaaldraaiers" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428762" "Metaaldraaiers" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428763" "Metaaldraaiers" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 5 "83320"
"428764" "Metaaldraaiers" "C" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428765" "Metaaldraaiers" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428796" "Metaaldraaiers" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"428827" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"428858" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428889" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428920" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"428951" "Metaaldraaiers" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"428982" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429013" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429044" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429075" "Metaaldraaiers" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429106" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 5 "83320"
"429137" "Metaaldraaiers" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 5 "83320"
"429168" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"429199" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 6 "83320"
"429230" "Metaaldraaiers" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429261" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"429292" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 5 "83320"
"429323" "Metaaldraaiers" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"429354" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429385" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429416" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"429447" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 6 "83320"
"429478" "Metaaldraaiers" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 6 "83320"
"429509" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 3 "83320"
"429540" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 7 "83320"
"429571" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"429602" "Metaaldraaiers" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"429633" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429664" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429695" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429726" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429757" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 4 "83320"
"429788" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"429819" "Metaaldraaiers" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 6 "83320"
"429850" "Metaaldraaiers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 6 "83320"
"429881" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"429912" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"429943" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 8 "83320"
"429974" "Metaaldraaiers" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430005" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"430036" "Metaaldraaiers" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430067" "Metaaldraaiers" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430098" "Metaaldraaiers" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"430129" "Metaaldraaiers" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"430160" "Metaaldraaiers" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430191" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"430222" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"430253" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"430284" "Metaaldraaiers" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430315" "Metaaldraaiers" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430346" "Metaaldraaiers" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430377" "Metaaldraaiers" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430408" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"430439" "Metaaldraaiers" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430470" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"430501" "Metaaldraaiers" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 10 "83320"
"430532" "Metaaldraaiers" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"430563" "Metaaldraaiers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 1 "83320"
"430594" "Metaaldraaiers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaaldraaiers>" 2 "83320"
"430625" "Metaalgieters [w.o. kopergieters]" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalgieters_%5Bw_o__kopergieters%5D>" 1 "72420"
"430627" "Metaalgieters [w.o. kopergieters]" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalgieters_%5Bw_o__kopergieters%5D>" 2 "72420"
"430629" "Metaalgieters [w.o. kopergieters]" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalgieters_%5Bw_o__kopergieters%5D>" 1 "72420"
"430631" "Metaalslijpers" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 2 "83465"
"430633" "Metaalslijpers" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430635" "Metaalslijpers" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 2 "83465"
"430637" "Metaalslijpers" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430639" "Metaalslijpers" "D" "18 - 22
1881 - 1877" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430644" "Metaalslijpers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430649" "Metaalslijpers" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430654" "Metaalslijpers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430659" "Metaalslijpers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 6 "83465"
"430664" "Metaalslijpers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430669" "Metaalslijpers" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 2 "83465"
"430674" "Metaalslijpers" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 8 "83465"
"430679" "Metaalslijpers" "D" "51 - 60
1848 - 1839" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430684" "Metaalslijpers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 4 "83465"
"430689" "Metaalslijpers" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430694" "Metaalslijpers" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430699" "Metaalslijpers" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 2 "83465"
"430704" "Metaalslijpers" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430709" "Metaalslijpers" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metaalslijpers>" 1 "83465"
"430714" "Metselaars" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metselaars>" 1 "95120"
"430719" "Metselaars" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metselaars>" 4 "95120"
"430724" "Metselaars" "A" "51 - 60
1848 - 1839" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metselaars>" 1 "95120"
"430729" "Metselaars" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metselaars>" 20 "95120"
"430734" "Metselaars" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metselaars>" 20 "95120"
"430739" "Metselaars" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Metselaars>" 3 "95120"
